hp_response_id,similarity_reference_A
HP3201,3
HP3202,5
HP3203,4
HP3204,12
HP3205,17
HP3206,6
HP3207,0
HP3208,0
HP3209,4
HP3210,8
HP3211,12
HP3212,3
HP3213,4
HP3214,4
HP3215,5
HP3216,5
HP3217,1
HP3218,8
HP3219,12
HP3220,8
HP3221,0
HP3222,11
HP3223,21
HP3224,4
HP3225,8
HP3226,2
HP3227,2
HP3228,6
HP3229,9
HP3230,3
HP3231,12
HP3232,2
HP3233,55
HP3234,26
HP3235,4
HP3236,2
HP3237,0
HP3238,3
HP3239,12
HP3240,5
HP3241,72
HP3242,2
HP3243,3
HP3244,0
HP3245,7
HP3246,2
HP3247,5
HP3248,4
HP3249,1
HP3250,5
HP3251,4
HP3252,6
HP3253,7
HP3254,2
HP3255,2
HP3256,6
HP3257,3
HP3258,8
HP3259,8
HP3260,1
HP3261,5
HP3262,6
HP3263,15
HP3264,6
HP3265,2
HP3266,5
HP3267,8
HP3268,5
HP3269,5
HP3270,10
HP3271,3
HP3272,1
HP3273,3
HP3274,4
HP3275,25
HP3276,5
HP3277,3
HP3278,1
HP3279,4
HP3280,19
HP3281,0
HP3282,26
HP3283,36
HP3284,5
HP3285,8
HP3286,5
HP3287,8
HP3288,3
HP3289,2
HP3290,1
HP3291,4
HP3292,2
HP3293,2
HP3294,2
HP3295,4
HP3296,6
HP3297,7
HP3298,3
HP3299,6
HP3300,6
HP3301,2
HP3302,6
HP3303,15
HP3304,3
HP3305,4
HP3306,3
HP3307,15
HP3308,3
HP3309,4
HP3310,14
HP3311,3
HP3312,4
HP3313,3
HP3314,17
HP3315,4
HP3316,24
HP3317,3
HP3318,8
HP3319,6
HP3320,3
HP3321,5
HP3322,30
HP3323,11
HP3324,13
HP3325,3
HP3326,5
HP3327,5
HP3328,2
HP3329,1
HP3330,4
HP3331,6
HP3332,3
HP3333,3
HP3334,7
HP3335,9
HP3336,10
HP3337,3
HP3338,6
HP3339,6
HP3340,4
HP3341,2
HP3342,20
HP3343,8
HP3344,1
HP3345,4
HP3346,19
HP3347,2
HP3348,3
HP3349,5
HP3350,0
HP3351,15
HP3352,5
HP3353,7
HP3354,5
HP3355,6
HP3356,7
HP3357,2
HP3358,7
HP3359,3
HP3360,3
HP3361,4
HP3362,4
HP3363,12
HP3364,10
HP3365,6
HP3366,1
HP3367,1
HP3368,3
HP3369,6
HP3370,52
HP3371,2
HP3372,16
HP3373,3
HP3374,6
HP3375,4
HP3376,3
HP3377,4
HP3378,5
HP3379,5
HP3380,1
HP3381,3
HP3382,2
HP3383,2
HP3384,5
HP3385,1
HP3386,3
HP3387,1
HP3388,13
HP3389,3
HP3390,4
HP3391,4
HP3392,6
HP3393,25
HP3394,2
HP3395,7
HP3396,3
HP3397,2
HP3398,4
HP3399,6
HP3400,6
HP3401,10
HP3402,6
HP3403,3
HP3404,0
HP3405,26
HP3406,5
HP3407,5
HP3408,6
HP3409,8
HP3410,12
HP3411,3
HP3412,5
HP3413,5
HP3414,12
HP3415,14
HP3416,2
HP3417,8
HP3418,6
HP3419,8
HP3420,6
HP3421,0
HP3422,26
HP3423,0
HP3424,4
HP3425,10
HP3426,8
HP3427,5
HP3428,4
HP3429,5
HP3430,1
HP3431,4
HP3432,32
HP3433,7
HP3434,3
HP3435,5
HP3436,5
HP3437,8
HP3438,7
HP3439,20
HP3440,7
HP3441,6
HP3442,12
HP3443,4
HP3444,4
HP3445,3
HP3446,8
HP3447,12
HP3448,7
HP3449,3
HP3450,3
HP3451,1
HP3452,8
HP3453,7
HP3454,1
HP3455,6
HP3456,6
HP3457,4
HP3458,0
HP3459,6
HP3460,2
HP3461,18
HP3462,5
HP3463,8
HP3464,3
HP3465,1
HP3466,5
HP3467,2
HP3468,2
HP3469,3
HP3470,3
HP3471,8
HP3472,11
HP3473,5
HP3474,4
HP3475,3
HP3476,5
HP3477,5
HP3478,14
HP3479,6
HP3480,5
HP3481,2
HP3482,17
HP3483,8
HP3484,3
HP3485,15
HP3486,2
HP3487,5
HP3488,6
HP3489,1
HP3490,50
HP3491,5
HP3492,3
HP3493,4
HP3494,3
HP3495,13
HP3496,3
HP3497,7
HP3498,6
HP3499,5
HP3500,7
HP3501,4
HP3502,3
HP3503,2
HP3504,11
HP3505,5
HP3506,6
HP3507,4
HP3508,3
HP3509,7
HP3510,13
HP3511,14
HP3512,3
HP3513,7
HP3514,9
HP3515,6
HP3516,5
HP3517,0
HP3518,6
HP3519,6
HP3520,4
HP3521,50
HP3522,20
HP3523,4
HP3524,14
HP3525,5
HP3526,5
HP3527,3
HP3528,6
HP3529,6
HP3530,4
HP3531,3
HP3532,5
HP3533,10
HP3534,6
HP3535,6
HP3536,5
HP3537,5
HP3538,4
HP3539,16
HP3540,6
HP3541,4
HP3542,0
HP3543,7
HP3544,2
HP3545,8
HP3546,4
HP3547,5
HP3548,32
HP3549,2
HP3550,4
HP3551,13
HP3552,6
HP3553,7
HP3554,25
HP3555,4
HP3556,4
HP3557,14
HP3558,3
HP3559,7
HP3560,5
HP3561,5
HP3562,4
HP3563,3
HP3564,22
HP3565,7
HP3566,2
HP3567,3
HP3568,11
HP3569,2
HP3570,7
HP3571,5
HP3572,8
HP3573,5
HP3574,1
HP3575,4
HP3576,3
HP3577,8
HP3578,5
HP3579,5
HP3580,3
HP3581,1
HP3582,15
HP3583,46
HP3584,4
HP3585,13
HP3586,5
HP3587,3
HP3588,4
HP3589,3
HP3590,1
HP3591,4
HP3592,4
HP3593,22
HP3594,3
HP3595,10
HP3596,19
HP3597,5
HP3598,34
HP3599,8
HP3600,2
