hp_response_id,similarity_reference_B
HP0401,19
HP0402,15
HP0403,15
HP0404,15
HP0405,26
HP0406,1
HP0407,26
HP0408,19
HP0409,12
HP0410,4
HP0411,20
HP0412,25
HP0413,30
HP0414,8
HP0415,25
HP0416,22
HP0417,23
HP0418,24
HP0419,18
HP0420,20
HP0421,14
HP0422,24
HP0423,19
HP0424,23
HP0425,26
HP0426,18
HP0427,17
HP0428,19
HP0429,21
HP0430,13
HP0431,9
HP0432,25
HP0433,13
HP0434,24
HP0435,12
HP0436,18
HP0437,8
HP0438,9
HP0439,36
HP0440,24
HP0441,6
HP0442,3
HP0443,12
HP0444,16
HP0445,12
HP0446,9
HP0447,21
HP0448,7
HP0449,4
HP0450,15
HP0451,14
HP0452,10
HP0453,4
HP0454,20
HP0455,24
HP0456,19
HP0457,3
HP0458,14
HP0459,27
HP0460,18
HP0461,15
HP0462,16
HP0463,2
HP0464,30
HP0465,9
HP0466,23
HP0467,22
HP0468,9
HP0469,32
HP0470,10
HP0471,18
HP0472,8
HP0473,25
HP0474,17
HP0475,27
HP0476,10
HP0477,9
HP0478,17
HP0479,10
HP0480,16
HP0481,12
HP0482,24
HP0483,16
HP0484,5
HP0485,31
HP0486,27
HP0487,15
HP0488,3
HP0489,5
HP0490,19
HP0491,34
HP0492,5
HP0493,16
HP0494,7
HP0495,31
HP0496,10
HP0497,15
HP0498,21
HP0499,14
HP0500,8
HP0501,15
HP0502,16
HP0503,33
HP0504,12
HP0505,16
HP0506,8
HP0507,8
HP0508,17
HP0509,20
HP0510,27
HP0511,15
HP0512,15
HP0513,27
HP0514,12
HP0515,11
HP0516,27
HP0517,15
HP0518,19
HP0519,22
HP0520,12
HP0521,30
HP0522,3
HP0523,21
HP0524,25
HP0525,12
HP0526,19
HP0527,3
HP0528,16
HP0529,23
HP0530,12
HP0531,24
HP0532,25
HP0533,9
HP0534,7
HP0535,28
HP0536,15
HP0537,22
HP0538,18
HP0539,15
HP0540,22
HP0541,4
HP0542,7
HP0543,23
HP0544,19
HP0545,22
HP0546,26
HP0547,7
HP0548,12
HP0549,21
HP0550,7
HP0551,15
HP0552,24
HP0553,9
HP0554,16
HP0555,5
HP0556,18
HP0557,22
HP0558,5
HP0559,28
HP0560,24
HP0561,19
HP0562,6
HP0563,0
HP0564,18
HP0565,30
HP0566,21
HP0567,8
HP0568,25
HP0569,23
HP0570,16
HP0571,29
HP0572,24
HP0573,10
HP0574,23
HP0575,3
HP0576,31
HP0577,12
HP0578,20
HP0579,16
HP0580,26
HP0581,26
HP0582,1
HP0583,6
HP0584,27
HP0585,21
HP0586,4
HP0587,13
HP0588,14
HP0589,5
HP0590,18
HP0591,12
HP0592,27
HP0593,15
