hp_response_id,similarity_reference_B
HP3601,45
HP3602,48
HP3603,40
HP3604,5
HP3605,25
HP3606,0
HP3607,35
HP3608,30
HP3609,25
HP3610,5
HP3611,0
HP3612,40
HP3613,50
HP3614,35
HP3615,10
HP3616,45
HP3617,0
HP3618,35
HP3619,5
HP3620,15
HP3621,45
HP3622,30
HP3623,20
HP3624,25
HP3625,60
HP3626,55
HP3627,10
HP3628,15
HP3629,5
HP3630,55
HP3631,48
HP3632,45
HP3633,50
HP3634,40
HP3635,65
HP3636,10
HP3637,35
HP3638,25
HP3639,5
HP3640,10
HP3641,35
HP3642,35
HP3643,35
HP3644,0
HP3645,30
HP3646,10
HP3647,0
HP3648,70
HP3649,50
HP3650,10
HP3651,5
HP3652,30
HP3653,80
HP3654,35
HP3655,40
HP3656,30
HP3657,35
HP3658,0
HP3659,40
HP3660,30
HP3661,60
HP3662,5
HP3663,25
HP3664,0
HP3665,0
HP3666,38
HP3667,45
HP3668,40
HP3669,5
HP3670,50
HP3671,45
HP3672,30
HP3673,58
HP3674,55
HP3675,10
HP3676,25
HP3677,15
HP3678,45
HP3679,0
HP3680,5
HP3681,60
HP3682,30
HP3683,35
HP3684,40
HP3685,58
HP3686,15
HP3687,5
HP3688,5
HP3689,5
HP3690,48
HP3691,48
HP3692,30
HP3693,5
HP3694,5
HP3695,38
HP3696,65
HP3697,45
HP3698,5
HP3699,30
HP3700,40
HP3701,45
HP3702,30
HP3703,35
HP3704,40
HP3705,55
HP3706,70
HP3707,45
HP3708,10
HP3709,15
HP3710,35
HP3711,48
HP3712,55
HP3713,45
HP3714,5
HP3715,50
HP3716,30
HP3717,5
HP3718,10
HP3719,0
HP3720,45
HP3721,52
HP3722,20
HP3723,25
HP3724,0
HP3725,40
HP3726,35
HP3727,10
HP3728,5
HP3729,35
HP3730,15
HP3731,25
HP3732,35
HP3733,75
HP3734,48
HP3735,5
HP3736,0
HP3737,10
HP3738,5
HP3739,35
HP3740,10
HP3741,20
HP3742,35
HP3743,40
HP3744,25
HP3745,35
HP3746,5
HP3747,38
HP3748,40
HP3749,52
HP3750,35
HP3751,15
HP3752,8
HP3753,30
HP3754,45
HP3755,30
HP3756,65
HP3757,15
HP3758,75
HP3759,5
HP3760,10
HP3761,2
HP3762,60
