hp_response_id,similarity_reference_B
HP2801,65
HP2802,72
HP2803,65
HP2804,11
HP2805,55
HP2806,1
HP2807,65
HP2808,64
HP2809,67
HP2810,5
HP2811,0
HP2812,67
HP2813,58
HP2814,65
HP2815,60
HP2816,70
HP2817,24
HP2818,73
HP2819,6
HP2820,18
HP2821,71
HP2822,62
HP2823,49
HP2824,50
HP2825,18
HP2826,78
HP2827,21
HP2828,38
HP2829,14
HP2830,78
HP2831,23
HP2832,5
HP2833,82
HP2834,11
HP2835,90
HP2836,13
HP2837,60
HP2838,38
HP2839,14
HP2840,5
HP2841,62
HP2842,89
HP2843,70
HP2844,50
HP2845,76
HP2846,15
HP2847,0
HP2848,67
HP2849,83
HP2850,64
HP2851,30
HP2852,61
HP2853,97
HP2854,69
HP2855,71
HP2856,66
HP2857,67
HP2858,1
HP2859,98
HP2860,72
HP2861,18
HP2862,5
HP2863,13
HP2864,1
HP2865,1
HP2866,75
HP2867,67
HP2868,7
HP2869,13
HP2870,67
HP2871,27
HP2872,67
HP2873,30
HP2874,65
HP2875,85
HP2876,59
HP2877,12
HP2878,86
HP2879,6
HP2880,5
HP2881,74
HP2882,10
HP2883,62
HP2884,70
HP2885,81
HP2886,7
HP2887,39
HP2888,14
HP2889,18
HP2890,59
HP2891,67
HP2892,67
HP2893,14
HP2894,14
HP2895,68
HP2896,13
HP2897,69
HP2898,15
HP2899,81
HP2900,68
HP2901,69
HP2902,64
HP2903,65
HP2904,70
HP2905,82
HP2906,70
HP2907,15
HP2908,17
HP2909,61
HP2910,66
HP2911,79
HP2912,67
HP2913,79
HP2914,14
HP2915,74
HP2916,54
HP2917,13
HP2918,21
HP2919,6
HP2920,20
HP2921,17
HP2922,67
HP2923,66
HP2924,0
HP2925,26
HP2926,60
HP2927,10
HP2928,5
HP2929,66
HP2930,78
HP2931,61
HP2932,66
HP2933,80
HP2934,79
HP2935,14
HP2936,17
HP2937,59
HP2938,37
HP2939,59
HP2940,13
HP2941,6
HP2942,67
HP2943,59
HP2944,15
HP2945,67
HP2946,29
HP2947,67
HP2948,51
HP2949,82
HP2950,60
HP2951,13
HP2952,18
HP2953,13
HP2954,70
HP2955,62
HP2956,65
HP2957,91
HP2958,67
HP2959,13
HP2960,67
HP2961,61
HP2962,76
HP2963,16
HP2964,28
HP2965,82
HP2966,1
HP2967,61
HP2968,31
HP2969,70
HP2970,13
HP2971,85
HP2972,73
HP2973,13
HP2974,67
HP2975,10
HP2976,67
HP2977,14
HP2978,66
HP2979,72
HP2980,75
HP2981,8
HP2982,72
HP2983,1
HP2984,57
HP2985,62
HP2986,65
HP2987,82
HP2988,65
HP2989,8
HP2990,56
HP2991,65
HP2992,74
HP2993,36
HP2994,32
HP2995,78
HP2996,0
HP2997,66
HP2998,8
HP2999,64
HP3000,65
HP3001,62
HP3002,74
HP3003,82
HP3004,28
HP3005,8
HP3006,11
HP3007,2
HP3008,65
HP3009,70
HP3010,0
HP3011,0
HP3012,18
HP3013,72
HP3014,1
HP3015,8
HP3016,20
HP3017,2
HP3018,78
HP3019,73
HP3020,65
HP3021,22
HP3022,22
HP3023,14
HP3024,66
HP3025,60
HP3026,65
HP3027,58
HP3028,0
HP3029,67
HP3030,10
HP3031,6
HP3032,70
HP3033,0
HP3034,11
HP3035,4
HP3036,66
HP3037,71
HP3038,91
HP3039,6
HP3040,54
HP3041,79
HP3042,31
HP3043,55
HP3044,8
HP3045,81
HP3046,68
HP3047,77
HP3048,0
HP3049,1
HP3050,67
HP3051,12
HP3052,76
HP3053,93
HP3054,62
HP3055,10
HP3056,2
HP3057,6
HP3058,67
HP3059,77
HP3060,69
HP3061,47
HP3062,9
HP3063,84
HP3064,66
HP3065,59
HP3066,29
HP3067,71
HP3068,76
HP3069,61
HP3070,51
HP3071,12
HP3072,42
HP3073,60
HP3074,3
HP3075,81
HP3076,67
HP3077,61
HP3078,74
HP3079,72
HP3080,16
HP3081,35
HP3082,5
HP3083,92
HP3084,10
HP3085,72
HP3086,62
HP3087,24
HP3088,12
HP3089,64
HP3090,60
HP3091,20
HP3092,31
HP3093,64
HP3094,12
HP3095,10
HP3096,64
HP3097,4
HP3098,63
HP3099,65
HP3100,59
HP3101,95
HP3102,76
HP3103,73
HP3104,9
HP3105,6
HP3106,79
HP3107,65
HP3108,73
HP3109,62
HP3110,77
HP3111,70
HP3112,18
HP3113,14
HP3114,66
HP3115,81
HP3116,39
HP3117,61
HP3118,18
HP3119,40
HP3120,60
HP3121,72
HP3122,1
HP3123,65
HP3124,62
