hp_response_id,similarity_reference_B
HP3601,73
HP3602,76
HP3603,68
HP3604,8
HP3605,55
HP3606,0
HP3607,69
HP3608,65
HP3609,63
HP3610,5
HP3611,0
HP3612,61
HP3613,72
HP3614,61
HP3615,18
HP3616,71
HP3617,0
HP3618,75
HP3619,9
HP3620,18
HP3621,76
HP3622,68
HP3623,49
HP3624,30
HP3625,77
HP3626,81
HP3627,20
HP3628,36
HP3629,14
HP3630,79
HP3631,70
HP3632,68
HP3633,75
HP3634,17
HP3635,75
HP3636,10
HP3637,74
HP3638,36
HP3639,14
HP3640,16
HP3641,68
HP3642,65
HP3643,59
HP3644,0
HP3645,68
HP3646,12
HP3647,2
HP3648,92
HP3649,83
HP3650,35
HP3651,10
HP3652,65
HP3653,99
HP3654,65
HP3655,72
HP3656,64
HP3657,69
HP3658,5
HP3659,72
HP3660,69
HP3661,89
HP3662,8
HP3663,15
HP3664,1
HP3665,0
HP3666,72
HP3667,65
HP3668,64
HP3669,5
HP3670,79
HP3671,77
HP3672,63
HP3673,81
HP3674,79
HP3675,12
HP3676,57
HP3677,16
HP3678,87
HP3679,1
HP3680,4
HP3681,73
HP3682,61
HP3683,64
HP3684,70
HP3685,82
HP3686,20
HP3687,11
HP3688,14
HP3689,6
HP3690,77
HP3691,77
HP3692,64
HP3693,14
HP3694,14
HP3695,74
HP3696,90
HP3697,70
HP3698,8
HP3699,72
HP3700,67
HP3701,70
HP3702,68
HP3703,61
HP3704,70
HP3705,79
HP3706,94
HP3707,69
HP3708,14
HP3709,51
HP3710,64
HP3711,79
HP3712,66
HP3713,69
HP3714,14
HP3715,78
HP3716,60
HP3717,8
HP3718,16
HP3719,4
HP3720,71
HP3721,80
HP3722,31
HP3723,65
HP3724,0
HP3725,72
HP3726,72
HP3727,10
HP3728,2
HP3729,66
HP3730,15
HP3731,63
HP3732,62
HP3733,94
HP3734,77
HP3735,15
HP3736,0
HP3737,9
HP3738,2
HP3739,61
HP3740,7
HP3741,29
HP3742,66
HP3743,60
HP3744,41
HP3745,63
HP3746,6
HP3747,68
HP3748,65
HP3749,81
HP3750,60
HP3751,12
HP3752,31
HP3753,63
HP3754,75
HP3755,63
HP3756,76
HP3757,22
HP3758,93
HP3759,13
HP3760,30
HP3761,2
HP3762,80
HP3763,5
HP3764,94
HP3765,84
HP3766,1
HP3767,70
HP3768,32
HP3769,59
HP3770,51
HP3771,78
HP3772,62
HP3773,12
HP3774,66
HP3775,64
HP3776,13
HP3777,30
HP3778,14
HP3779,33
HP3780,72
HP3781,9
HP3782,67
HP3783,7
HP3784,62
HP3785,56
HP3786,76
HP3787,33
HP3788,63
HP3789,6
HP3790,60
HP3791,65
HP3792,66
HP3793,36
HP3794,62
HP3795,70
HP3796,0
HP3797,64
HP3798,8
HP3799,62
HP3800,55
HP3801,58
HP3802,79
HP3803,80
HP3804,57
HP3805,9
HP3806,13
HP3807,28
HP3808,72
HP3809,77
HP3810,0
HP3811,0
HP3812,10
HP3813,75
HP3814,0
HP3815,15
HP3816,11
HP3817,7
