hp_response_id,similarity_reference_B
HP0401,17
HP0402,15
HP0403,17
HP0404,13
HP0405,22
HP0406,2
HP0407,24
HP0408,18
HP0409,10
HP0410,5
HP0411,18
HP0412,23
HP0413,26
HP0414,7
HP0415,24
HP0416,27
HP0417,22
HP0418,18
HP0419,22
HP0420,19
HP0421,14
HP0422,29
HP0423,16
HP0424,18
HP0425,23
HP0426,13
HP0427,10
HP0428,24
HP0429,21
HP0430,12
HP0431,8
HP0432,18
HP0433,12
HP0434,34
HP0435,10
HP0436,13
HP0437,12
HP0438,9
HP0439,28
HP0440,36
HP0441,7
HP0442,4
HP0443,9
HP0444,16
HP0445,10
HP0446,8
HP0447,18
HP0448,9
HP0449,7
HP0450,14
HP0451,19
HP0452,4
HP0453,5
HP0454,21
HP0455,27
HP0456,16
HP0457,4
HP0458,13
HP0459,22
HP0460,13
HP0461,19
HP0462,15
HP0463,5
HP0464,29
HP0465,11
HP0466,20
HP0467,31
HP0468,14
HP0469,35
HP0470,14
HP0471,14
HP0472,6
HP0473,23
HP0474,13
HP0475,44
HP0476,15
HP0477,13
HP0478,16
HP0479,8
HP0480,17
HP0481,9
HP0482,12
HP0483,7
HP0484,6
HP0485,24
HP0486,24
HP0487,20
HP0488,4
HP0489,8
HP0490,18
HP0491,30
HP0492,10
HP0493,23
HP0494,12
HP0495,30
HP0496,16
HP0497,18
HP0498,30
HP0499,20
HP0500,8
HP0501,14
HP0502,18
HP0503,29
HP0504,11
HP0505,13
HP0506,7
HP0507,8
HP0508,21
HP0509,20
HP0510,18
HP0511,8
HP0512,8
HP0513,25
HP0514,11
HP0515,9
HP0516,24
HP0517,16
HP0518,18
HP0519,23
HP0520,14
HP0521,27
HP0522,6
HP0523,15
HP0524,22
HP0525,10
HP0526,21
HP0527,6
HP0528,16
HP0529,21
HP0530,10
HP0531,23
HP0532,12
HP0533,8
HP0534,8
HP0535,24
HP0536,17
HP0537,19
HP0538,13
HP0539,16
HP0540,16
HP0541,5
HP0542,6
HP0543,17
HP0544,17
HP0545,15
HP0546,42
HP0547,12
HP0548,9
HP0549,22
HP0550,7
HP0551,15
HP0552,29
HP0553,13
HP0554,12
HP0555,6
HP0556,16
HP0557,15
HP0558,8
HP0559,38
HP0560,23
HP0561,18
HP0562,9
HP0563,0
HP0564,17
HP0565,26
HP0566,15
HP0567,7
HP0568,14
HP0569,30
HP0570,18
HP0571,23
HP0572,17
HP0573,12
HP0574,17
HP0575,5
HP0576,26
HP0577,10
HP0578,22
HP0579,16
HP0580,22
HP0581,22
HP0582,2
HP0583,7
HP0584,23
HP0585,24
HP0586,4
HP0587,9
HP0588,12
HP0589,7
HP0590,14
HP0591,13
HP0592,25
HP0593,16
HP0594,16
HP0595,15
HP0596,13
HP0597,10
HP0598,7
HP0599,12
HP0600,23
HP0601,7
HP0602,9
HP0603,24
HP0604,18
HP0605,5
HP0606,4
HP0607,20
HP0608,20
HP0609,7
HP0610,18
HP0611,35
HP0612,11
HP0613,15
HP0614,10
HP0615,27
HP0616,30
HP0617,10
HP0618,15
HP0619,14
HP0620,12
HP0621,14
HP0622,15
HP0623,24
HP0624,17
HP0625,9
HP0626,21
HP0627,29
HP0628,31
HP0629,12
HP0630,11
HP0631,9
HP0632,18
HP0633,16
HP0634,23
HP0635,12
HP0636,8
HP0637,18
HP0638,11
HP0639,30
HP0640,17
HP0641,29
HP0642,7
HP0643,25
HP0644,30
HP0645,15
HP0646,7
HP0647,28
HP0648,25
HP0649,12
HP0650,6
HP0651,10
HP0652,17
HP0653,6
HP0654,12
HP0655,23
HP0656,9
HP0657,10
HP0658,8
HP0659,9
HP0660,24
HP0661,22
HP0662,31
HP0663,21
HP0664,23
HP0665,23
HP0666,9
HP0667,20
HP0668,25
HP0669,7
HP0670,10
HP0671,32
HP0672,33
HP0673,17
HP0674,8
HP0675,6
HP0676,6
HP0677,2
HP0678,23
HP0679,24
HP0680,15
HP0681,6
HP0682,16
HP0683,15
HP0684,4
HP0685,29
HP0686,10
HP0687,3
HP0688,34
HP0689,23
HP0690,24
HP0691,8
HP0692,12
HP0693,14
HP0694,28
HP0695,15
HP0696,15
HP0697,9
HP0698,21
HP0699,13
HP0700,6
HP0701,14
HP0702,15
HP0703,28
HP0704,13
HP0705,19
HP0706,21
HP0707,40
HP0708,3
HP0709,12
HP0710,16
HP0711,11
HP0712,55
HP0713,37
HP0714,13
HP0715,11
HP0716,23
HP0717,11
HP0718,16
HP0719,11
HP0720,12
HP0721,17
HP0722,22
HP0723,23
HP0724,22
HP0725,13
HP0726,1
HP0727,26
HP0728,6
HP0729,10
HP0730,7
HP0731,17
HP0732,18
HP0733,10
HP0734,26
HP0735,12
HP0736,36
HP0737,10
HP0738,10
HP0739,23
HP0740,48
HP0741,11
HP0742,23
HP0743,5
HP0744,21
HP0745,8
HP0746,18
HP0747,27
HP0748,21
HP0749,24
HP0750,9
HP0751,21
HP0752,9
HP0753,8
HP0754,25
HP0755,23
HP0756,23
HP0757,15
HP0758,16
HP0759,21
HP0760,10
HP0761,7
HP0762,22
HP0763,40
HP0764,16
HP0765,17
HP0766,10
HP0767,22
HP0768,22
HP0769,24
HP0770,3
HP0771,6
HP0772,17
HP0773,17
HP0774,21
HP0775,25
HP0776,6
HP0777,5
HP0778,21
HP0779,31
HP0780,21
HP0781,2
HP0782,21
HP0783,9
HP0784,29
HP0785,9
HP0786,16
HP0787,0
HP0788,18
HP0789,7
HP0790,16
HP0791,23
HP0792,23
HP0793,9
HP0794,15
HP0795,23
HP0796,15
HP0797,7
HP0798,23
HP0799,22
HP0800,32
