hp_response_id,similarity_reference_B
HP3201,2
HP3202,68
HP3203,58
HP3204,6
HP3205,89
HP3206,36
HP3207,1
HP3208,1
HP3209,63
HP3210,79
HP3211,83
HP3212,5
HP3213,65
HP3214,62
HP3215,67
HP3216,68
HP3217,10
HP3218,18
HP3219,44
HP3220,81
HP3221,0
HP3222,19
HP3223,7
HP3224,57
HP3225,26
HP3226,18
HP3227,48
HP3228,71
HP3229,89
HP3230,53
HP3231,7
HP3232,43
HP3233,25
HP3234,18
HP3235,62
HP3236,13
HP3237,1
HP3238,41
HP3239,93
HP3240,61
HP3241,8
HP3242,21
HP3243,55
HP3244,0
HP3245,75
HP3246,38
HP3247,65
HP3248,55
HP3249,2
HP3250,63
HP3251,55
HP3252,61
HP3253,72
HP3254,19
HP3255,53
HP3256,70
HP3257,50
HP3258,49
HP3259,8
HP3260,6
HP3261,70
HP3262,63
HP3263,43
HP3264,77
HP3265,13
HP3266,62
HP3267,63
HP3268,28
HP3269,70
HP3270,11
HP3271,49
HP3272,4
HP3273,29
HP3274,16
HP3275,4
HP3276,57
HP3277,48
HP3278,7
HP3279,36
HP3280,5
HP3281,0
HP3282,19
HP3283,21
HP3284,70
HP3285,10
HP3286,59
HP3287,81
HP3288,43
HP3289,36
HP3290,4
HP3291,62
HP3292,37
HP3293,35
HP3294,31
HP3295,57
HP3296,66
HP3297,73
HP3298,31
HP3299,72
HP3300,72
HP3301,28
HP3302,56
HP3303,4
HP3304,26
HP3305,50
HP3306,6
HP3307,49
HP3308,54
HP3309,47
HP3310,74
HP3311,51
HP3312,14
HP3313,48
HP3314,55
HP3315,39
HP3316,20
HP3317,73
HP3318,42
HP3319,76
HP3320,39
HP3321,54
HP3322,77
HP3323,82
HP3324,90
HP3325,38
HP3326,59
HP3327,65
HP3328,12
HP3329,18
HP3330,58
HP3331,68
HP3332,15
HP3333,66
HP3334,76
HP3335,94
HP3336,50
HP3337,49
HP3338,75
HP3339,72
HP3340,57
HP3341,1
HP3342,90
HP3343,16
HP3344,5
HP3345,54
HP3346,13
HP3347,17
HP3348,50
HP3349,77
HP3350,3
HP3351,48
HP3352,70
HP3353,76
HP3354,59
HP3355,74
HP3356,80
HP3357,5
HP3358,95
HP3359,62
HP3360,7
HP3361,49
HP3362,60
HP3363,84
HP3364,50
HP3365,70
HP3366,1
HP3367,1
HP3368,31
HP3369,78
HP3370,6
HP3371,2
HP3372,34
HP3373,40
HP3374,71
HP3375,50
HP3376,39
HP3377,48
HP3378,58
HP3379,71
HP3380,6
HP3381,48
HP3382,3
HP3383,7
HP3384,70
HP3385,5
HP3386,17
HP3387,1
HP3388,90
HP3389,62
HP3390,58
HP3391,54
HP3392,70
HP3393,45
HP3394,9
HP3395,77
HP3396,14
HP3397,11
HP3398,55
HP3399,69
HP3400,78
HP3401,50
HP3402,39
HP3403,29
HP3404,2
HP3405,18
HP3406,69
HP3407,72
HP3408,70
HP3409,62
HP3410,27
HP3411,14
HP3412,69
HP3413,56
HP3414,1
HP3415,56
HP3416,41
HP3417,86
HP3418,61
HP3419,81
HP3420,73
HP3421,0
HP3422,17
HP3423,0
HP3424,65
HP3425,24
HP3426,82
HP3427,66
HP3428,9
HP3429,70
HP3430,2
HP3431,63
HP3432,10
HP3433,78
HP3434,55
HP3435,69
HP3436,64
HP3437,78
HP3438,71
HP3439,5
HP3440,70
HP3441,75
HP3442,71
HP3443,90
HP3444,60
HP3445,51
HP3446,75
HP3447,68
HP3448,59
HP3449,8
HP3450,50
HP3451,1
HP3452,81
HP3453,68
HP3454,2
HP3455,74
HP3456,48
HP3457,59
HP3458,0
HP3459,73
HP3460,35
HP3461,8
HP3462,20
HP3463,77
HP3464,3
HP3465,7
HP3466,73
HP3467,49
HP3468,37
HP3469,52
HP3470,51
HP3471,3
HP3472,87
HP3473,69
HP3474,60
HP3475,4
HP3476,67
HP3477,69
HP3478,43
HP3479,58
HP3480,61
HP3481,8
HP3482,31
HP3483,83
HP3484,14
HP3485,60
HP3486,4
HP3487,70
HP3488,70
HP3489,3
HP3490,4
HP3491,35
HP3492,55
HP3493,54
HP3494,12
HP3495,10
HP3496,53
HP3497,76
HP3498,73
HP3499,60
HP3500,65
HP3501,20
HP3502,59
HP3503,35
HP3504,85
HP3505,50
HP3506,72
HP3507,82
HP3508,14
HP3509,80
HP3510,70
HP3511,95
HP3512,5
HP3513,73
HP3514,58
HP3515,72
HP3516,63
HP3517,0
HP3518,68
HP3519,72
HP3520,62
HP3521,3
HP3522,98
HP3523,9
HP3524,54
HP3525,61
HP3526,63
HP3527,29
HP3528,70
HP3529,71
HP3530,51
HP3531,32
HP3532,70
HP3533,72
HP3534,75
HP3535,95
HP3536,67
HP3537,69
HP3538,54
HP3539,91
HP3540,73
HP3541,20
HP3542,1
HP3543,78
HP3544,37
HP3545,9
HP3546,61
HP3547,69
HP3548,16
HP3549,43
HP3550,64
HP3551,6
HP3552,69
HP3553,36
HP3554,18
HP3555,90
HP3556,53
HP3557,59
HP3558,46
HP3559,43
HP3560,69
HP3561,58
HP3562,54
HP3563,13
HP3564,16
HP3565,62
HP3566,4
HP3567,14
HP3568,90
HP3569,5
HP3570,74
HP3571,49
HP3572,76
HP3573,93
HP3574,4
HP3575,61
HP3576,51
HP3577,69
HP3578,67
HP3579,58
HP3580,46
HP3581,8
HP3582,5
HP3583,9
HP3584,48
HP3585,92
HP3586,56
HP3587,3
HP3588,8
HP3589,49
HP3590,1
HP3591,58
HP3592,60
HP3593,16
HP3594,5
HP3595,89
HP3596,57
HP3597,70
HP3598,11
HP3599,68
HP3600,38
