hp_response_id,similarity_reference_B
HP1601,24
HP1602,82
HP1603,69
HP1604,6
HP1605,55
HP1606,80
HP1607,84
HP1608,37
HP1609,65
HP1610,53
HP1611,85
HP1612,7
HP1613,67
HP1614,55
HP1615,82
HP1616,73
HP1617,4
HP1618,56
HP1619,55
HP1620,81
HP1621,1
HP1622,78
HP1623,38
HP1624,57
HP1625,34
HP1626,67
HP1627,61
HP1628,79
HP1629,88
HP1630,55
HP1631,39
HP1632,74
HP1633,17
HP1634,11
HP1635,59
HP1636,19
HP1637,1
HP1638,57
HP1639,12
HP1640,84
HP1641,10
HP1642,43
HP1643,80
HP1644,5
HP1645,85
HP1646,18
HP1647,63
HP1648,69
HP1649,5
HP1650,67
HP1651,1
HP1652,81
HP1653,78
HP1654,62
HP1655,66
HP1656,80
HP1657,48
HP1658,67
HP1659,58
HP1660,8
HP1661,13
HP1662,73
HP1663,92
HP1664,68
HP1665,79
HP1666,70
HP1667,78
HP1668,10
HP1669,66
HP1670,26
HP1671,66
HP1672,12
HP1673,69
HP1674,9
HP1675,72
HP1676,80
HP1677,61
HP1678,27
HP1679,7
HP1680,10
HP1681,53
HP1682,75
HP1683,66
HP1684,59
HP1685,70
HP1686,68
HP1687,84
HP1688,57
HP1689,69
HP1690,4
HP1691,69
HP1692,10
HP1693,51
HP1694,57
HP1695,59
HP1696,77
HP1697,85
HP1698,27
HP1699,76
HP1700,74
HP1701,71
HP1702,75
HP1703,14
HP1704,58
HP1705,57
HP1706,20
HP1707,73
HP1708,83
HP1709,8
HP1710,12
HP1711,65
HP1712,31
HP1713,71
HP1714,8
HP1715,5
HP1716,82
HP1717,66
HP1718,65
HP1719,76
HP1720,13
HP1721,69
HP1722,93
HP1723,94
HP1724,92
HP1725,59
HP1726,84
HP1727,72
HP1728,42
HP1729,60
HP1730,71
HP1731,74
HP1732,71
HP1733,68
HP1734,89
HP1735,65
HP1736,56
HP1737,73
HP1738,81
HP1739,83
HP1740,60
HP1741,14
HP1742,93
HP1743,39
HP1744,6
HP1745,64
HP1746,12
HP1747,70
HP1748,58
HP1749,73
HP1750,66
HP1751,90
HP1752,59
HP1753,78
HP1754,58
HP1755,66
HP1756,77
HP1757,60
HP1758,71
HP1759,62
HP1760,4
HP1761,68
HP1762,63
HP1763,77
HP1764,56
HP1765,75
HP1766,1
HP1767,5
HP1768,55
HP1769,43
HP1770,42
HP1771,49
HP1772,79
HP1773,69
HP1774,70
HP1775,23
HP1776,59
HP1777,78
HP1778,67
HP1779,74
HP1780,14
HP1781,11
HP1782,14
HP1783,6
HP1784,82
HP1785,40
HP1786,24
HP1787,10
HP1788,94
HP1789,67
HP1790,62
HP1791,58
HP1792,73
HP1793,14
HP1794,13
HP1795,59
HP1796,14
HP1797,58
HP1798,79
HP1799,22
HP1800,24
HP1801,52
HP1802,30
HP1803,57
HP1804,57
HP1805,12
HP1806,68
HP1807,75
HP1808,42
HP1809,65
HP1810,76
HP1811,23
HP1812,73
HP1813,70
HP1814,1
HP1815,72
HP1816,68
HP1817,75
HP1818,61
HP1819,84
HP1820,78
HP1821,0
HP1822,18
HP1823,0
HP1824,64
HP1825,23
HP1826,82
HP1827,74
HP1828,15
HP1829,64
HP1830,77
HP1831,75
HP1832,16
HP1833,80
HP1834,73
HP1835,77
HP1836,82
HP1837,69
HP1838,82
HP1839,13
HP1840,67
HP1841,77
HP1842,62
HP1843,80
HP1844,18
HP1845,68
HP1846,94
HP1847,76
HP1848,73
HP1849,7
HP1850,35
HP1851,1
HP1852,84
HP1853,75
HP1854,1
HP1855,72
HP1856,20
HP1857,69
HP1858,3
HP1859,73
HP1860,16
HP1861,5
HP1862,78
HP1863,71
HP1864,5
HP1865,5
HP1866,77
HP1867,54
HP1868,16
HP1869,58
HP1870,67
HP1871,0
HP1872,91
HP1873,71
HP1874,80
HP1875,56
HP1876,12
HP1877,77
HP1878,5
HP1879,87
HP1880,60
HP1881,67
HP1882,77
HP1883,83
HP1884,15
HP1885,75
HP1886,2
HP1887,58
HP1888,37
HP1889,73
HP1890,12
HP1891,31
HP1892,61
HP1893,47
HP1894,13
HP1895,14
HP1896,63
HP1897,25
HP1898,62
HP1899,62
HP1900,53
HP1901,56
HP1902,76
HP1903,12
HP1904,64
HP1905,22
HP1906,15
HP1907,89
HP1908,14
HP1909,84
HP1910,76
HP1911,79
HP1912,8
HP1913,6
HP1914,83
HP1915,83
HP1916,63
HP1917,0
HP1918,74
HP1919,43
HP1920,70
HP1921,15
HP1922,97
HP1923,66
HP1924,78
HP1925,13
HP1926,69
HP1927,37
HP1928,74
HP1929,80
HP1930,66
HP1931,72
HP1932,76
HP1933,88
HP1934,66
HP1935,76
HP1936,73
HP1937,79
HP1938,76
HP1939,95
HP1940,78
HP1941,72
HP1942,29
HP1943,81
HP1944,18
HP1945,67
HP1946,64
HP1947,60
HP1948,27
HP1949,62
HP1950,49
HP1951,45
HP1952,51
HP1953,18
HP1954,64
HP1955,72
HP1956,65
HP1957,82
HP1958,34
HP1959,41
HP1960,73
HP1961,64
HP1962,67
HP1963,20
HP1964,17
HP1965,15
HP1966,9
HP1967,16
HP1968,94
HP1969,4
HP1970,79
HP1971,54
HP1972,81
HP1973,67
HP1974,16
HP1975,78
HP1976,38
HP1977,87
HP1978,73
HP1979,55
HP1980,59
HP1981,69
HP1982,5
HP1983,31
HP1984,69
HP1985,93
HP1986,77
HP1987,48
HP1988,18
HP1989,69
HP1990,4
HP1991,61
HP1992,62
HP1993,52
HP1994,4
HP1995,6
HP1996,8
HP1997,75
HP1998,70
HP1999,35
HP2000,67
