hp_response_id,similarity_reference_A
HP2001,8
HP2002,6
HP2003,5
HP2004,2
HP2005,7
HP2006,1
HP2007,6
HP2008,6
HP2009,7
HP2010,6
HP2011,1
HP2012,5
HP2013,6
HP2014,5
HP2015,8
HP2016,8
HP2017,1
HP2018,4
HP2019,5
HP2020,7
HP2021,20
HP2022,7
HP2023,6
HP2024,7
HP2025,10
HP2026,7
HP2027,30
HP2028,5
HP2029,4
HP2030,8
HP2031,6
HP2032,6
HP2033,15
HP2034,7
HP2035,6
HP2036,51
HP2037,7
HP2038,3
HP2039,3
HP2040,6
HP2041,6
HP2042,8
HP2043,11
HP2044,3
HP2045,9
HP2046,9
HP2047,3
HP2048,7
HP2049,7
HP2050,5
HP2051,4
HP2052,6
HP2053,9
HP2054,6
HP2055,4
HP2056,6
HP2057,7
HP2058,2
HP2059,10
HP2060,8
HP2061,8
HP2062,7
HP2063,9
HP2064,1
HP2065,2
HP2066,7
HP2067,5
HP2068,71
HP2069,15
HP2070,7
HP2071,57
HP2072,6
HP2073,8
HP2074,7
HP2075,6
HP2076,6
HP2077,8
HP2078,7
HP2079,5
HP2080,24
HP2081,6
HP2082,6
HP2083,7
HP2084,7
HP2085,8
HP2086,5
HP2087,4
HP2088,4
HP2089,18
HP2090,7
HP2091,6
HP2092,7
HP2093,4
HP2094,4
HP2095,10
HP2096,69
HP2097,7
HP2098,14
HP2099,8
HP2100,7
HP2101,7
HP2102,7
HP2103,5
HP2104,8
HP2105,8
HP2106,8
HP2107,12
HP2108,43
HP2109,13
HP2110,6
HP2111,8
HP2112,7
HP2113,13
HP2114,4
HP2115,13
HP2116,5
HP2117,4
HP2118,4
HP2119,6
HP2120,7
HP2121,10
HP2122,7
HP2123,6
HP2124,1
HP2125,9
HP2126,6
HP2127,4
HP2128,2
HP2129,7
HP2130,7
HP2131,13
HP2132,5
HP2133,7
HP2134,9
HP2135,4
HP2136,7
HP2137,15
HP2138,4
HP2139,5
HP2140,52
HP2141,8
HP2142,7
HP2143,5
HP2144,4
HP2145,2
HP2146,5
HP2147,6
HP2148,9
HP2149,11
HP2150,6
HP2151,9
HP2152,1
HP2153,6
HP2154,12
HP2155,7
HP2156,7
HP2157,7
HP2158,7
HP2159,3
HP2160,6
HP2161,6
HP2162,8
HP2163,6
HP2164,12
HP2165,7
HP2166,17
HP2167,7
HP2168,10
HP2169,5
HP2170,5
HP2171,8
HP2172,12
HP2173,4
HP2174,6
HP2175,48
HP2176,8
HP2177,51
HP2178,6
HP2179,37
HP2180,6
HP2181,4
HP2182,7
HP2183,1
HP2184,5
HP2185,6
HP2186,7
HP2187,7
HP2188,5
HP2189,2
HP2190,3
HP2191,7
HP2192,7
HP2193,3
HP2194,8
HP2195,7
HP2196,1
HP2197,7
HP2198,17
HP2199,6
HP2200,6
HP2201,7
HP2202,8
HP2203,8
HP2204,45
HP2205,6
HP2206,4
HP2207,6
HP2208,7
HP2209,7
HP2210,1
HP2211,1
HP2212,36
HP2213,7
HP2214,2
HP2215,1
HP2216,54
HP2217,4
HP2218,6
HP2219,7
HP2220,5
HP2221,5
HP2222,13
HP2223,6
HP2224,7
HP2225,5
HP2226,3
HP2227,9
HP2228,4
HP2229,6
HP2230,53
HP2231,5
HP2232,7
HP2233,1
HP2234,45
HP2235,4
HP2236,19
HP2237,7
HP2238,7
HP2239,3
HP2240,16
HP2241,11
HP2242,7
HP2243,6
HP2244,8
HP2245,8
HP2246,7
HP2247,7
HP2248,0
HP2249,2
HP2250,12
HP2251,4
HP2252,6
HP2253,7
HP2254,57
HP2255,7
HP2256,2
HP2257,2
HP2258,6
HP2259,15
HP2260,7
HP2261,6
HP2262,43
HP2263,13
HP2264,7
HP2265,8
HP2266,5
HP2267,8
HP2268,7
HP2269,6
HP2270,6
HP2271,56
HP2272,13
HP2273,5
HP2274,3
HP2275,15
HP2276,7
HP2277,6
HP2278,13
HP2279,6
HP2280,8
HP2281,75
HP2282,27
HP2283,16
HP2284,6
HP2285,8
HP2286,7
HP2287,70
HP2288,6
HP2289,7
HP2290,4
HP2291,3
HP2292,7
HP2293,6
HP2294,6
HP2295,3
HP2296,6
HP2297,4
HP2298,6
HP2299,6
HP2300,8
HP2301,9
HP2302,7
HP2303,8
HP2304,7
HP2305,5
HP2306,7
HP2307,6
HP2308,7
HP2309,6
HP2310,7
HP2311,7
HP2312,54
HP2313,42
HP2314,6
HP2315,8
HP2316,10
HP2317,6
HP2318,13
HP2319,7
HP2320,6
HP2321,5
HP2322,3
HP2323,18
HP2324,6
HP2325,6
HP2326,6
HP2327,6
HP2328,4
HP2329,6
HP2330,6
HP2331,8
HP2332,4
HP2333,6
HP2334,1
HP2335,4
HP2336,6
HP2337,9
HP2338,7
HP2339,6
HP2340,6
HP2341,7
HP2342,12
HP2343,7
HP2344,6
HP2345,8
HP2346,4
HP2347,7
HP2348,6
HP2349,6
HP2350,7
HP2351,6
HP2352,1
HP2353,7
HP2354,11
HP2355,6
HP2356,8
HP2357,7
HP2358,6
HP2359,5
