hp_response_id,similarity_reference_A
HP0801,56
HP0802,61
HP0803,67
HP0804,10
HP0805,38
HP0806,5
HP0807,56
HP0808,70
HP0809,12
HP0810,57
HP0811,69
HP0812,45
HP0813,43
HP0814,35
HP0815,38
HP0816,68
HP0817,27
HP0818,24
HP0819,61
HP0820,22
HP0821,42
HP0822,26
HP0823,63
HP0824,20
HP0825,59
HP0826,16
HP0827,59
HP0828,70
HP0829,31
HP0830,64
HP0831,61
HP0832,31
HP0833,28
HP0834,79
HP0835,63
HP0836,26
HP0837,15
HP0838,34
HP0839,29
HP0840,61
HP0841,29
HP0842,48
HP0843,62
HP0844,69
HP0845,5
HP0846,65
HP0847,61
HP0848,38
HP0849,28
HP0850,45
HP0851,67
HP0852,28
HP0853,27
HP0854,32
HP0855,65
HP0856,12
HP0857,26
HP0858,57
HP0859,53
HP0860,50
HP0861,52
HP0862,69
HP0863,27
HP0864,42
HP0865,32
HP0866,51
HP0867,57
HP0868,67
HP0869,68
HP0870,56
HP0871,56
HP0872,62
HP0873,57
HP0874,31
HP0875,84
HP0876,14
HP0877,70
HP0878,41
HP0879,67
HP0880,61
HP0881,29
HP0882,37
HP0883,68
HP0884,22
HP0885,34
HP0886,50
HP0887,77
HP0888,9
HP0889,55
HP0890,26
HP0891,63
HP0892,41
HP0893,42
HP0894,33
HP0895,24
HP0896,25
HP0897,69
HP0898,33
HP0899,27
HP0900,40
HP0901,25
HP0902,60
HP0903,41
HP0904,57
HP0905,64
HP0906,36
HP0907,46
HP0908,42
HP0909,52
HP0910,29
HP0911,39
HP0912,15
HP0913,64
HP0914,65
HP0915,61
HP0916,77
HP0917,35
HP0918,64
HP0919,59
HP0920,46
HP0921,66
HP0922,56
HP0923,48
HP0924,31
HP0925,72
HP0926,18
HP0927,10
HP0928,66
HP0929,69
HP0930,37
HP0931,60
HP0932,26
HP0933,32
HP0934,58
HP0935,65
HP0936,52
HP0937,24
HP0938,52
HP0939,63
HP0940,59
HP0941,68
HP0942,64
HP0943,40
HP0944,47
HP0945,56
HP0946,54
HP0947,66
HP0948,20
HP0949,16
HP0950,69
HP0951,63
HP0952,66
HP0953,35
HP0954,43
HP0955,58
HP0956,35
HP0957,35
HP0958,58
