hp_response_id,similarity_reference_A
HP0001,58
HP0002,82
HP0003,69
HP0004,67
HP0005,38
HP0006,5
HP0007,66
HP0008,57
HP0009,66
HP0010,67
HP0011,47
HP0012,0
HP0013,65
HP0014,45
HP0015,70
HP0016,61
HP0017,31
HP0018,53
HP0019,29
HP0020,33
HP0021,73
HP0022,48
HP0023,58
HP0024,70
HP0025,42
HP0026,49
HP0027,34
HP0028,63
HP0029,42
HP0030,64
HP0031,49
HP0032,49
HP0033,67
HP0034,84
HP0035,72
HP0036,57
HP0037,24
HP0038,58
HP0039,30
HP0040,63
HP0041,68
HP0042,12
HP0043,66
HP0044,24
HP0045,66
HP0046,24
HP0047,61
HP0048,57
HP0049,18
HP0050,66
HP0051,78
HP0052,59
HP0053,35
HP0054,57
HP0055,71
HP0056,68
HP0057,44
HP0058,57
HP0059,34
HP0060,56
HP0061,57
HP0062,25
HP0063,58
HP0064,43
HP0065,60
HP0066,57
HP0067,31
HP0068,70
HP0069,67
HP0070,65
HP0071,56
HP0072,60
HP0073,45
HP0074,56
HP0075,80
HP0076,20
HP0077,78
HP0078,58
HP0079,63
HP0080,66
HP0081,21
HP0082,57
HP0083,54
HP0084,60
HP0085,55
HP0086,40
HP0087,51
HP0088,4
HP0089,49
HP0090,23
HP0091,70
HP0092,32
HP0093,58
HP0094,66
HP0095,62
HP0096,26
HP0097,69
HP0098,66
HP0099,58
HP0100,20
HP0101,19
HP0102,57
HP0103,40
HP0104,57
HP0105,58
HP0106,42
HP0107,22
HP0108,69
HP0109,36
HP0110,58
HP0111,15
HP0112,20
HP0113,64
HP0114,43
HP0115,45
HP0116,42
HP0117,57
HP0118,61
HP0119,31
HP0120,62
HP0121,43
HP0122,57
HP0123,29
HP0124,36
HP0125,54
HP0126,15
HP0127,8
HP0128,75
HP0129,72
HP0130,58
HP0131,51
HP0132,22
HP0133,62
HP0134,27
HP0135,39
HP0136,72
HP0137,25
HP0138,55
HP0139,65
HP0140,73
HP0141,51
HP0142,66
HP0143,47
HP0144,70
HP0145,56
HP0146,56
HP0147,49
HP0148,66
HP0149,45
HP0150,64
HP0151,66
HP0152,66
HP0153,71
HP0154,49
HP0155,53
HP0156,64
HP0157,38
HP0158,67
HP0159,41
HP0160,57
HP0161,72
HP0162,59
HP0163,49
HP0164,77
HP0165,56
HP0166,47
HP0167,66
HP0168,22
HP0169,72
HP0170,71
HP0171,47
HP0172,67
HP0173,22
HP0174,69
HP0175,49
HP0176,72
HP0177,63
HP0178,18
HP0179,68
HP0180,42
HP0181,43
HP0182,4
HP0183,64
HP0184,61
HP0185,48
HP0186,44
HP0187,54
HP0188,64
HP0189,24
HP0190,32
HP0191,41
HP0192,37
HP0193,69
HP0194,30
HP0195,61
HP0196,71
HP0197,58
HP0198,44
HP0199,20
HP0200,28
HP0201,45
HP0202,67
HP0203,44
HP0204,31
HP0205,60
HP0206,26
HP0207,42
HP0208,58
HP0209,32
HP0210,62
HP0211,74
HP0212,66
HP0213,64
HP0214,61
HP0215,61
HP0216,69
HP0217,5
HP0218,42
HP0219,60
HP0220,61
HP0221,63
HP0222,51
HP0223,46
HP0224,52
HP0225,29
HP0226,43
HP0227,26
HP0228,59
HP0229,60
HP0230,45
HP0231,57
HP0232,30
HP0233,59
HP0234,35
HP0235,29
HP0236,33
HP0237,58
HP0238,50
HP0239,60
HP0240,59
HP0241,71
HP0242,76
HP0243,65
HP0244,68
HP0245,66
HP0246,68
HP0247,70
HP0248,52
HP0249,44
HP0250,46
HP0251,69
HP0252,64
HP0253,66
HP0254,35
HP0255,58
HP0256,35
HP0257,54
HP0258,62
HP0259,66
HP0260,43
HP0261,66
HP0262,73
HP0263,70
HP0264,31
HP0265,25
HP0266,66
HP0267,79
HP0268,59
HP0269,65
HP0270,32
HP0271,78
HP0272,70
HP0273,71
HP0274,56
HP0275,67
HP0276,64
HP0277,3
HP0278,61
HP0279,44
HP0280,67
HP0281,62
HP0282,57
HP0283,64
HP0284,43
HP0285,74
HP0286,45
HP0287,12
HP0288,25
HP0289,61
HP0290,31
HP0291,68
HP0292,73
HP0293,56
HP0294,67
HP0295,71
HP0296,70
HP0297,52
HP0298,58
HP0299,55
HP0300,40
HP0301,66
HP0302,25
HP0303,43
HP0304,64
HP0305,27
HP0306,65
HP0307,68
HP0308,62
HP0309,62
HP0310,34
HP0311,66
HP0312,50
HP0313,19
HP0314,62
HP0315,74
HP0316,40
HP0317,56
HP0318,54
HP0319,66
HP0320,28
HP0321,60
HP0322,69
HP0323,65
HP0324,19
HP0325,26
HP0326,64
HP0327,64
HP0328,49
HP0329,63
HP0330,52
HP0331,64
HP0332,76
HP0333,72
HP0334,63
HP0335,47
HP0336,52
HP0337,64
HP0338,67
HP0339,20
HP0340,39
HP0341,62
HP0342,68
HP0343,57
HP0344,38
HP0345,12
HP0346,72
HP0347,70
HP0348,60
HP0349,42
HP0350,2
HP0351,22
HP0352,67
HP0353,55
HP0354,27
HP0355,18
HP0356,37
HP0357,56
HP0358,68
HP0359,39
HP0360,66
HP0361,7
HP0362,47
HP0363,27
HP0364,38
HP0365,53
HP0366,61
HP0367,31
HP0368,61
HP0369,39
HP0370,17
HP0371,50
HP0372,22
HP0373,39
HP0374,32
HP0375,36
HP0376,54
HP0377,48
HP0378,65
HP0379,75
HP0380,56
HP0381,6
HP0382,66
HP0383,65
HP0384,49
HP0385,63
HP0386,57
HP0387,10
HP0388,63
HP0389,68
HP0390,64
HP0391,42
HP0392,44
HP0393,66
HP0394,71
HP0395,66
HP0396,52
HP0397,61
HP0398,58
HP0399,42
HP0400,62
