hp_response_id,similarity_reference_A
HP4001,6
HP4002,7
HP4003,6
HP4004,7
HP4005,10
HP4006,7
HP4007,5
HP4008,2
HP4009,5
HP4010,7
HP4011,7
HP4012,5
HP4013,7
HP4014,5
HP4015,8
HP4016,8
HP4017,4
HP4018,6
HP4019,7
HP4020,7
HP4021,2
HP4022,6
HP4023,15
HP4024,5
HP4025,2
HP4026,3
HP4027,6
HP4028,6
HP4029,8
HP4030,8
HP4031,4
HP4032,7
HP4033,34
HP4034,4
HP4035,6
HP4036,16
HP4037,4
HP4038,3
HP4039,4
HP4040,7
HP4041,65
HP4042,4
HP4043,5
HP4044,3
HP4045,7
HP4046,4
HP4047,6
HP4048,7
HP4049,28
HP4050,5
HP4051,41
HP4052,7
HP4053,5
HP4054,3
HP4055,6
HP4056,7
HP4057,4
HP4058,7
HP4059,8
HP4060,3
HP4061,5
HP4062,7
HP4063,12
HP4064,8
HP4065,7
HP4066,6
HP4067,6
HP4068,50
HP4069,7
HP4070,14
HP4071,6
HP4072,27
HP4073,6
HP4074,4
HP4075,7
HP4076,8
HP4077,6
HP4078,5
HP4079,6
HP4080,29
HP4081,7
HP4082,5
HP4083,3
HP4084,6
HP4085,6
HP4086,6
HP4087,8
HP4088,5
HP4089,8
HP4090,2
HP4091,4
HP4092,5
HP4093,5
HP4094,5
HP4095,5
HP4096,7
HP4097,7
HP4098,5
HP4099,6
HP4100,5
HP4101,5
HP4102,7
HP4103,57
HP4104,5
HP4105,5
HP4106,4
HP4107,7
HP4108,6
HP4109,2
HP4110,35
HP4111,5
HP4112,5
HP4113,7
HP4114,7
HP4115,5
HP4116,6
HP4117,7
HP4118,7
HP4119,7
HP4120,7
HP4121,7
HP4122,9
HP4123,14
HP4124,22
HP4125,7
HP4126,8
HP4127,4
HP4128,6
HP4129,5
HP4130,7
HP4131,6
HP4132,20
HP4133,5
HP4134,12
HP4135,20
HP4136,5
HP4137,5
HP4138,7
HP4139,8
HP4140,5
HP4141,1
HP4142,7
HP4143,6
HP4144,3
HP4145,5
HP4146,57
HP4147,4
HP4148,3
HP4149,5
HP4150,5
HP4151,6
HP4152,7
HP4153,7
HP4154,7
HP4155,8
HP4156,7
HP4157,5
HP4158,17
HP4159,5
HP4160,2
HP4161,5
HP4162,5
HP4163,7
HP4164,14
HP4165,7
HP4166,2
HP4167,5
HP4168,6
HP4169,6
HP4170,6
HP4171,6
HP4172,5
HP4173,6
HP4174,6
HP4175,5
HP4176,5
HP4177,7
HP4178,6
HP4179,42
HP4180,56
HP4181,5
HP4182,4
HP4183,3
HP4184,7
HP4185,55
HP4186,4
HP4187,6
HP4188,12
HP4189,13
HP4190,5
HP4191,5
HP4192,7
HP4193,12
HP4194,4
HP4195,5
HP4196,4
HP4197,5
HP4198,7
HP4199,16
HP4200,6
HP4201,7
HP4202,11
HP4203,5
HP4204,12
HP4205,6
HP4206,6
HP4207,5
HP4208,6
HP4209,7
HP4210,7
HP4211,4
HP4212,5
HP4213,6
HP4214,1
HP4215,4
HP4216,5
HP4217,10
HP4218,7
HP4219,8
HP4220,6
HP4221,4
HP4222,20
HP4223,4
HP4224,7
HP4225,6
HP4226,8
HP4227,7
HP4228,4
HP4229,7
HP4230,7
HP4231,7
HP4232,69
HP4233,7
HP4234,6
HP4235,7
HP4236,7
HP4237,5
HP4238,7
HP4239,18
HP4240,5
HP4241,7
HP4242,11
HP4243,22
HP4244,9
HP4245,5
HP4246,8
HP4247,8
HP4248,5
HP4249,4
HP4250,5
HP4251,2
HP4252,7
HP4253,6
HP4254,2
HP4255,56
HP4256,30
HP4257,6
HP4258,4
HP4259,5
HP4260,6
HP4261,5
HP4262,5
HP4263,7
HP4264,7
HP4265,4
HP4266,10
HP4267,4
HP4268,3
HP4269,4
HP4270,6
HP4271,33
HP4272,9
HP4273,7
HP4274,10
HP4275,10
HP4276,5
HP4277,7
HP4278,7
HP4279,8
HP4280,5
HP4281,4
HP4282,7
HP4283,14
HP4284,4
HP4285,6
HP4286,4
HP4287,6
HP4288,7
HP4289,7
HP4290,61
HP4291,6
HP4292,6
HP4293,6
HP4294,58
HP4295,29
HP4296,5
HP4297,7
HP4298,5
HP4299,7
HP4300,7
HP4301,5
HP4302,7
HP4303,4
HP4304,8
HP4305,7
HP4306,5
HP4307,5
HP4308,4
HP4309,7
HP4310,4
HP4311,9
HP4312,6
HP4313,20
HP4314,7
HP4315,7
HP4316,5
HP4317,1
HP4318,7
HP4319,6
HP4320,6
HP4321,7
HP4322,7
HP4323,6
HP4324,10
HP4325,6
HP4326,7
HP4327,4
HP4328,6
HP4329,7
HP4330,5
HP4331,5
HP4332,42
HP4333,7
HP4334,7
HP4335,7
HP4336,7
HP4337,7
HP4338,7
HP4339,34
HP4340,7
HP4341,6
HP4342,5
HP4343,7
HP4344,6
HP4345,5
HP4346,6
HP4347,6
HP4348,7
HP4349,3
HP4350,6
HP4351,3
HP4352,7
HP4353,27
HP4354,5
HP4355,6
HP4356,6
HP4357,19
HP4358,5
HP4359,20
HP4360,6
HP4361,5
HP4362,5
HP4363,5
HP4364,10
HP4365,35
HP4366,15
HP4367,4
HP4368,24
HP4369,5
HP4370,7
HP4371,6
HP4372,5
HP4373,5
HP4374,1
HP4375,7
HP4376,4
HP4377,7
HP4378,6
HP4379,5
HP4380,5
HP4381,6
HP4382,4
HP4383,5
HP4384,5
HP4385,10
HP4386,7
HP4387,8
HP4388,7
HP4389,7
HP4390,15
HP4391,6
HP4392,5
HP4393,5
HP4394,5
HP4395,8
HP4396,5
HP4397,7
HP4398,7
HP4399,9
HP4400,5
