StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q93_First Click,Q93_Last Click,Q93_Page Submit,Q93_Click Count,Q99,Q100,Q122,Q149,Q97_First Click,Q97_Last Click,Q97_Page Submit,Q97_Click Count,Q152,Q138_First Click,Q138_Last Click,Q138_Page Submit,Q138_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q58,Q59,Q119,Q120,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Q151,Q131_First Click,Q131_Last Click,Q131_Page Submit,Q131_Click Count,Q2,Q3,Q4,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,hp_lt_1,hp_lt_2,hp_lt_3,hp_lt_4,hp_kw_1,hp_kw_2,hp_kw_3,memory_lt_$4,memory_lt_$0,memory_lt_-$2,memory_lt_-$4,memory_kw_$0,memory_kw_-$4,memory_kw_-$6,hp_kw_4,memory_kw_-$8,attention_check,Q_DataPolicyViolations
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"This question concerns the following problem: Often, participants click through surveys like this one without reading the instructions carefully. As a consequence, many of the participants can't be used in research. To show us that you are reading the questions carefully, please give the following answers to the question below: ""Very interested"" and ""I’ve never heard of it"".

Based on the text you read above: How interested are you in American Football? - Very interested","This question concerns the following problem: Often, participants click through surveys like this one without reading the instructions carefully. As a consequence, many of the participants can't be used in research. To show us that you are reading the questions carefully, please give the following answers to the question below: ""Very interested"" and ""I’ve never heard of it"".

Based on the text you read above: How interested are you in American Football? - A bit interested","This question concerns the following problem: Often, participants click through surveys like this one without reading the instructions carefully. As a consequence, many of the participants can't be used in research. To show us that you are reading the questions carefully, please give the following answers to the question below: ""Very interested"" and ""I’ve never heard of it"".

Based on the text you read above: How interested are you in American Football? - Not interested at all","This question concerns the following problem: Often, participants click through surveys like this one without reading the instructions carefully. As a consequence, many of the participants can't be used in research. To show us that you are reading the questions carefully, please give the following answers to the question below: ""Very interested"" and ""I’ve never heard of it"".

Based on the text you read above: How interested are you in American Football? - I've never heard of it",You are being matched with..,Which of the following statements is correct about how bonus payments work in this task?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Imagine changing the price by [Field-hp_kw_1]. What do you find it similar to?,Imagine changing the price by [Field-hp_kw_2]. What do you find it similar to?,Imagine changing the price by [Field-hp_kw_3]. What do you find it similar to?,Imagine changing the price by [Field-hp_kw_4]. What do you find it similar to?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Please briefly explain why you chose this price.



It is crucial that you answer this question truthfully and carefully.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Imagine changing the price by [Field-hp_lt_1]. What do you find it similar to?,Imagine changing the price by [Field-hp_lt_2]. What do you find it similar to?,Imagine changing the price by [Field-hp_lt_3]. What do you find it similar to?,Imagine changing the price by [Field-hp_lt_4]. What do you find it similar to?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Please briefly explain why you chose this price.



It is crucial that you answer this question truthfully and carefully.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What is your age?,Are you currenty employed?,"Including yourself, how many people work on your immediate team?



By “immediate/direct team,” we mean the group of people you work with regularly and share responsibilities with (not the entire company).",mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,hp_lt_1,hp_lt_2,hp_lt_3,hp_lt_4,hp_kw_1,hp_kw_2,hp_kw_3,memory_lt_$4,memory_lt_$0,memory_lt_-$2,memory_lt_-$4,memory_kw_$0,memory_kw_-$4,memory_kw_-$6,hp_kw_4,memory_kw_-$8,attention_check,Q_DataPolicyViolations
"{""ImportId"":""startDate"",""timeZone"":""Z""}","{""ImportId"":""endDate"",""timeZone"":""Z""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Z""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID25"",""choiceId"":""1""}","{""ImportId"":""QID25"",""choiceId"":""2""}","{""ImportId"":""QID25"",""choiceId"":""3""}","{""ImportId"":""QID25"",""choiceId"":""4""}","{""ImportId"":""QID3""}","{""ImportId"":""QID4""}","{""ImportId"":""QID93_FIRST_CLICK""}","{""ImportId"":""QID93_LAST_CLICK""}","{""ImportId"":""QID93_PAGE_SUBMIT""}","{""ImportId"":""QID93_CLICK_COUNT""}","{""ImportId"":""QID99_TEXT""}","{""ImportId"":""QID100_TEXT""}","{""ImportId"":""QID122_TEXT""}","{""ImportId"":""QID149_TEXT""}","{""ImportId"":""QID97_FIRST_CLICK""}","{""ImportId"":""QID97_LAST_CLICK""}","{""ImportId"":""QID97_PAGE_SUBMIT""}","{""ImportId"":""QID97_CLICK_COUNT""}","{""ImportId"":""QID152_TEXT""}","{""ImportId"":""QID138_FIRST_CLICK""}","{""ImportId"":""QID138_LAST_CLICK""}","{""ImportId"":""QID138_PAGE_SUBMIT""}","{""ImportId"":""QID138_CLICK_COUNT""}","{""ImportId"":""QID29_FIRST_CLICK""}","{""ImportId"":""QID29_LAST_CLICK""}","{""ImportId"":""QID29_PAGE_SUBMIT""}","{""ImportId"":""QID29_CLICK_COUNT""}","{""ImportId"":""QID58_TEXT""}","{""ImportId"":""QID59_TEXT""}","{""ImportId"":""QID119_TEXT""}","{""ImportId"":""QID120_TEXT""}","{""ImportId"":""QID33_FIRST_CLICK""}","{""ImportId"":""QID33_LAST_CLICK""}","{""ImportId"":""QID33_PAGE_SUBMIT""}","{""ImportId"":""QID33_CLICK_COUNT""}","{""ImportId"":""QID151_TEXT""}","{""ImportId"":""QID131_FIRST_CLICK""}","{""ImportId"":""QID131_LAST_CLICK""}","{""ImportId"":""QID131_PAGE_SUBMIT""}","{""ImportId"":""QID131_CLICK_COUNT""}","{""ImportId"":""QID1219166479_TEXT""}","{""ImportId"":""QID1219166480""}","{""ImportId"":""QID1219166481_TEXT""}","{""ImportId"":""mistake""}","{""ImportId"":""allocation""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""SESSION_ID""}","{""ImportId"":""STUDY_ID""}","{""ImportId"":""treatment""}","{""ImportId"":""transfer""}","{""ImportId"":""hp_lt_1""}","{""ImportId"":""hp_lt_2""}","{""ImportId"":""hp_lt_3""}","{""ImportId"":""hp_lt_4""}","{""ImportId"":""hp_kw_1""}","{""ImportId"":""hp_kw_2""}","{""ImportId"":""hp_kw_3""}","{""ImportId"":""memory_lt_$4""}","{""ImportId"":""memory_lt_$0""}","{""ImportId"":""memory_lt_-$2""}","{""ImportId"":""memory_lt_-$4""}","{""ImportId"":""memory_kw_$0""}","{""ImportId"":""memory_kw_-$4""}","{""ImportId"":""memory_kw_-$6""}","{""ImportId"":""hp_kw_4""}","{""ImportId"":""memory_kw_-$8""}","{""ImportId"":""attention_check""}","{""ImportId"":""Q_DataPolicyViolations""}"
2025-12-04 13:34:40,2025-12-04 13:44:05,IP Address,,100,564,True,2025-12-04 13:44:06,R_2Hhl2YRQ9Z7eioN,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",0,0,2.122,0,I find it similar to panicking that I wasn't going to make any money at a car boot sale and reducing the price too much.,I find it similar to when I negotiated with my mobile phone provider for a reasonable reduction in monthly payments.,When my friends were trying to barter with a market stall holder in Cairo and ended up buying the item without having achieved any discount.,My family going to a local Chinese restaurant because it was a special 50% off deal during Tuesdays and Wednesdays.,6.926,15.818,17.094,3,"I feel that it is a reasonable reduction that 'shows willing' to a purchaser, but that also maintains the overall benefit of selling. Essentially, I think it really makes the data more appealing to a potential buyer.",0,0,0.228,0,,,,,,,,,,,,,,,,,,34,Yes,5,0,10.5,5dbecb5e30c4d737494efe10,69318de2bb31784dd0377192,69314b65dcf3f6d01c964b1b,kw,1.5,'-$4,$0,$4,'-$2,'-$8,'-$4,$0,,,,,When my friends were trying to barter with a market stall holder in Cairo and ended up buying the item without having achieved any discount.,I find it similar to when I negotiated with my mobile phone provider for a reasonable reduction in monthly payments.,My family going to a local Chinese restaurant because it was a special 50% off deal during Tuesdays and Wednesdays.,'-$6,I find it similar to panicking that I wasn't going to make any money at a car boot sale and reducing the price too much.,1,
2025-12-04 13:38:48,2025-12-04 13:44:09,IP Address,,100,321,True,2025-12-04 13:44:10,R_2DBkKB6xcuc1vHw,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",,,,,,,,,,,,,,,,,,0,0,2.005,0,Being taxed on your earnings,"Reliability, being in a safe relationship that doesnt falter",A pay rise for good performance,A deduction for turning up late for work,2.765,8.477,15.778,2,To build trust with the purchaser,0,0,0.215,0,32,Yes,1,0,8,6148a744a4927f58c507b905,69318ee2fa25391b1c631222,69314b65dcf3f6d01c964b1b,lt,0,'-$2,$0,$4,'-$4,'-$4,$0,'-$6,A pay rise for good performance,"Reliability, being in a safe relationship that doesnt falter",Being taxed on your earnings,A deduction for turning up late for work,,,,'-$8,,1,
2025-12-04 13:36:06,2025-12-04 13:45:51,IP Address,,100,585,True,2025-12-04 13:45:51,R_87KEE6BY89OuF8R,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",0,0,2.009,0,A BIG DISOUNT SALE at the end of a season to make way for new season stock,a discountsale to move teh stuff through quickly,giving away the data like a donation to a charity,reducing the price to get someone interested like a small discount on food going out of date,11.137,11.137,13.764,1,I'm happy to let the other guys get some profit when they sell the data but I want some for myself too,0,0,0.216,0,,,,,,,,,,,,,,,,,,57,No,,0,10,5b52fb6cb3c9400001f23bb5,69318e3e4fb7a8d429719bac,69314b65dcf3f6d01c964b1b,kw,2,$0,'-$4,'-$2,$4,'-$8,'-$6,$0,,,,,giving away the data like a donation to a charity,reducing the price to get someone interested like a small discount on food going out of date,a discountsale to move teh stuff through quickly,'-$4,A BIG DISOUNT SALE at the end of a season to make way for new season stock,1,
2025-12-04 13:42:44,2025-12-04 13:48:27,IP Address,,100,342,True,2025-12-04 13:48:27,R_2EarQKaASNyBosv,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",0,0,2.011,0,A small business not being able to budge on the price of their product.,A supermarket offering 50% off certain items.,Trying to get a good deal. ,Asking for a small reduction in price to suit your budget.,4.598,7.952,8.8,3,I wanted to reduce it a bit and make it more of an even number. ,0,0,0.207,0,,,,,,,,,,,,,,,,,,29,Yes,40,0,10,5dc08036fd08d4033964f469,69318dbc4410bb63c6335886,69314b65dcf3f6d01c964b1b,kw,2,'-$2,'-$4,$0,$4,$0,'-$6,'-$8,,,,,A small business not being able to budge on the price of their product.,Asking for a small reduction in price to suit your budget.,A supermarket offering 50% off certain items.,'-$4,Trying to get a good deal. ,1,
2025-12-04 13:44:36,2025-12-04 13:49:37,IP Address,,100,301,True,2025-12-04 13:49:38,R_6hQFUXIuNSIOdtN,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",,,,,,,,,,,,,,,,,,0,0,2.009,0,If you got a salary offer that was initially way higher than you expected so you accept it without negotiating.,You are selling something and can't sell it so you discount it four dollars.,There is so much demand for the product you are selling that you increase the price by four.,someone is trying to bargain at a flea market and gets the price down two dollars.,7.189,7.825,14.095,2,I think it is realistic to get the price up $2,0,0,0.206,0,22,No,,0,10,676cda38d41e0a0ffae1fa4a,6931903ab95555544e785001,69314b65dcf3f6d01c964b1b,lt,-2,$0,'-$4,$4,'-$2,'-$4,'-$6,'-$8,There is so much demand for the product you are selling that you increase the price by four.,If you got a salary offer that was initially way higher than you expected so you accept it without negotiating.,someone is trying to bargain at a flea market and gets the price down two dollars.,You are selling something and can't sell it so you discount it four dollars.,,,,$0,,1,
2025-12-04 13:49:07,2025-12-04 13:57:37,IP Address,,100,509,True,2025-12-04 13:57:37,R_8bOBHGnSNw2KOQt,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",,,,,,,,,,,,,,,,,,0,0,2.006,0,A streaming service cutting their prices by 50% during a promotional weekend. ,Amazon reducing the price of a haircare product to price match another shop. ,When my old landlord considered raising their prices but ultimately kept my rent the same for the following year. ,A train service increasing its prices to cover the cost of rising prices and increased maintenance. ,10.619,14.288,15.724,2,"I wanted to make it slightly more competitive without cutting the price too much. I felt it would also be fairer to the broker participant if we were selected to get a slightly larger bonus, more equal to me. ",0,0,0.104,0,33,No,,0,7,6695700163bdc868081f582c,6931914d3a3711ba747bb61d,69314b65dcf3f6d01c964b1b,lt,1,'-$4,'-$2,$0,$4,$0,'-$8,'-$6,A train service increasing its prices to cover the cost of rising prices and increased maintenance. ,When my old landlord considered raising their prices but ultimately kept my rent the same for the following year. ,Amazon reducing the price of a haircare product to price match another shop. ,A streaming service cutting their prices by 50% during a promotional weekend. ,,,,'-$4,,1,
2025-12-04 13:54:56,2025-12-04 14:00:50,IP Address,,100,353,True,2025-12-04 14:00:50,R_2Gv9WeILvJQkOaH,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",0,0,2.121,0,A price increase for a bill,A product staying the same price in a store for a while,Food products raising ,life becoming more exsepnsive,9.73,13.298,14.7,5,I think the price should stay the same to remain fair,0,0,0.22,0,,,,,,,,,,,,,,,,,,31,Yes,8,0,12,66ef7a5b05edfd0f5bed68a6,693192a4d1141fe897ca6e93,69314b65dcf3f6d01c964b1b,kw,0,$4,$0,'-$4,'-$2,'-$6,$0,'-$4,,,,,A product staying the same price in a store for a while,Food products raising ,A price increase for a bill,'-$8,life becoming more exsepnsive,1,
2025-12-04 13:55:08,2025-12-04 14:02:56,IP Address,,100,467,True,2025-12-04 14:02:56,R_2VeWJp6x5WMTwgA,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",,,,,,,,,,,,,,,,,,0,0,2.129,0,Being happy with what you have and not interested in profit.,Wanting to move on without any fuss or trouble.,Wanting to make a profit and get on in the world.,Not caring if you win or lose and just wanting to get the job done.,25.038,25.038,28.791,1,I want to make a profit but do not want to be too greedy.,0,0,0.223,0,59,No,,0,11,5ea7f2a576434f0008303441,693192924b920de05962cd75,69314b65dcf3f6d01c964b1b,lt,-3,$0,'-$2,$4,'-$4,'-$6,'-$8,'-$4,Wanting to make a profit and get on in the world.,Being happy with what you have and not interested in profit.,Wanting to move on without any fuss or trouble.,Not caring if you win or lose and just wanting to get the job done.,,,,$0,,1,
