hp_response_id,similarity_reference_A
HP3201,4
HP3202,6
HP3203,6
HP3204,12
HP3205,13
HP3206,6
HP3207,2
HP3208,1
HP3209,6
HP3210,7
HP3211,8
HP3212,11
HP3213,6
HP3214,6
HP3215,6
HP3216,6
HP3217,4
HP3218,7
HP3219,8
HP3220,7
HP3221,1
HP3222,13
HP3223,34
HP3224,6
HP3225,8
HP3226,4
HP3227,5
HP3228,7
HP3229,8
HP3230,5
HP3231,14
HP3232,5
HP3233,68
HP3234,42
HP3235,6
HP3236,5
HP3237,1
HP3238,4
HP3239,10
HP3240,6
HP3241,72
HP3242,4
HP3243,6
HP3244,1
HP3245,7
HP3246,5
HP3247,6
HP3248,6
HP3249,3
HP3250,6
HP3251,6
HP3252,7
HP3253,7
HP3254,4
HP3255,5
HP3256,7
HP3257,4
HP3258,8
HP3259,6
HP3260,3
HP3261,7
HP3262,6
HP3263,12
HP3264,7
HP3265,5
HP3266,6
HP3267,7
HP3268,5
HP3269,7
HP3270,12
HP3271,6
HP3272,4
HP3273,5
HP3274,4
HP3275,22
HP3276,5
HP3277,6
HP3278,4
HP3279,5
HP3280,25
HP3281,0
HP3282,42
HP3283,27
HP3284,7
HP3285,6
HP3286,6
HP3287,7
HP3288,5
HP3289,3
HP3290,3
HP3291,5
HP3292,4
HP3293,4
HP3294,5
HP3295,6
HP3296,6
HP3297,7
HP3298,6
HP3299,7
HP3300,7
HP3301,5
HP3302,6
HP3303,28
HP3304,4
HP3305,5
HP3306,3
HP3307,9
HP3308,5
HP3309,7
HP3310,14
HP3311,5
HP3312,5
HP3313,6
HP3314,14
HP3315,4
HP3316,22
HP3317,5
HP3318,8
HP3319,7
HP3320,4
HP3321,7
HP3322,18
HP3323,10
HP3324,10
HP3325,4
HP3326,7
HP3327,7
HP3328,5
HP3329,3
HP3330,6
HP3331,7
HP3332,3
HP3333,4
HP3334,7
HP3335,9
HP3336,7
HP3337,6
HP3338,6
HP3339,7
HP3340,6
HP3341,3
HP3342,18
HP3343,7
HP3344,3
HP3345,6
HP3346,27
HP3347,5
HP3348,4
HP3349,6
HP3350,1
HP3351,10
HP3352,7
HP3353,7
HP3354,6
HP3355,7
HP3356,7
HP3357,4
HP3358,8
HP3359,5
HP3360,3
HP3361,6
HP3362,6
HP3363,11
HP3364,14
HP3365,7
HP3366,1
HP3367,2
HP3368,5
