hp_response_id,similarity_reference_A
HP2401,11
HP2402,7
HP2403,6
HP2404,4
HP2405,22
HP2406,8
HP2407,8
HP2408,6
HP2409,6
HP2410,14
HP2411,10
HP2412,9
HP2413,6
HP2414,6
HP2415,65
HP2416,7
HP2417,4
HP2418,6
HP2419,21
HP2420,8
HP2421,1
HP2422,8
HP2423,55
HP2424,7
HP2425,30
HP2426,3
HP2427,5
HP2428,7
HP2429,8
HP2430,8
HP2431,6
HP2432,6
HP2433,76
HP2434,50
HP2435,6
HP2436,7
HP2437,2
HP2438,6
HP2439,7
HP2440,8
HP2441,72
HP2442,8
HP2443,6
HP2444,10
HP2445,16
HP2446,4
HP2447,6
HP2448,8
HP2449,33
HP2450,7
HP2451,5
HP2452,7
HP2453,7
HP2454,3
HP2455,6
HP2456,8
HP2457,4
HP2458,37
HP2459,6
HP2460,3
HP2461,57
HP2462,7
HP2463,10
HP2464,8
HP2465,10
HP2466,6
HP2467,12
HP2468,49
HP2469,19
HP2470,12
HP2471,6
HP2472,7
HP2473,6
HP2474,7
HP2475,7
HP2476,11
HP2477,7
HP2478,4
HP2479,4
HP2480,43
HP2481,6
HP2482,9
HP2483,21
HP2484,6
HP2485,6
HP2486,6
HP2487,11
HP2488,6
HP2489,7
HP2490,3
HP2491,5
HP2492,7
HP2493,8
HP2494,6
HP2495,6
HP2496,8
HP2497,8
HP2498,2
HP2499,6
HP2500,6
HP2501,5
HP2502,7
HP2503,34
HP2504,6
HP2505,6
HP2506,4
HP2507,6
HP2508,7
HP2509,2
HP2510,41
HP2511,6
HP2512,4
HP2513,7
HP2514,8
HP2515,2
HP2516,43
HP2517,6
HP2518,7
HP2519,39
HP2520,6
HP2521,12
HP2522,10
HP2523,10
HP2524,12
HP2525,6
HP2526,8
HP2527,5
HP2528,6
HP2529,7
HP2530,41
HP2531,7
HP2532,4
HP2533,5
HP2534,7
HP2535,9
HP2536,6
HP2537,6
HP2538,8
HP2539,7
HP2540,6
HP2541,13
HP2542,30
HP2543,5
HP2544,3
HP2545,6
HP2546,45
HP2547,7
HP2548,4
HP2549,6
HP2550,75
HP2551,9
HP2552,6
HP2553,8
HP2554,7
HP2555,7
HP2556,7
HP2557,6
HP2558,9
HP2559,6
HP2560,2
HP2561,6
HP2562,6
HP2563,7
HP2564,15
HP2565,8
HP2566,2
HP2567,2
HP2568,6
HP2569,7
HP2570,4
HP2571,6
HP2572,6
HP2573,6
HP2574,6
HP2575,5
HP2576,5
HP2577,8
HP2578,7
HP2579,7
HP2580,4
HP2581,5
HP2582,3
HP2583,3
HP2584,8
HP2585,3
HP2586,4
HP2587,61
HP2588,26
HP2589,5
HP2590,6
HP2591,7
HP2592,12
HP2593,27
HP2594,27
HP2595,12
HP2596,6
HP2597,7
HP2598,10
HP2599,24
HP2600,7
HP2601,7
HP2602,23
HP2603,5
HP2604,9
HP2605,3
HP2606,7
HP2607,7
HP2608,7
HP2609,9
HP2610,9
HP2611,4
HP2612,6
HP2613,6
HP2614,2
HP2615,9
HP2616,7
HP2617,7
HP2618,9
HP2619,8
HP2620,7
HP2621,1
HP2622,4
HP2623,2
HP2624,12
HP2625,7
HP2626,8
HP2627,7
HP2628,3
HP2629,7
HP2630,7
HP2631,7
HP2632,37
HP2633,12
HP2634,5
HP2635,7
HP2636,7
HP2637,7
HP2638,8
HP2639,14
HP2640,5
HP2641,8
HP2642,15
HP2643,36
HP2644,10
HP2645,6
HP2646,10
HP2647,8
HP2648,5
HP2649,6
HP2650,6
HP2651,2
HP2652,8
HP2653,9
HP2654,2
HP2655,7
HP2656,31
HP2657,7
HP2658,2
HP2659,8
HP2660,3
HP2661,5
HP2662,14
HP2663,8
HP2664,34
HP2665,4
HP2666,7
HP2667,4
HP2668,3
HP2669,4
HP2670,6
HP2671,1
HP2672,11
HP2673,7
HP2674,12
HP2675,5
HP2676,4
HP2677,6
HP2678,31
HP2679,10
HP2680,6
HP2681,5
HP2682,8
HP2683,9
HP2684,4
HP2685,9
HP2686,4
HP2687,6
HP2688,8
HP2689,7
HP2690,22
HP2691,40
HP2692,7
HP2693,4
HP2694,3
HP2695,29
HP2696,6
HP2697,7
HP2698,6
HP2699,6
HP2700,7
HP2701,6
HP2702,7
HP2703,3
HP2704,31
HP2705,6
HP2706,5
HP2707,7
HP2708,4
HP2709,10
HP2710,4
HP2711,28
HP2712,6
HP2713,54
HP2714,11
HP2715,13
HP2716,6
HP2717,0
HP2718,7
HP2719,8
HP2720,6
HP2721,6
HP2722,31
