hp_response_id,similarity_reference_A
HP1601,12
HP1602,8
HP1603,6
HP1604,7
HP1605,9
HP1606,8
HP1607,8
HP1608,6
HP1609,6
HP1610,14
HP1611,11
HP1612,13
HP1613,6
HP1614,5
HP1615,10
HP1616,8
HP1617,7
HP1618,5
HP1619,24
HP1620,8
HP1621,2
HP1622,10
HP1623,16
HP1624,5
HP1625,16
HP1626,6
HP1627,6
HP1628,7
HP1629,8
HP1630,9
HP1631,13
HP1632,8
HP1633,78
HP1634,55
HP1635,5
HP1636,60
HP1637,1
HP1638,5
HP1639,11
HP1640,8
HP1641,70
HP1642,11
HP1643,6
HP1644,11
HP1645,13
HP1646,4
HP1647,7
HP1648,8
HP1649,34
HP1650,6
HP1651,2
HP1652,8
HP1653,7
HP1654,6
HP1655,6
HP1656,8
HP1657,4
HP1658,11
HP1659,6
HP1660,3
HP1661,38
HP1662,8
HP1663,12
HP1664,6
HP1665,13
HP1666,7
HP1667,8
HP1668,52
HP1669,8
HP1670,7
HP1671,6
HP1672,58
HP1673,6
HP1674,7
HP1675,7
HP1676,8
HP1677,6
HP1678,7
HP1679,3
HP1680,16
HP1681,6
HP1682,8
HP1683,8
HP1684,6
HP1685,7
HP1686,7
HP1687,11
HP1688,6
HP1689,8
HP1690,3
HP1691,5
HP1692,8
HP1693,9
HP1694,5
HP1695,6
HP1696,7
HP1697,8
HP1698,4
HP1699,7
HP1700,7
HP1701,6
HP1702,7
HP1703,57
HP1704,5
HP1705,5
HP1706,3
HP1707,6
HP1708,10
HP1709,10
HP1710,35
HP1711,6
HP1712,7
HP1713,7
HP1714,5
HP1715,6
HP1716,13
HP1717,6
HP1718,7
HP1719,8
HP1720,3
HP1721,12
HP1722,11
HP1723,10
HP1724,13
HP1725,6
HP1726,8
HP1727,6
HP1728,8
HP1729,6
HP1730,7
HP1731,7
HP1732,6
HP1733,5
HP1734,10
HP1735,9
HP1736,5
HP1737,7
HP1738,8
HP1739,8
HP1740,6
HP1741,15
HP1742,30
HP1743,8
HP1744,3
HP1745,6
HP1746,62
HP1747,6
HP1748,5
HP1749,6
HP1750,6
HP1751,17
HP1752,5
HP1753,8
HP1754,5
HP1755,7
HP1756,7
HP1757,6
HP1758,6
HP1759,6
HP1760,4
HP1761,6
HP1762,5
HP1763,8
HP1764,17
HP1765,7
HP1766,1
HP1767,17
HP1768,6
HP1769,6
HP1770,5
HP1771,7
HP1772,7
HP1773,6
HP1774,8
HP1775,8
HP1776,6
HP1777,7
HP1778,6
HP1779,7
HP1780,4
HP1781,3
