hp_response_id,similarity_reference_A
HP3601,7
HP3602,7
HP3603,6
HP3604,4
HP3605,6
HP3606,1
HP3607,6
HP3608,6
HP3609,6
HP3610,57
HP3611,1
HP3612,5
HP3613,7
HP3614,6
HP3615,10
HP3616,7
HP3617,1
HP3618,8
HP3619,65
HP3620,7
HP3621,10
HP3622,6
HP3623,6
HP3624,22
HP3625,12
HP3626,7
HP3627,38
HP3628,5
HP3629,4
HP3630,8
HP3631,7
HP3632,6
HP3633,8
HP3634,7
HP3635,6
HP3636,49
HP3637,8
HP3638,3
HP3639,4
HP3640,6
HP3641,6
HP3642,6
HP3643,6
HP3644,1
HP3645,6
HP3646,9
HP3647,1
HP3648,7
HP3649,7
HP3650,4
HP3651,4
HP3652,6
HP3653,8
HP3654,6
HP3655,7
HP3656,6
HP3657,7
HP3658,3
HP3659,9
HP3660,7
HP3661,9
HP3662,58
HP3663,8
HP3664,1
HP3665,1
HP3666,7
HP3667,7
HP3668,7
HP3669,22
HP3670,12
HP3671,11
HP3672,6
HP3673,8
HP3674,8
HP3675,18
HP3676,6
HP3677,7
HP3678,6
HP3679,3
HP3680,24
HP3681,6
HP3682,7
HP3683,6
HP3684,7
HP3685,9
HP3686,8
HP3687,5
HP3688,4
HP3689,5
HP3690,12
HP3691,7
HP3692,6
HP3693,4
HP3694,4
HP3695,9
HP3696,35
HP3697,7
HP3698,54
HP3699,13
HP3700,6
HP3701,7
HP3702,5
HP3703,5
HP3704,9
HP3705,7
HP3706,6
HP3707,8
HP3708,39
HP3709,12
HP3710,6
HP3711,12
HP3712,6
HP3713,7
HP3714,4
HP3715,11
HP3716,6
HP3717,61
HP3718,4
HP3719,3
HP3720,7
HP3721,8
HP3722,51
HP3723,6
HP3724,1
HP3725,8
HP3726,9
HP3727,5
HP3728,3
HP3729,6
HP3730,16
HP3731,11
HP3732,5
HP3733,7
HP3734,7
HP3735,4
HP3736,1
HP3737,5
HP3738,2
HP3739,6
HP3740,51
HP3741,9
HP3742,6
HP3743,5
HP3744,4
HP3745,7
HP3746,5
HP3747,6
HP3748,7
HP3749,8
HP3750,6
HP3751,5
HP3752,4
HP3753,6
HP3754,8
HP3755,6
HP3756,7
HP3757,12
HP3758,7
HP3759,4
HP3760,6
HP3761,3
HP3762,10
HP3763,6
HP3764,10
HP3765,12
HP3766,2
HP3767,7
HP3768,15
HP3769,6
HP3770,6
HP3771,7
HP3772,8
HP3773,38
HP3774,6
HP3775,8
HP3776,4
HP3777,4
HP3778,44
HP3779,36
HP3780,7
HP3781,4
HP3782,7
HP3783,4
HP3784,5
HP3785,5
HP3786,7
HP3787,7
HP3788,6
HP3789,4
HP3790,5
HP3791,6
HP3792,6
HP3793,3
HP3794,11
HP3795,7
HP3796,1
HP3797,6
HP3798,17
HP3799,6
HP3800,6
HP3801,6
HP3802,7
HP3803,8
HP3804,28
HP3805,43
HP3806,4
HP3807,4
HP3808,9
HP3809,8
HP3810,1
HP3811,1
HP3812,52
HP3813,10
HP3814,16
HP3815,4
HP3816,53
HP3817,4
HP3818,4
HP3819,42
HP3820,6
HP3821,5
HP3822,26
HP3823,4
HP3824,7
HP3825,5
HP3826,6
HP3827,10
HP3828,1
HP3829,6
HP3830,6
HP3831,4
HP3832,12
HP3833,1
HP3834,44
HP3835,4
HP3836,13
HP3837,6
HP3838,7
HP3839,1
HP3840,16
HP3841,9
HP3842,8
HP3843,6
HP3844,8
HP3845,8
HP3846,8
HP3847,10
HP3848,0
HP3849,7
HP3850,10
HP3851,4
HP3852,7
HP3853,7
HP3854,6
HP3855,7
HP3856,5
HP3857,3
HP3858,6
HP3859,11
HP3860,6
HP3861,6
HP3862,32
HP3863,9
HP3864,7
HP3865,7
HP3866,6
HP3867,11
HP3868,7
HP3869,6
HP3870,9
HP3871,4
HP3872,11
HP3873,6
HP3874,4
HP3875,40
HP3876,6
HP3877,6
HP3878,7
HP3879,7
HP3880,53
HP3881,52
HP3882,6
HP3883,17
HP3884,8
HP3885,29
HP3886,6
HP3887,30
HP3888,5
HP3889,7
HP3890,4
HP3891,3
HP3892,10
HP3893,6
HP3894,1
HP3895,6
HP3896,6
HP3897,5
HP3898,4
HP3899,7
HP3900,6
HP3901,9
HP3902,7
HP3903,7
HP3904,38
HP3905,6
HP3906,8
HP3907,6
HP3908,7
HP3909,6
HP3910,7
HP3911,9
HP3912,30
HP3913,1
HP3914,6
HP3915,7
HP3916,3
