hp_response_id,similarity_reference_A
HP4401,7
HP4402,58
HP4403,7
HP4404,5
HP4405,7
HP4406,1
HP4407,7
HP4408,1
HP4409,6
HP4410,47
HP4411,1
HP4412,5
HP4413,5
HP4414,4
HP4415,8
HP4416,8
HP4417,1
HP4418,7
HP4419,4
HP4420,10
HP4421,10
HP4422,5
HP4423,5
HP4424,18
HP4425,9
HP4426,7
HP4427,23
HP4428,5
HP4429,1
HP4430,8
HP4431,7
HP4432,1
HP4433,25
HP4434,5
HP4435,5
HP4436,52
HP4437,7
HP4438,4
HP4439,7
HP4440,5
HP4441,6
HP4442,7
HP4443,5
HP4444,5
HP4445,7
HP4446,6
HP4447,5
HP4448,4
HP4449,7
HP4450,5
HP4451,4
HP4452,6
HP4453,9
HP4454,6
HP4455,7
HP4456,6
HP4457,6
HP4458,4
HP4459,9
HP4460,7
HP4461,7
HP4462,5
HP4463,5
HP4464,1
HP4465,1
HP4466,7
HP4467,7
HP4468,3
HP4469,29
HP4470,6
HP4471,14
HP4472,5
HP4473,7
HP4474,2
HP4475,5
HP4476,7
HP4477,4
HP4478,5
HP4479,3
HP4480,7
HP4481,5
HP4482,65
HP4483,7
HP4484,7
HP4485,18
HP4486,5
HP4487,4
HP4488,4
HP4489,8
HP4490,28
HP4491,7
HP4492,6
HP4493,12
HP4494,4
HP4495,6
HP4496,60
HP4497,7
HP4498,19
HP4499,7
HP4500,7
HP4501,7
HP4502,5
HP4503,4
HP4504,17
HP4505,6
HP4506,7
HP4507,14
HP4508,4
HP4509,17
HP4510,7
HP4511,7
HP4512,6
HP4513,7
HP4514,4
HP4515,8
HP4516,5
HP4517,5
HP4518,5
HP4519,7
HP4520,5
HP4521,18
HP4522,7
HP4523,6
HP4524,1
HP4525,7
HP4526,7
HP4527,24
HP4528,2
HP4529,6
HP4530,8
HP4531,2
HP4532,5
HP4533,7
HP4534,7
HP4535,4
HP4536,7
HP4537,7
HP4538,6
HP4539,15
HP4540,57
HP4541,7
HP4542,7
HP4543,5
HP4544,4
HP4545,37
HP4546,4
HP4547,6
HP4548,8
HP4549,7
HP4550,1
HP4551,7
HP4552,1
HP4553,6
HP4554,6
HP4555,7
HP4556,7
HP4557,11
HP4558,7
HP4559,2
HP4560,6
HP4561,7
HP4562,7
HP4563,5
HP4564,9
HP4565,7
HP4566,3
HP4567,6
HP4568,21
HP4569,7
HP4570,8
HP4571,7
HP4572,11
HP4573,4
HP4574,7
HP4575,25
