hp_response_id,similarity_reference_A
HP2801,32
HP2802,30
HP2803,34
HP2804,12
HP2805,28
HP2806,5
HP2807,28
HP2808,34
HP2809,35
HP2810,18
HP2811,2
HP2812,33
HP2813,29
HP2814,27
HP2815,43
HP2816,28
HP2817,18
HP2818,38
HP2819,72
HP2820,22
HP2821,55
HP2822,34
HP2823,25
HP2824,73
HP2825,81
HP2826,34
HP2827,57
HP2828,9
HP2829,13
HP2830,37
HP2831,10
HP2832,7
HP2833,48
HP2834,30
HP2835,53
HP2836,76
HP2837,53
HP2838,13
HP2839,12
HP2840,8
HP2841,30
HP2842,49
HP2843,35
HP2844,17
HP2845,33
HP2846,31
HP2847,2
HP2848,34
HP2849,18
HP2850,30
HP2851,12
HP2852,25
HP2853,31
HP2854,35
HP2855,34
HP2856,29
HP2857,34
HP2858,4
HP2859,64
HP2860,34
HP2861,66
HP2862,21
HP2863,18
HP2864,4
HP2865,2
HP2866,32
HP2867,29
HP2868,76
HP2869,65
HP2870,34
HP2871,65
HP2872,35
HP2873,91
HP2874,40
HP2875,40
HP2876,29
HP2877,26
HP2878,15
HP2879,10
HP2880,65
HP2881,34
HP2882,69
HP2883,28
HP2884,29
HP2885,45
HP2886,6
HP2887,24
HP2888,11
HP2889,48
HP2890,24
HP2891,31
HP2892,31
HP2893,10
HP2894,8
HP2895,34
HP2896,70
HP2897,30
HP2898,73
HP2899,39
HP2900,34
HP2901,32
HP2902,29
HP2903,34
HP2904,31
HP2905,34
HP2906,34
HP2907,35
HP2908,72
HP2909,45
HP2910,32
HP2911,29
HP2912,34
HP2913,29
HP2914,10
HP2915,30
HP2916,29
HP2917,11
HP2918,5
HP2919,7
HP2920,60
HP2921,29
HP2922,35
HP2923,35
HP2924,3
HP2925,68
HP2926,26
HP2927,51
HP2928,8
HP2929,34
HP2930,37
HP2931,15
HP2932,35
HP2933,31
HP2934,32
HP2935,9
HP2936,8
HP2937,44
HP2938,18
HP2939,28
HP2940,74
HP2941,12
HP2942,35
HP2943,31
HP2944,81
HP2945,35
HP2946,10
HP2947,32
HP2948,26
HP2949,38
HP2950,31
HP2951,8
HP2952,12
HP2953,86
HP2954,33
HP2955,29
HP2956,34
HP2957,20
HP2958,34
HP2959,45
HP2960,34
HP2961,26
HP2962,53
HP2963,76
HP2964,68
HP2965,36
HP2966,2
HP2967,30
HP2968,59
HP2969,29
HP2970,42
HP2971,32
HP2972,42
HP2973,48
HP2974,35
HP2975,61
HP2976,34
HP2977,55
HP2978,34
HP2979,54
HP2980,31
HP2981,10
HP2982,31
HP2983,3
HP2984,28
HP2985,32
HP2986,35
HP2987,27
HP2988,33
HP2989,16
HP2990,31
HP2991,34
HP2992,36
HP2993,10
HP2994,57
HP2995,49
HP2996,3
HP2997,34
HP2998,6
HP2999,34
HP3000,32
HP3001,28
HP3002,35
HP3003,44
HP3004,66
HP3005,72
HP3006,12
HP3007,7
HP3008,34
HP3009,43
HP3010,3
HP3011,2
HP3012,60
HP3013,32
HP3014,8
HP3015,8
HP3016,62
HP3017,3
HP3018,7
HP3019,35
HP3020,34
HP3021,29
HP3022,48
HP3023,10
HP3024,33
HP3025,31
HP3026,31
HP3027,45
HP3028,2
HP3029,35
HP3030,56
HP3031,9
HP3032,30
HP3033,3
HP3034,69
HP3035,7
HP3036,35
HP3037,35
HP3038,31
HP3039,16
HP3040,60
HP3041,30
HP3042,7
HP3043,25
HP3044,32
HP3045,17
HP3046,31
HP3047,35
HP3048,2
HP3049,3
HP3050,35
HP3051,10
HP3052,30
HP3053,31
HP3054,33
HP3055,3
HP3056,22
HP3057,14
HP3058,35
HP3059,45
HP3060,32
HP3061,24
HP3062,66
HP3063,24
HP3064,34
HP3065,51
HP3066,6
HP3067,34
HP3068,30
HP3069,34
HP3070,27
HP3071,10
HP3072,68
HP3073,29
HP3074,5
HP3075,46
HP3076,35
HP3077,34
HP3078,30
HP3079,35
HP3080,20
HP3081,85
HP3082,19
HP3083,69
HP3084,53
HP3085,29
HP3086,28
HP3087,86
HP3088,26
HP3089,25
HP3090,34
HP3091,11
HP3092,38
HP3093,31
HP3094,45
HP3095,15
HP3096,34
HP3097,5
HP3098,34
HP3099,35
HP3100,30
HP3101,60
HP3102,29
HP3103,29
HP3104,23
HP3105,38
HP3106,35
HP3107,30
HP3108,32
HP3109,34
HP3110,33
HP3111,40
HP3112,48
HP3113,10
HP3114,33
HP3115,33
HP3116,50
HP3117,29
HP3118,48
HP3119,38
HP3120,24
HP3121,31
HP3122,3
HP3123,34
HP3124,30
HP3125,35
HP3126,34
HP3127,36
HP3128,18
HP3129,32
HP3130,34
HP3131,34
HP3132,10
HP3133,34
HP3134,3
HP3135,32
HP3136,34
HP3137,65
HP3138,65
HP3139,29
HP3140,34
HP3141,16
HP3142,59
HP3143,43
HP3144,34
HP3145,33
HP3146,9
HP3147,43
HP3148,34
HP3149,33
HP3150,35
HP3151,33
HP3152,1
HP3153,34
HP3154,68
HP3155,32
HP3156,21
HP3157,34
HP3158,31
HP3159,6
HP3160,15
HP3161,30
HP3162,17
HP3163,61
HP3164,81
HP3165,35
HP3166,25
HP3167,34
HP3168,61
HP3169,30
HP3170,35
HP3171,35
HP3172,50
HP3173,2
HP3174,30
HP3175,57
HP3176,34
HP3177,35
HP3178,18
HP3179,34
HP3180,8
HP3181,49
HP3182,30
HP3183,12
HP3184,35
HP3185,39
HP3186,29
HP3187,35
HP3188,29
HP3189,54
HP3190,3
HP3191,67
HP3192,3
HP3193,35
HP3194,33
HP3195,66
HP3196,12
HP3197,32
HP3198,69
HP3199,69
HP3200,32
