hp_response_id,similarity_reference_A
HP1201,0
HP1202,58
HP1203,36
HP1204,22
HP1205,24
HP1206,6
HP1207,49
HP1208,27
HP1209,4
HP1210,31
HP1211,42
HP1212,43
HP1213,28
HP1214,27
HP1215,20
HP1216,44
HP1217,11
HP1218,18
HP1219,55
HP1220,45
HP1221,20
HP1222,45
HP1223,45
HP1224,38
HP1225,13
HP1226,29
HP1227,23
HP1228,44
HP1229,44
HP1230,52
HP1231,24
HP1232,45
HP1233,37
HP1234,48
HP1235,37
HP1236,49
HP1237,18
HP1238,33
HP1239,34
HP1240,39
HP1241,22
HP1242,34
HP1243,34
HP1244,19
HP1245,14
HP1246,25
HP1247,49
HP1248,48
HP1249,24
HP1250,34
HP1251,48
HP1252,18
HP1253,24
HP1254,34
HP1255,1
HP1256,30
HP1257,32
HP1258,47
HP1259,27
HP1260,24
HP1261,47
HP1262,46
HP1263,27
HP1264,33
HP1265,21
HP1266,17
HP1267,24
HP1268,28
HP1269,37
HP1270,24
HP1271,48
HP1272,25
HP1273,35
HP1274,22
HP1275,49
HP1276,0
HP1277,69
HP1278,35
HP1279,42
HP1280,47
HP1281,37
HP1282,43
HP1283,23
HP1284,35
HP1285,22
HP1286,29
HP1287,33
HP1288,21
HP1289,20
HP1290,15
HP1291,40
HP1292,28
HP1293,64
HP1294,36
HP1295,25
HP1296,38
HP1297,47
HP1298,31
HP1299,47
HP1300,20
HP1301,13
HP1302,28
HP1303,47
HP1304,11
HP1305,44
HP1306,22
HP1307,22
HP1308,54
HP1309,39
HP1310,22
HP1311,3
HP1312,35
HP1313,35
HP1314,48
HP1315,27
HP1316,36
HP1317,54
HP1318,41
HP1319,48
HP1320,39
HP1321,27
HP1322,35
HP1323,36
HP1324,22
HP1325,29
HP1326,9
HP1327,18
HP1328,34
HP1329,49
HP1330,1
HP1331,47
HP1332,18
HP1333,29
HP1334,20
HP1335,47
HP1336,43
HP1337,19
HP1338,33
HP1339,49
HP1340,38
HP1341,46
HP1342,34
HP1343,35
HP1344,36
HP1345,48
HP1346,36
HP1347,28
HP1348,33
HP1349,17
HP1350,43
HP1351,40
HP1352,51
HP1353,18
HP1354,34
HP1355,44
HP1356,50
HP1357,32
HP1358,41
HP1359,50
HP1360,20
HP1361,48
HP1362,33
HP1363,46
HP1364,50
HP1365,31
HP1366,32
HP1367,33
HP1368,14
HP1369,19
HP1370,47
HP1371,24
HP1372,46
HP1373,27
HP1374,35
HP1375,39
HP1376,22
HP1377,12
HP1378,45
HP1379,38
HP1380,55
HP1381,46
HP1382,1
HP1383,50
