hp_response_id,similarity_reference_A
HP1601,10
HP1602,14
HP1603,8
HP1604,6
HP1605,10
HP1606,14
HP1607,14
HP1608,9
HP1609,9
HP1610,17
HP1611,16
HP1612,12
HP1613,8
HP1614,8
HP1615,14
HP1616,12
HP1617,12
HP1618,8
HP1619,20
HP1620,14
HP1621,1
HP1622,15
HP1623,21
HP1624,8
HP1625,16
HP1626,10
HP1627,9
HP1628,12
HP1629,16
HP1630,13
HP1631,17
HP1632,12
HP1633,67
HP1634,48
HP1635,8
HP1636,43
HP1637,1
HP1638,7
HP1639,17
HP1640,15
HP1641,54
HP1642,13
HP1643,9
HP1644,6
HP1645,16
HP1646,3
HP1647,9
HP1648,13
HP1649,32
HP1650,8
HP1651,1
HP1652,13
HP1653,11
HP1654,6
HP1655,9
HP1656,14
HP1657,4
HP1658,14
HP1659,8
HP1660,2
HP1661,27
HP1662,13
HP1663,16
HP1664,8
HP1665,17
HP1666,12
HP1667,13
HP1668,46
HP1669,10
HP1670,9
HP1671,8
HP1672,45
HP1673,8
HP1674,5
HP1675,12
HP1676,13
HP1677,8
HP1678,7
HP1679,3
HP1680,18
HP1681,8
HP1682,13
HP1683,11
HP1684,10
HP1685,11
HP1686,10
HP1687,16
HP1688,8
HP1689,12
HP1690,2
HP1691,8
HP1692,9
HP1693,12
HP1694,8
HP1695,8
HP1696,10
HP1697,15
HP1698,6
HP1699,11
HP1700,8
HP1701,8
HP1702,11
HP1703,45
HP1704,8
HP1705,8
HP1706,4
HP1707,9
HP1708,15
HP1709,12
HP1710,36
HP1711,8
HP1712,13
HP1713,11
HP1714,5
HP1715,7
HP1716,19
HP1717,8
HP1718,11
HP1719,14
HP1720,3
HP1721,17
HP1722,16
HP1723,18
HP1724,23
HP1725,8
HP1726,15
HP1727,12
HP1728,12
HP1729,8
HP1730,9
HP1731,10
HP1732,8
HP1733,8
HP1734,13
HP1735,12
HP1736,8
HP1737,10
HP1738,14
HP1739,14
HP1740,8
HP1741,14
HP1742,34
HP1743,8
HP1744,2
HP1745,8
HP1746,47
HP1747,9
HP1748,8
HP1749,10
HP1750,8
HP1751,35
HP1752,8
HP1753,13
HP1754,8
HP1755,11
HP1756,11
HP1757,8
HP1758,8
HP1759,8
HP1760,18
HP1761,8
HP1762,8
HP1763,13
HP1764,23
HP1765,11
HP1766,2
HP1767,18
HP1768,6
HP1769,8
HP1770,5
HP1771,9
HP1772,11
HP1773,9
HP1774,11
HP1775,8
HP1776,8
HP1777,10
HP1778,9
HP1779,10
HP1780,5
HP1781,4
HP1782,5
HP1783,5
HP1784,13
HP1785,7
HP1786,6
HP1787,50
HP1788,17
HP1789,8
HP1790,8
HP1791,9
HP1792,12
HP1793,17
HP1794,48
HP1795,9
HP1796,6
HP1797,8
HP1798,17
HP1799,32
HP1800,6
HP1801,15
HP1802,19
HP1803,8
HP1804,8
HP1805,48
HP1806,10
HP1807,10
HP1808,10
HP1809,13
HP1810,17
HP1811,5
HP1812,13
HP1813,10
HP1814,1
HP1815,10
HP1816,6
HP1817,10
HP1818,8
HP1819,12
HP1820,13
HP1821,0
HP1822,11
HP1823,0
HP1824,8
HP1825,5
HP1826,14
HP1827,11
HP1828,5
HP1829,11
HP1830,13
HP1831,11
HP1832,38
