hp_response_id,similarity_reference_A
HP0001,52
HP0002,82
HP0003,64
HP0004,58
HP0005,24
HP0006,6
HP0007,57
HP0008,48
HP0009,57
HP0010,61
HP0011,34
HP0012,0
HP0013,56
HP0014,42
HP0015,60
HP0016,53
HP0017,24
HP0018,45
HP0019,35
HP0020,20
HP0021,68
HP0022,37
HP0023,48
HP0024,62
HP0025,31
HP0026,51
HP0027,27
HP0028,64
HP0029,45
HP0030,53
HP0031,49
HP0032,42
HP0033,58
HP0034,83
HP0035,61
HP0036,47
HP0037,35
HP0038,46
HP0039,24
HP0040,56
HP0041,55
HP0042,18
HP0043,57
HP0044,28
HP0045,57
HP0046,18
HP0047,55
HP0048,51
HP0049,28
HP0050,58
HP0051,71
HP0052,50
HP0053,41
HP0054,49
HP0055,63
HP0056,59
HP0057,43
HP0058,50
HP0059,34
HP0060,49
HP0061,49
HP0062,12
HP0063,53
HP0064,34
HP0065,53
HP0066,46
HP0067,28
HP0068,67
HP0069,62
HP0070,57
HP0071,45
HP0072,51
HP0073,31
HP0074,48
HP0075,77
HP0076,26
HP0077,69
HP0078,47
HP0079,57
HP0080,59
HP0081,19
HP0082,55
HP0083,47
HP0084,50
HP0085,56
HP0086,34
HP0087,59
HP0088,2
HP0089,43
HP0090,18
HP0091,60
HP0092,29
HP0093,57
HP0094,60
HP0095,52
HP0096,29
HP0097,61
HP0098,58
HP0099,51
HP0100,18
HP0101,17
HP0102,65
HP0103,29
HP0104,53
HP0105,55
HP0106,43
HP0107,22
HP0108,63
HP0109,30
HP0110,49
HP0111,13
HP0112,27
HP0113,56
HP0114,38
HP0115,38
HP0116,35
HP0117,48
HP0118,49
HP0119,28
HP0120,54
HP0121,41
HP0122,49
HP0123,23
HP0124,30
HP0125,49
HP0126,11
HP0127,5
HP0128,64
HP0129,67
HP0130,50
HP0131,48
HP0132,18
HP0133,55
HP0134,24
HP0135,32
HP0136,63
HP0137,19
HP0138,42
HP0139,65
HP0140,72
HP0141,43
HP0142,58
HP0143,36
HP0144,65
HP0145,50
HP0146,42
HP0147,47
HP0148,57
HP0149,31
HP0150,63
HP0151,56
HP0152,56
HP0153,62
HP0154,43
HP0155,48
HP0156,52
HP0157,31
HP0158,58
HP0159,35
HP0160,49
HP0161,61
HP0162,54
HP0163,45
HP0164,75
HP0165,48
HP0166,35
HP0167,57
HP0168,20
HP0169,63
HP0170,66
HP0171,36
HP0172,59
HP0173,27
HP0174,61
HP0175,45
HP0176,64
HP0177,52
HP0178,16
HP0179,62
HP0180,35
HP0181,35
HP0182,2
HP0183,52
HP0184,48
HP0185,43
HP0186,45
HP0187,48
HP0188,48
HP0189,18
HP0190,37
HP0191,42
HP0192,31
HP0193,60
HP0194,24
HP0195,51
HP0196,59
HP0197,52
HP0198,43
HP0199,18
HP0200,19
HP0201,41
HP0202,59
HP0203,39
HP0204,20
HP0205,53
HP0206,26
HP0207,33
HP0208,48
HP0209,38
HP0210,55
HP0211,70
HP0212,57
HP0213,54
HP0214,48
HP0215,55
HP0216,59
HP0217,2
HP0218,36
HP0219,55
HP0220,50
HP0221,50
HP0222,45
HP0223,35
HP0224,48
HP0225,22
HP0226,35
HP0227,20
HP0228,55
HP0229,53
HP0230,44
HP0231,48
HP0232,36
HP0233,48
HP0234,25
HP0235,22
HP0236,35
HP0237,51
HP0238,48
HP0239,51
HP0240,48
HP0241,61
HP0242,73
HP0243,56
HP0244,61
HP0245,58
HP0246,61
HP0247,61
HP0248,48
HP0249,29
HP0250,42
HP0251,60
HP0252,58
HP0253,57
HP0254,34
HP0255,52
HP0256,37
HP0257,44
HP0258,55
HP0259,57
HP0260,34
HP0261,57
HP0262,70
HP0263,63
HP0264,28
HP0265,22
HP0266,57
HP0267,75
HP0268,54
HP0269,56
HP0270,38
HP0271,74
HP0272,63
HP0273,58
HP0274,53
HP0275,57
HP0276,55
HP0277,1
HP0278,52
HP0279,46
HP0280,59
HP0281,53
HP0282,50
HP0283,57
HP0284,43
HP0285,68
HP0286,45
HP0287,8
HP0288,22
HP0289,58
HP0290,20
HP0291,59
HP0292,61
HP0293,58
HP0294,59
HP0295,64
HP0296,63
HP0297,37
HP0298,49
HP0299,52
HP0300,31
HP0301,58
HP0302,25
HP0303,36
HP0304,66
HP0305,22
HP0306,57
HP0307,59
HP0308,52
HP0309,51
HP0310,25
HP0311,61
HP0312,52
HP0313,18
HP0314,57
HP0315,67
HP0316,31
HP0317,51
HP0318,48
HP0319,57
HP0320,28
HP0321,48
HP0322,59
HP0323,58
HP0324,16
HP0325,19
HP0326,54
HP0327,58
HP0328,43
HP0329,55
HP0330,49
HP0331,58
HP0332,68
HP0333,63
HP0334,55
HP0335,36
HP0336,48
HP0337,57
HP0338,57
HP0339,18
HP0340,30
HP0341,54
HP0342,55
HP0343,52
HP0344,31
HP0345,10
HP0346,63
HP0347,62
HP0348,55
HP0349,34
HP0350,1
HP0351,17
HP0352,59
HP0353,54
HP0354,20
HP0355,23
HP0356,26
HP0357,49
HP0358,61
HP0359,37
HP0360,57
HP0361,11
HP0362,44
HP0363,22
HP0364,32
HP0365,44
HP0366,51
HP0367,27
HP0368,52
HP0369,32
HP0370,15
HP0371,43
HP0372,17
HP0373,33
HP0374,25
HP0375,30
HP0376,46
HP0377,43
HP0378,60
HP0379,67
HP0380,45
HP0381,5
HP0382,57
HP0383,56
HP0384,48
HP0385,55
HP0386,47
HP0387,9
HP0388,56
HP0389,59
HP0390,58
HP0391,34
HP0392,31
HP0393,58
HP0394,63
HP0395,59
HP0396,46
HP0397,53
HP0398,50
HP0399,34
HP0400,49
