hp_response_id,similarity_reference_A
HP3601,32
HP3602,31
HP3603,31
HP3604,8
HP3605,25
HP3606,2
HP3607,30
HP3608,29
HP3609,27
HP3610,26
HP3611,2
HP3612,32
HP3613,30
HP3614,30
HP3615,19
HP3616,29
HP3617,2
HP3618,34
HP3619,62
HP3620,22
HP3621,37
HP3622,29
HP3623,25
HP3624,58
HP3625,32
HP3626,34
HP3627,43
HP3628,7
HP3629,9
HP3630,36
HP3631,30
HP3632,29
HP3633,36
HP3634,24
HP3635,34
HP3636,55
HP3637,32
HP3638,12
HP3639,8
HP3640,15
HP3641,29
HP3642,32
HP3643,25
HP3644,2
HP3645,28
HP3646,22
HP3647,2
HP3648,35
HP3649,18
HP3650,6
HP3651,10
HP3652,31
HP3653,33
HP3654,31
HP3655,31
HP3656,29
HP3657,31
HP3658,8
HP3659,45
HP3660,29
HP3661,35
HP3662,63
HP3663,20
HP3664,3
HP3665,1
HP3666,31
HP3667,27
HP3668,31
HP3669,49
HP3670,42
HP3671,43
HP3672,29
HP3673,37
HP3674,32
HP3675,42
HP3676,28
HP3677,24
HP3678,12
HP3679,3
HP3680,64
HP3681,32
HP3682,30
HP3683,29
HP3684,30
HP3685,40
HP3686,11
HP3687,14
HP3688,9
HP3689,5
HP3690,43
HP3691,29
HP3692,28
HP3693,8
HP3694,8
HP3695,31
HP3696,54
HP3697,30
HP3698,71
HP3699,48
HP3700,31
HP3701,31
HP3702,23
HP3703,31
HP3704,36
HP3705,32
HP3706,32
HP3707,25
HP3708,59
HP3709,37
HP3710,30
HP3711,42
HP3712,31
HP3713,31
HP3714,8
HP3715,42
HP3716,29
HP3717,65
HP3718,5
HP3719,6
HP3720,30
HP3721,35
HP3722,58
HP3723,29
HP3724,2
HP3725,39
HP3726,31
HP3727,27
HP3728,10
HP3729,31
HP3730,43
HP3731,39
HP3732,31
HP3733,34
HP3734,31
HP3735,7
HP3736,2
HP3737,32
HP3738,8
HP3739,29
HP3740,59
HP3741,41
HP3742,29
HP3743,30
HP3744,21
HP3745,31
HP3746,11
HP3747,30
HP3748,27
HP3749,37
HP3750,30
HP3751,10
HP3752,12
HP3753,30
HP3754,32
HP3755,29
HP3756,34
HP3757,32
HP3758,31
HP3759,8
HP3760,10
HP3761,4
HP3762,39
HP3763,7
HP3764,56
HP3765,43
HP3766,2
HP3767,34
HP3768,35
HP3769,30
HP3770,27
HP3771,31
HP3772,34
HP3773,37
HP3774,31
HP3775,38
HP3776,8
HP3777,20
HP3778,27
HP3779,51
HP3780,30
HP3781,8
HP3782,31
HP3783,12
HP3784,28
HP3785,11
HP3786,33
HP3787,20
HP3788,30
HP3789,16
HP3790,30
HP3791,30
HP3792,31
HP3793,11
HP3794,25
HP3795,32
HP3796,2
HP3797,29
HP3798,9
HP3799,31
HP3800,26
HP3801,25
HP3802,40
HP3803,39
HP3804,56
HP3805,30
HP3806,8
HP3807,12
HP3808,35
HP3809,36
HP3810,2
HP3811,1
HP3812,17
HP3813,41
HP3814,15
HP3815,9
HP3816,55
HP3817,4
HP3818,3
HP3819,28
HP3820,30
HP3821,28
HP3822,42
HP3823,6
HP3824,34
HP3825,18
HP3826,28
HP3827,47
HP3828,1
HP3829,30
HP3830,29
HP3831,7
HP3832,43
HP3833,2
HP3834,65
HP3835,5
HP3836,43
HP3837,31
HP3838,25
HP3839,2
HP3840,60
HP3841,40
HP3842,17
HP3843,23
HP3844,32
HP3845,18
HP3846,22
HP3847,41
HP3848,2
HP3849,31
HP3850,38
HP3851,8
HP3852,31
HP3853,33
HP3854,28
HP3855,28
HP3856,18
HP3857,14
HP3858,29
HP3859,40
HP3860,28
HP3861,29
HP3862,53
HP3863,47
HP3864,31
HP3865,33
HP3866,22
HP3867,40
HP3868,32
HP3869,29
HP3870,48
HP3871,8
HP3872,18
HP3873,32
HP3874,11
HP3875,61
HP3876,32
HP3877,29
HP3878,31
HP3879,31
HP3880,49
HP3881,58
HP3882,24
HP3883,45
HP3884,37
HP3885,47
HP3886,30
HP3887,67
HP3888,9
HP3889,25
HP3890,30
HP3891,8
HP3892,36
HP3893,30
HP3894,1
HP3895,6
HP3896,28
HP3897,6
HP3898,12
HP3899,32
HP3900,30
HP3901,34
HP3902,31
HP3903,33
HP3904,47
HP3905,22
HP3906,35
HP3907,30
HP3908,31
HP3909,30
HP3910,31
HP3911,40
HP3912,43
HP3913,1
HP3914,29
HP3915,36
HP3916,7
HP3917,28
HP3918,34
HP3919,30
HP3920,29
HP3921,28
HP3922,2
HP3923,28
HP3924,10
HP3925,32
HP3926,31
HP3927,32
HP3928,7
HP3929,31
HP3930,32
HP3931,27
HP3932,7
HP3933,31
HP3934,2
HP3935,6
HP3936,29
HP3937,25
HP3938,43
HP3939,29
HP3940,31
HP3941,9
HP3942,35
HP3943,13
HP3944,31
HP3945,33
HP3946,7
HP3947,33
HP3948,31
HP3949,30
HP3950,29
HP3951,15
HP3952,8
HP3953,31
HP3954,10
HP3955,31
HP3956,19
HP3957,32
HP3958,34
HP3959,6
HP3960,50
HP3961,31
HP3962,7
HP3963,7
HP3964,53
HP3965,31
HP3966,11
HP3967,30
HP3968,60
HP3969,29
HP3970,30
HP3971,31
HP3972,31
HP3973,1
HP3974,7
HP3975,24
HP3976,29
HP3977,33
HP3978,6
HP3979,30
HP3980,8
HP3981,52
HP3982,31
HP3983,8
HP3984,30
HP3985,34
HP3986,30
HP3987,41
HP3988,29
HP3989,35
HP3990,1
HP3991,47
HP3992,7
HP3993,31
HP3994,48
HP3995,58
HP3996,7
HP3997,31
HP3998,54
HP3999,49
HP4000,5
