hp_response_id,similarity_reference_A
HP2401,22
HP2402,11
HP2403,8
HP2404,4
HP2405,18
HP2406,9
HP2407,13
HP2408,8
HP2409,8
HP2410,18
HP2411,15
HP2412,13
HP2413,8
HP2414,8
HP2415,55
HP2416,11
HP2417,5
HP2418,8
HP2419,18
HP2420,13
HP2421,0
HP2422,13
HP2423,37
HP2424,10
HP2425,31
HP2426,2
HP2427,7
HP2428,11
HP2429,15
HP2430,12
HP2431,8
HP2432,9
HP2433,68
HP2434,47
HP2435,8
HP2436,11
HP2437,2
HP2438,8
HP2439,12
HP2440,14
HP2441,59
HP2442,12
HP2443,6
HP2444,5
HP2445,25
HP2446,3
HP2447,8
HP2448,13
HP2449,28
HP2450,10
HP2451,6
HP2452,12
HP2453,10
HP2454,5
HP2455,9
HP2456,13
HP2457,4
HP2458,41
HP2459,8
HP2460,2
HP2461,44
HP2462,11
HP2463,15
HP2464,12
HP2465,15
HP2466,9
HP2467,17
HP2468,45
HP2469,20
HP2470,14
HP2471,8
HP2472,11
HP2473,8
HP2474,8
HP2475,11
HP2476,18
HP2477,9
HP2478,5
HP2479,4
HP2480,37
HP2481,8
HP2482,14
HP2483,27
HP2484,10
HP2485,9
HP2486,8
HP2487,16
HP2488,8
HP2489,9
HP2490,1
HP2491,5
HP2492,8
HP2493,10
HP2494,8
HP2495,8
HP2496,13
HP2497,14
HP2498,3
HP2499,8
HP2500,9
HP2501,7
HP2502,10
HP2503,13
HP2504,7
HP2505,8
HP2506,5
HP2507,8
HP2508,10
HP2509,0
HP2510,32
HP2511,8
HP2512,6
HP2513,11
HP2514,12
HP2515,2
HP2516,29
HP2517,9
HP2518,12
HP2519,35
HP2520,8
HP2521,17
HP2522,17
HP2523,14
HP2524,16
HP2525,8
HP2526,14
HP2527,7
HP2528,8
HP2529,10
HP2530,35
HP2531,10
HP2532,5
HP2533,7
HP2534,11
HP2535,11
HP2536,8
HP2537,7
HP2538,13
HP2539,9
HP2540,8
HP2541,24
HP2542,36
HP2543,7
HP2544,2
HP2545,8
HP2546,35
HP2547,11
HP2548,5
HP2549,10
HP2550,66
HP2551,12
HP2552,8
HP2553,13
HP2554,10
HP2555,11
HP2556,11
HP2557,8
HP2558,10
HP2559,8
HP2560,2
HP2561,7
HP2562,9
HP2563,11
HP2564,19
HP2565,13
HP2566,1
HP2567,2
HP2568,6
HP2569,10
HP2570,4
HP2571,7
HP2572,8
HP2573,8
HP2574,8
HP2575,5
HP2576,5
HP2577,12
HP2578,8
HP2579,10
HP2580,5
HP2581,5
HP2582,3
HP2583,4
HP2584,11
HP2585,2
HP2586,4
HP2587,49
HP2588,19
HP2589,6
HP2590,8
HP2591,9
HP2592,16
HP2593,31
HP2594,29
HP2595,17
HP2596,5
HP2597,9
HP2598,15
HP2599,19
HP2600,8
HP2601,10
HP2602,23
HP2603,5
HP2604,13
HP2605,2
HP2606,10
HP2607,10
HP2608,10
HP2609,12
HP2610,13
HP2611,5
HP2612,8
HP2613,8
HP2614,2
HP2615,13
HP2616,9
HP2617,10
HP2618,14
HP2619,12
HP2620,10
HP2621,0
HP2622,8
HP2623,1
HP2624,16
HP2625,11
HP2626,13
HP2627,10
HP2628,5
HP2629,9
HP2630,11
HP2631,10
HP2632,40
HP2633,17
HP2634,6
HP2635,11
HP2636,12
HP2637,12
HP2638,12
HP2639,5
HP2640,7
HP2641,12
HP2642,18
HP2643,37
HP2644,15
HP2645,8
HP2646,15
HP2647,12
HP2648,7
HP2649,8
HP2650,12
HP2651,1
HP2652,13
HP2653,14
HP2654,1
HP2655,10
HP2656,35
HP2657,8
HP2658,1
HP2659,13
HP2660,4
HP2661,5
HP2662,25
HP2663,12
HP2664,31
HP2665,6
HP2666,9
HP2667,5
HP2668,3
HP2669,3
HP2670,8
HP2671,0
HP2672,15
HP2673,10
HP2674,18
HP2675,9
HP2676,3
HP2677,8
HP2678,31
HP2679,14
HP2680,9
HP2681,8
HP2682,12
HP2683,10
HP2684,5
HP2685,13
HP2686,2
HP2687,8
HP2688,13
HP2689,12
HP2690,21
HP2691,42
HP2692,10
HP2693,4
HP2694,6
HP2695,30
HP2696,9
HP2697,11
HP2698,8
HP2699,9
HP2700,10
HP2701,8
HP2702,9
HP2703,4
HP2704,25
HP2705,8
HP2706,6
HP2707,8
HP2708,5
HP2709,15
HP2710,6
HP2711,34
HP2712,7
HP2713,49
HP2714,15
HP2715,14
HP2716,8
HP2717,0
HP2718,12
HP2719,11
HP2720,8
HP2721,7
HP2722,32
HP2723,9
HP2724,8
HP2725,5
HP2726,8
HP2727,5
HP2728,10
HP2729,9
HP2730,8
HP2731,9
HP2732,11
HP2733,5
HP2734,11
HP2735,14
HP2736,9
HP2737,12
HP2738,6
HP2739,18
HP2740,13
HP2741,8
HP2742,4
HP2743,13
HP2744,3
HP2745,8
HP2746,8
HP2747,9
HP2748,16
HP2749,4
HP2750,12
HP2751,1
HP2752,10
HP2753,29
HP2754,8
HP2755,9
HP2756,8
HP2757,29
HP2758,8
HP2759,12
HP2760,8
HP2761,9
HP2762,6
HP2763,6
HP2764,25
HP2765,6
HP2766,30
HP2767,5
HP2768,18
HP2769,4
HP2770,12
HP2771,12
HP2772,13
HP2773,9
HP2774,3
HP2775,11
HP2776,4
HP2777,9
HP2778,10
HP2779,9
HP2780,7
HP2781,11
HP2782,5
HP2783,7
HP2784,9
HP2785,19
HP2786,8
HP2787,8
HP2788,7
HP2789,8
HP2790,4
HP2791,12
HP2792,8
HP2793,9
HP2794,3
HP2795,24
HP2796,8
HP2797,10
HP2798,14
HP2799,9
HP2800,7
