hp_response_id,similarity_reference_B
HP0401,27
HP0402,18
HP0403,20
HP0404,22
HP0405,29
HP0406,3
HP0407,29
HP0408,27
HP0409,20
HP0410,14
HP0411,23
HP0412,29
HP0413,35
HP0414,18
HP0415,29
HP0416,25
HP0417,25
HP0418,29
HP0419,24
HP0420,25
HP0421,21
HP0422,27
HP0423,26
HP0424,29
HP0425,31
HP0426,32
HP0427,18
HP0428,23
HP0429,24
HP0430,21
HP0431,18
HP0432,32
HP0433,20
HP0434,27
HP0435,21
HP0436,25
HP0437,12
HP0438,20
HP0439,38
HP0440,26
HP0441,17
HP0442,13
HP0443,20
HP0444,20
HP0445,20
HP0446,12
HP0447,25
HP0448,19
HP0449,17
HP0450,20
HP0451,20
HP0452,8
HP0453,16
HP0454,28
HP0455,29
HP0456,24
HP0457,15
HP0458,21
HP0459,30
HP0460,25
HP0461,21
HP0462,21
HP0463,10
HP0464,31
HP0465,20
HP0466,29
HP0467,27
HP0468,23
HP0469,30
HP0470,20
HP0471,25
HP0472,14
HP0473,30
HP0474,24
HP0475,29
HP0476,20
HP0477,20
HP0478,22
HP0479,12
HP0480,20
HP0481,20
HP0482,19
HP0483,17
HP0484,17
HP0485,30
HP0486,31
HP0487,23
HP0488,16
HP0489,18
HP0490,27
HP0491,40
HP0492,19
HP0493,24
HP0494,18
HP0495,14
HP0496,21
HP0497,20
HP0498,25
HP0499,25
HP0500,15
HP0501,20
HP0502,20
HP0503,31
HP0504,20
HP0505,21
HP0506,15
HP0507,20
HP0508,23
HP0509,24
HP0510,29
HP0511,15
HP0512,22
HP0513,31
HP0514,21
HP0515,19
HP0516,32
HP0517,20
HP0518,27
HP0519,28
HP0520,19
HP0521,35
HP0522,17
HP0523,27
HP0524,31
HP0525,20
HP0526,22
HP0527,11
HP0528,20
HP0529,26
HP0530,20
HP0531,28
HP0532,19
HP0533,13
HP0534,18
HP0535,31
HP0536,20
HP0537,27
HP0538,24
HP0539,20
HP0540,21
HP0541,13
HP0542,17
HP0543,29
HP0544,25
HP0545,23
HP0546,27
HP0547,10
HP0548,20
HP0549,24
HP0550,18
HP0551,20
HP0552,26
HP0553,14
HP0554,23
HP0555,15
HP0556,23
HP0557,28
HP0558,18
HP0559,29
HP0560,30
HP0561,22
HP0562,20
HP0563,2
HP0564,22
HP0565,34
HP0566,28
HP0567,20
HP0568,22
HP0569,26
HP0570,21
HP0571,32
HP0572,27
HP0573,17
HP0574,29
HP0575,16
HP0576,31
HP0577,20
HP0578,22
HP0579,21
HP0580,29
HP0581,33
HP0582,6
HP0583,16
