hp_response_id,similarity_reference_B
HP0001,24
HP0002,25
HP0003,22
HP0004,20
HP0005,30
HP0006,3
HP0007,20
HP0008,26
HP0009,20
HP0010,25
HP0011,22
HP0012,2
HP0013,22
HP0014,17
HP0015,21
HP0016,21
HP0017,34
HP0018,15
HP0019,15
HP0020,26
HP0021,19
HP0022,27
HP0023,25
HP0024,22
HP0025,31
HP0026,36
HP0027,18
HP0028,23
HP0029,16
HP0030,24
HP0031,21
HP0032,25
HP0033,20
HP0034,29
HP0035,20
HP0036,22
HP0037,14
HP0038,20
HP0039,27
HP0040,24
HP0041,20
HP0042,11
HP0043,20
HP0044,18
HP0045,20
HP0046,19
HP0047,25
HP0048,19
HP0049,17
HP0050,20
HP0051,25
HP0052,25
HP0053,15
HP0054,27
HP0055,22
HP0056,20
HP0057,17
HP0058,25
HP0059,29
HP0060,25
HP0061,23
HP0062,13
HP0063,20
HP0064,28
HP0065,23
HP0066,25
HP0067,39
HP0068,23
HP0069,22
HP0070,20
HP0071,20
HP0072,20
HP0073,30
HP0074,23
HP0075,29
HP0076,12
HP0077,28
HP0078,21
HP0079,19
HP0080,22
HP0081,24
HP0082,20
HP0083,21
HP0084,19
HP0085,20
HP0086,32
HP0087,20
HP0088,2
HP0089,20
HP0090,32
HP0091,21
HP0092,20
HP0093,20
HP0094,21
HP0095,21
HP0096,14
HP0097,22
HP0098,21
HP0099,18
HP0100,10
HP0101,12
HP0102,21
HP0103,26
HP0104,20
HP0105,21
HP0106,20
HP0107,23
HP0108,20
HP0109,29
HP0110,25
HP0111,15
HP0112,24
HP0113,23
HP0114,28
HP0115,31
HP0116,32
HP0117,20
HP0118,25
HP0119,40
HP0120,19
HP0121,34
HP0122,16
HP0123,27
HP0124,34
HP0125,22
HP0126,8
HP0127,3
HP0128,26
HP0129,23
HP0130,21
HP0131,24
HP0132,24
HP0133,19
HP0134,23
HP0135,32
HP0136,30
HP0137,35
HP0138,28
HP0139,21
HP0140,23
HP0141,20
HP0142,20
HP0143,29
HP0144,22
HP0145,21
HP0146,27
HP0147,23
HP0148,20
HP0149,24
HP0150,26
HP0151,20
HP0152,20
HP0153,18
HP0154,18
HP0155,18
HP0156,22
HP0157,28
HP0158,20
HP0159,32
HP0160,26
HP0161,21
HP0162,21
HP0163,25
HP0164,29
HP0165,22
HP0166,28
HP0167,20
HP0168,21
HP0169,20
HP0170,21
HP0171,30
HP0172,21
HP0173,13
HP0174,21
HP0175,18
HP0176,22
HP0177,22
HP0178,25
HP0179,21
HP0180,31
HP0181,30
HP0182,6
HP0183,22
HP0184,24
HP0185,18
HP0186,17
HP0187,18
HP0188,23
HP0189,36
HP0190,23
HP0191,18
HP0192,30
HP0193,21
HP0194,32
HP0195,24
HP0196,20
HP0197,19
HP0198,17
HP0199,21
HP0200,33
HP0201,17
HP0202,22
HP0203,29
HP0204,32
HP0205,20
HP0206,13
HP0207,29
HP0208,25
HP0209,18
HP0210,21
HP0211,28
HP0212,20
HP0213,22
HP0214,18
HP0215,20
HP0216,21
HP0217,4
HP0218,29
HP0219,20
HP0220,24
HP0221,20
HP0222,21
HP0223,28
HP0224,20
HP0225,27
HP0226,30
HP0227,25
HP0228,27
HP0229,21
HP0230,17
HP0231,23
HP0232,24
HP0233,21
HP0234,29
HP0235,27
HP0236,14
HP0237,24
HP0238,20
HP0239,21
HP0240,24
HP0241,24
HP0242,28
HP0243,20
HP0244,21
HP0245,20
HP0246,20
HP0247,21
HP0248,18
HP0249,29
HP0250,17
HP0251,20
HP0252,21
HP0253,20
HP0254,18
HP0255,21
HP0256,15
HP0257,21
HP0258,21
HP0259,20
HP0260,29
HP0261,20
HP0262,27
HP0263,22
HP0264,29
HP0265,24
HP0266,20
HP0267,25
HP0268,21
HP0269,20
HP0270,20
HP0271,30
HP0272,22
HP0273,23
HP0274,19
HP0275,20
HP0276,19
HP0277,6
HP0278,25
HP0279,25
HP0280,20
HP0281,19
HP0282,21
HP0283,22
HP0284,17
HP0285,23
HP0286,22
HP0287,8
HP0288,26
HP0289,23
HP0290,31
HP0291,20
HP0292,22
HP0293,23
