hp_response_id,similarity_reference_B
HP2801,32
HP2802,38
HP2803,34
HP2804,8
HP2805,30
HP2806,0
HP2807,34
HP2808,34
HP2809,34
HP2810,4
HP2811,0
HP2812,40
HP2813,30
HP2814,34
HP2815,30
HP2816,36
HP2817,12
HP2818,32
HP2819,18
HP2820,18
HP2821,30
HP2822,32
HP2823,30
HP2824,38
HP2825,24
HP2826,38
HP2827,20
HP2828,18
HP2829,4
HP2830,38
HP2831,8
HP2832,4
HP2833,45
HP2834,8
HP2835,51
HP2836,20
HP2837,42
HP2838,35
HP2839,4
HP2840,4
HP2841,32
HP2842,52
HP2843,36
HP2844,18
HP2845,40
HP2846,20
HP2847,0
HP2848,34
HP2849,30
HP2850,32
HP2851,8
HP2852,30
HP2853,60
HP2854,36
HP2855,36
HP2856,32
HP2857,34
HP2858,0
HP2859,66
HP2860,36
HP2861,28
HP2862,6
HP2863,20
HP2864,2
HP2865,1
HP2866,40
HP2867,32
HP2868,8
HP2869,34
HP2870,36
HP2871,36
HP2872,34
HP2873,44
HP2874,28
HP2875,48
HP2876,30
HP2877,8
HP2878,35
HP2879,8
HP2880,18
HP2881,44
HP2882,18
HP2883,32
HP2884,38
HP2885,42
HP2886,8
HP2887,28
HP2888,5
HP2889,24
HP2890,30
HP2891,35
HP2892,34
HP2893,4
HP2894,4
HP2895,38
HP2896,18
HP2897,35
HP2898,26
HP2899,41
HP2900,36
HP2901,34
HP2902,32
HP2903,38
HP2904,40
HP2905,42
HP2906,38
HP2907,22
HP2908,28
HP2909,32
HP2910,34
HP2911,40
HP2912,36
HP2913,42
HP2914,5
HP2915,37
HP2916,28
HP2917,4
HP2918,5
HP2919,3
HP2920,20
HP2921,14
HP2922,34
HP2923,34
HP2924,2
HP2925,32
HP2926,32
HP2927,30
HP2928,2
HP2929,34
HP2930,40
HP2931,12
HP2932,38
HP2933,40
HP2934,42
HP2935,5
HP2936,5
HP2937,28
HP2938,28
HP2939,32
HP2940,20
HP2941,12
HP2942,34
HP2943,35
HP2944,24
HP2945,34
HP2946,15
HP2947,36
HP2948,24
HP2949,44
HP2950,32
HP2951,20
HP2952,16
HP2953,18
HP2954,34
HP2955,32
HP2956,34
HP2957,52
HP2958,34
HP2959,4
HP2960,34
HP2961,30
HP2962,44
HP2963,20
HP2964,32
HP2965,42
HP2966,0
HP2967,30
HP2968,36
HP2969,35
HP2970,6
HP2971,45
HP2972,32
HP2973,18
HP2974,34
HP2975,28
HP2976,34
HP2977,32
HP2978,34
HP2979,48
HP2980,36
HP2981,6
HP2982,34
HP2983,0
HP2984,30
HP2985,32
HP2986,34
HP2987,34
HP2988,34
HP2989,8
HP2990,34
HP2991,34
HP2992,38
HP2993,24
HP2994,30
HP2995,42
HP2996,2
HP2997,34
HP2998,8
HP2999,34
HP3000,34
HP3001,32
HP3002,40
HP3003,45
HP3004,34
HP3005,8
HP3006,4
HP3007,3
HP3008,34
HP3009,32
HP3010,2
HP3011,0
HP3012,20
HP3013,34
HP3014,0
HP3015,4
HP3016,20
HP3017,3
HP3018,32
HP3019,40
HP3020,36
HP3021,22
HP3022,26
HP3023,4
HP3024,34
HP3025,32
HP3026,34
HP3027,42
HP3028,0
HP3029,38
HP3030,18
HP3031,3
HP3032,38
HP3033,2
HP3034,18
HP3035,18
HP3036,34
HP3037,38
HP3038,52
HP3039,18
HP3040,28
HP3041,45
HP3042,18
HP3043,24
HP3044,8
HP3045,42
HP3046,36
HP3047,40
HP3048,0
HP3049,0
HP3050,34
HP3051,3
HP3052,38
HP3053,42
HP3054,34
HP3055,10
HP3056,22
HP3057,4
HP3058,36
HP3059,34
HP3060,34
HP3061,26
HP3062,10
HP3063,50
HP3064,34
HP3065,34
HP3066,18
HP3067,38
HP3068,40
HP3069,36
HP3070,38
HP3071,4
HP3072,40
HP3073,30
HP3074,4
HP3075,40
HP3076,36
HP3077,34
HP3078,42
HP3079,38
HP3080,8
HP3081,44
HP3082,10
HP3083,66
HP3084,12
HP3085,35
HP3086,32
HP3087,44
HP3088,8
HP3089,30
HP3090,36
HP3091,18
HP3092,28
HP3093,32
HP3094,16
HP3095,12
HP3096,36
HP3097,3
HP3098,34
HP3099,34
HP3100,32
HP3101,61
HP3102,40
HP3103,38
HP3104,6
HP3105,2
HP3106,42
HP3107,34
HP3108,36
HP3109,32
HP3110,42
HP3111,38
HP3112,16
HP3113,6
HP3114,32
HP3115,42
HP3116,28
HP3117,32
HP3118,25
HP3119,28
HP3120,30
HP3121,38
HP3122,0
HP3123,34
HP3124,32
HP3125,36
HP3126,34
HP3127,38
HP3128,28
HP3129,32
HP3130,34
HP3131,42
HP3132,4
HP3133,34
HP3134,2
HP3135,3
HP3136,34
HP3137,42
HP3138,38
HP3139,35
HP3140,36
HP3141,16
HP3142,40
HP3143,28
HP3144,34
HP3145,34
HP3146,4
HP3147,34
HP3148,32
HP3149,32
HP3150,38
HP3151,38
HP3152,0
HP3153,34
HP3154,40
HP3155,32
HP3156,12
HP3157,34
HP3158,34
HP3159,16
HP3160,36
HP3161,34
HP3162,20
HP3163,20
HP3164,24
HP3165,36
HP3166,10
HP3167,34
HP3168,36
HP3169,55
HP3170,34
HP3171,34
HP3172,18
HP3173,0
HP3174,32
HP3175,18
HP3176,32
HP3177,34
HP3178,28
HP3179,34
HP3180,38
HP3181,38
HP3182,44
HP3183,8
HP3184,34
HP3185,42
HP3186,36
HP3187,34
HP3188,40
HP3189,22
HP3190,0
HP3191,38
HP3192,0
HP3193,34
HP3194,34
HP3195,77
HP3196,4
HP3197,38
HP3198,34
HP3199,72
HP3200,32
