hp_response_id,similarity_reference_B
HP4401,62
HP4402,37
HP4403,62
HP4404,50
HP4405,56
HP4406,0
HP4407,62
HP4408,0
HP4409,25
HP4410,6
HP4411,0
HP4412,45
HP4413,18
HP4414,26
HP4415,22
HP4416,40
HP4417,0
HP4418,63
HP4419,20
HP4420,18
HP4421,52
HP4422,42
HP4423,12
HP4424,26
HP4425,17
HP4426,58
HP4427,2
HP4428,25
HP4429,1
HP4430,67
HP4431,65
HP4432,0
HP4433,30
HP4434,20
HP4435,66
HP4436,3
HP4437,15
HP4438,20
HP4439,10
HP4440,13
HP4441,45
HP4442,54
HP4443,43
HP4444,50
HP4445,50
HP4446,30
HP4447,18
HP4448,42
HP4449,72
HP4450,40
HP4451,8
HP4452,48
HP4453,84
HP4454,45
HP4455,56
HP4456,45
HP4457,47
HP4458,5
HP4459,82
HP4460,46
HP4461,32
HP4462,5
HP4463,18
HP4464,0
HP4465,0
HP4466,64
HP4467,49
HP4468,5
HP4469,8
HP4470,46
HP4471,19
HP4472,31
HP4473,64
HP4474,10
HP4475,17
HP4476,49
HP4477,18
HP4478,58
HP4479,12
HP4480,64
HP4481,65
HP4482,3
HP4483,54
HP4484,47
HP4485,36
HP4486,8
HP4487,3
HP4488,4
HP4489,9
HP4490,8
HP4491,52
HP4492,52
HP4493,0
HP4494,4
HP4495,34
HP4496,6
HP4497,54
HP4498,30
HP4499,59
HP4500,59
HP4501,52
HP4502,48
HP4503,1
HP4504,25
HP4505,48
HP4506,70
HP4507,12
HP4508,21
HP4509,4
HP4510,48
HP4511,67
HP4512,49
HP4513,50
HP4514,4
HP4515,65
HP4516,20
HP4517,18
HP4518,29
HP4519,5
HP4520,43
HP4521,22
HP4522,54
HP4523,46
HP4524,0
HP4525,4
HP4526,45
HP4527,23
HP4528,5
HP4529,53
HP4530,67
HP4531,3
HP4532,45
HP4533,72
HP4534,62
HP4535,4
HP4536,58
HP4537,9
HP4538,5
HP4539,38
HP4540,16
HP4541,39
HP4542,45
HP4543,46
HP4544,12
HP4545,16
HP4546,18
HP4547,45
HP4548,44
HP4549,54
HP4550,0
HP4551,58
HP4552,0
HP4553,49
HP4554,42
HP4555,54
HP4556,53
HP4557,32
HP4558,54
HP4559,2
HP4560,42
HP4561,4
HP4562,58
HP4563,18
HP4564,26
HP4565,65
HP4566,8
HP4567,44
HP4568,17
HP4569,53
HP4570,27
HP4571,56
HP4572,18
HP4573,4
HP4574,45
HP4575,30
HP4576,8
HP4577,10
HP4578,47
HP4579,48
HP4580,53
HP4581,4
HP4582,49
HP4583,0
HP4584,22
HP4585,12
HP4586,65
HP4587,32
HP4588,52
HP4589,2
HP4590,50
HP4591,52
HP4592,50
HP4593,10
HP4594,13
HP4595,49
HP4596,0
HP4597,4
HP4598,18
HP4599,44
HP4600,46
HP4601,55
HP4602,48
HP4603,67
HP4604,12
HP4605,0
HP4606,3
HP4607,42
HP4608,50
HP4609,46
HP4610,0
HP4611,0
HP4612,4
HP4613,42
HP4614,5
HP4615,2
HP4616,2
HP4617,5
HP4618,47
HP4619,53
HP4620,30
HP4621,44
HP4622,2
HP4623,10
HP4624,57
HP4625,0
HP4626,2
HP4627,12
HP4628,0
HP4629,65
HP4630,51
HP4631,4
HP4632,53
HP4633,0
HP4634,14
HP4635,18
HP4636,2
HP4637,0
HP4638,72
HP4639,20
HP4640,9
HP4641,54
HP4642,54
HP4643,33
HP4644,7
HP4645,71
HP4646,42
HP4647,43
HP4648,1
HP4649,36
HP4650,63
HP4651,2
HP4652,51
HP4653,74
HP4654,66
HP4655,57
HP4656,2
HP4657,7
HP4658,48
HP4659,8
HP4660,46
HP4661,44
HP4662,3
HP4663,5
HP4664,48
HP4665,33
HP4666,45
HP4667,55
HP4668,51
HP4669,46
HP4670,59
HP4671,2
HP4672,12
HP4673,46
HP4674,61
HP4675,51
HP4676,58
HP4677,47
HP4678,10
HP4679,5
HP4680,6
HP4681,27
HP4682,51
HP4683,10
HP4684,54
HP4685,45
HP4686,55
HP4687,72
HP4688,5
HP4689,66
HP4690,34
HP4691,14
HP4692,18
HP4693,49
HP4694,49
HP4695,0
HP4696,45
HP4697,5
HP4698,42
HP4699,52
HP4700,0
HP4701,82
HP4702,45
HP4703,54
HP4704,43
HP4705,12
HP4706,59
HP4707,4
HP4708,56
HP4709,43
HP4710,49
HP4711,55
HP4712,2
HP4713,6
HP4714,42
HP4715,66
HP4716,55
HP4717,12
HP4718,41
HP4719,36
HP4720,50
HP4721,12
HP4722,17
HP4723,33
HP4724,5
HP4725,45
HP4726,18
HP4727,47
HP4728,1
HP4729,5
HP4730,12
HP4731,50
HP4732,4
HP4733,49
HP4734,0
HP4735,4
HP4736,49
HP4737,43
HP4738,37
HP4739,46
HP4740,51
HP4741,44
HP4742,70
HP4743,13
HP4744,50
HP4745,60
HP4746,3
HP4747,44
HP4748,20
HP4749,48
HP4750,64
HP4751,50
HP4752,8
HP4753,49
HP4754,52
HP4755,49
HP4756,5
HP4757,47
HP4758,20
HP4759,16
HP4760,43
HP4761,50
HP4762,20
HP4763,25
HP4764,1
HP4765,49
HP4766,12
HP4767,14
HP4768,5
HP4769,53
HP4770,48
HP4771,48
HP4772,10
HP4773,0
HP4774,3
HP4775,45
HP4776,43
HP4777,43
HP4778,35
HP4779,50
HP4780,46
HP4781,58
HP4782,68
HP4783,28
HP4784,42
HP4785,52
HP4786,42
HP4787,39
HP4788,46
HP4789,8
HP4790,0
HP4791,55
HP4792,1
HP4793,3
HP4794,61
HP4795,97
HP4796,3
HP4797,65
HP4798,87
HP4799,92
HP4800,10
