hp_response_id,similarity_reference_B
HP3201,2
HP3202,20
HP3203,24
HP3204,8
HP3205,62
HP3206,22
HP3207,1
HP3208,1
HP3209,28
HP3210,38
HP3211,42
HP3212,8
HP3213,32
HP3214,28
HP3215,34
HP3216,32
HP3217,12
HP3218,10
HP3219,30
HP3220,44
HP3221,0
HP3222,18
HP3223,14
HP3224,30
HP3225,22
HP3226,18
HP3227,18
HP3228,36
HP3229,58
HP3230,18
HP3231,8
HP3232,18
HP3233,44
HP3234,20
HP3235,32
HP3236,14
HP3237,0
HP3238,24
HP3239,65
HP3240,30
HP3241,8
HP3242,12
HP3243,24
HP3244,2
HP3245,38
HP3246,18
HP3247,34
HP3248,28
HP3249,2
HP3250,32
HP3251,30
HP3252,32
HP3253,38
HP3254,6
HP3255,26
HP3256,34
HP3257,38
HP3258,42
HP3259,4
HP3260,20
HP3261,34
HP3262,30
HP3263,32
HP3264,40
HP3265,16
HP3266,32
HP3267,30
HP3268,24
HP3269,34
HP3270,8
HP3271,22
HP3272,10
HP3273,18
HP3274,8
HP3275,4
HP3276,43
HP3277,22
HP3278,8
HP3279,22
HP3280,25
HP3281,4
HP3282,20
HP3283,28
HP3284,36
HP3285,8
HP3286,24
HP3287,44
HP3288,20
HP3289,18
HP3290,2
HP3291,34
HP3292,20
HP3293,18
HP3294,18
HP3295,30
HP3296,34
HP3297,38
HP3298,20
HP3299,36
HP3300,38
HP3301,18
HP3302,26
HP3303,8
HP3304,14
HP3305,26
HP3306,3
HP3307,34
HP3308,24
HP3309,36
HP3310,50
HP3311,24
HP3312,8
HP3313,20
HP3314,30
HP3315,16
HP3316,18
HP3317,36
HP3318,22
HP3319,38
HP3320,24
HP3321,26
HP3322,60
HP3323,61
HP3324,60
HP3325,24
HP3326,38
HP3327,32
HP3328,14
HP3329,14
HP3330,26
HP3331,34
HP3332,4
HP3333,38
HP3334,38
HP3335,48
HP3336,32
HP3337,22
HP3338,38
HP3339,36
HP3340,28
HP3341,2
HP3342,65
HP3343,12
HP3344,12
HP3345,22
HP3346,10
HP3347,14
HP3348,38
HP3349,43
HP3350,4
HP3351,34
HP3352,34
HP3353,40
HP3354,32
HP3355,36
HP3356,40
HP3357,10
HP3358,52
HP3359,30
HP3360,3
HP3361,28
HP3362,30
HP3363,48
HP3364,52
HP3365,36
HP3366,0
HP3367,0
HP3368,14
HP3369,38
HP3370,6
HP3371,1
HP3372,12
HP3373,20
HP3374,36
HP3375,18
HP3376,18
HP3377,26
HP3378,30
HP3379,36
HP3380,8
HP3381,22
HP3382,8
HP3383,14
HP3384,36
HP3385,8
HP3386,4
HP3387,4
HP3388,55
HP3389,32
HP3390,28
HP3391,24
HP3392,32
HP3393,44
HP3394,16
