hp_response_id,similarity_reference_A
HP2801,6
HP2802,7
HP2803,6
HP2804,2
HP2805,6
HP2806,0
HP2807,6
HP2808,5
HP2809,6
HP2810,51
HP2811,0
HP2812,6
HP2813,5
HP2814,7
HP2815,40
HP2816,10
HP2817,3
HP2818,18
HP2819,61
HP2820,5
HP2821,20
HP2822,5
HP2823,6
HP2824,42
HP2825,38
HP2826,9
HP2827,26
HP2828,3
HP2829,4
HP2830,10
HP2831,3
HP2832,1
HP2833,17
HP2834,5
HP2835,40
HP2836,61
HP2837,30
HP2838,2
HP2839,3
HP2840,3
HP2841,6
HP2842,39
HP2843,6
HP2844,3
HP2845,7
HP2846,8
HP2847,0
HP2848,6
HP2849,8
HP2850,6
HP2851,4
HP2852,5
HP2853,11
HP2854,6
HP2855,7
HP2856,6
HP2857,6
HP2858,1
HP2859,30
HP2860,8
HP2861,27
HP2862,3
HP2863,3
HP2864,1
HP2865,1
HP2866,7
HP2867,7
HP2868,56
HP2869,45
HP2870,6
HP2871,32
HP2872,6
HP2873,95
HP2874,16
HP2875,12
HP2876,5
HP2877,5
HP2878,4
HP2879,2
HP2880,35
HP2881,5
HP2882,49
HP2883,6
HP2884,8
HP2885,15
HP2886,3
HP2887,5
HP2888,3
HP2889,20
HP2890,7
HP2891,7
HP2892,6
HP2893,3
HP2894,3
HP2895,7
HP2896,62
HP2897,8
HP2898,57
HP2899,12
HP2900,6
HP2901,6
HP2902,6
HP2903,5
HP2904,8
HP2905,9
HP2906,6
HP2907,25
HP2908,55
HP2909,13
HP2910,6
HP2911,10
HP2912,6
HP2913,9
HP2914,3
HP2915,8
HP2916,5
HP2917,3
HP2918,2
HP2919,2
HP2920,26
HP2921,20
HP2922,6
HP2923,6
HP2924,0
HP2925,31
HP2926,8
HP2927,34
HP2928,2
HP2929,6
HP2930,8
HP2931,5
HP2932,6
HP2933,9
HP2934,10
HP2935,3
HP2936,3
HP2937,22
HP2938,2
HP2939,5
HP2940,62
HP2941,7
HP2942,6
HP2943,6
HP2944,78
HP2945,6
HP2946,4
HP2947,6
HP2948,7
HP2949,11
HP2950,6
HP2951,4
HP2952,5
HP2953,72
HP2954,6
HP2955,5
HP2956,6
HP2957,12
HP2958,5
HP2959,3
HP2960,5
HP2961,5
HP2962,17
HP2963,64
HP2964,31
HP2965,7
HP2966,1
HP2967,5
HP2968,26
HP2969,8
HP2970,50
HP2971,10
HP2972,18
HP2973,25
HP2974,6
HP2975,41
HP2976,6
HP2977,40
HP2978,5
HP2979,25
HP2980,7
HP2981,3
HP2982,6
HP2983,2
HP2984,5
HP2985,5
HP2986,6
HP2987,9
HP2988,5
HP2989,2
HP2990,5
HP2991,5
HP2992,6
HP2993,2
HP2994,24
HP2995,18
HP2996,0
HP2997,6
HP2998,7
HP2999,5
HP3000,6
HP3001,6
HP3002,7
HP3003,12
HP3004,30
HP3005,56
HP3006,3
HP3007,8
HP3008,6
HP3009,19
HP3010,0
HP3011,1
HP3012,25
HP3013,7
HP3014,1
HP3015,2
HP3016,25
HP3017,1
HP3018,3
HP3019,9
HP3020,6
HP3021,5
HP3022,20
HP3023,3
HP3024,6
HP3025,5
HP3026,5
HP3027,29
HP3028,0
HP3029,7
HP3030,42
HP3031,3
HP3032,8
HP3033,0
HP3034,60
HP3035,2
HP3036,6
HP3037,6
HP3038,7
HP3039,3
HP3040,21
HP3041,10
HP3042,7
HP3043,5
HP3044,20
HP3045,8
HP3046,7
HP3047,7
HP3048,0
HP3049,1
HP3050,6
HP3051,3
HP3052,7
HP3053,8
HP3054,6
HP3055,1
HP3056,3
HP3057,3
HP3058,6
HP3059,18
HP3060,6
HP3061,5
HP3062,61
HP3063,10
HP3064,5
HP3065,30
HP3066,2
HP3067,7
HP3068,8
HP3069,6
HP3070,5
HP3071,3
HP3072,28
HP3073,5
HP3074,3
HP3075,20
HP3076,6
HP3077,5
HP3078,10
HP3079,6
HP3080,32
HP3081,68
HP3082,17
HP3083,28
HP3084,36
HP3085,7
HP3086,6
HP3087,75
HP3088,5
HP3089,6
HP3090,5
HP3091,1
HP3092,12
HP3093,6
HP3094,45
HP3095,3
HP3096,6
HP3097,3
HP3098,5
HP3099,6
HP3100,5
HP3101,25
HP3102,9
HP3103,7
HP3104,4
HP3105,18
HP3106,10
HP3107,6
HP3108,7
HP3109,6
HP3110,8
HP3111,12
HP3112,17
HP3113,4
HP3114,5
HP3115,10
HP3116,20
HP3117,5
HP3118,25
HP3119,13
HP3120,5
HP3121,7
HP3122,1
HP3123,5
HP3124,6
HP3125,6
HP3126,6
HP3127,8
HP3128,4
HP3129,5
HP3130,5
HP3131,8
HP3132,3
HP3133,6
HP3134,0
HP3135,38
HP3136,6
HP3137,30
HP3138,30
HP3139,6
HP3140,6
HP3141,4
HP3142,25
HP3143,22
HP3144,5
HP3145,6
HP3146,14
HP3147,18
HP3148,5
HP3149,5
HP3150,7
HP3151,6
HP3152,0
HP3153,6
HP3154,44
HP3155,5
HP3156,28
HP3157,6
HP3158,6
HP3159,2
HP3160,3
HP3161,6
HP3162,3
HP3163,26
HP3164,62
HP3165,6
HP3166,9
HP3167,6
HP3168,25
HP3169,9
HP3170,6
HP3171,6
HP3172,35
HP3173,0
HP3174,4
HP3175,26
HP3176,6
HP3177,5
HP3178,12
HP3179,6
HP3180,3
HP3181,19
HP3182,7
HP3183,5
HP3184,6
HP3185,15
HP3186,6
HP3187,6
HP3188,7
HP3189,34
HP3190,3
HP3191,33
HP3192,1
HP3193,6
HP3194,6
HP3195,25
HP3196,3
HP3197,3
HP3198,48
HP3199,25
HP3200,6
