hp_response_id,category_num
HP2450,1
HP2451,3
HP2452,2
HP2453,2
HP2454,0
HP2455,0
HP2456,2
HP2457,0
HP2458,1
HP2459,0
HP2460,0
HP2461,1
HP2462,1
HP2463,1
HP2464,2
HP2465,0
HP2466,0
HP2467,1
HP2468,1
HP2470,3
HP2471,0
HP2472,2
HP2473,0
HP2474,0
HP2475,2
HP2476,2
HP2477,1
HP2478,3
HP2479,0
HP2481,0
HP2482,0
HP2484,0
HP2485,0
HP2486,0
HP2487,2
HP2488,0
HP2489,3
HP2490,0
HP2491,0
HP2492,3
HP2493,3
HP2494,2
HP2495,0
HP2496,2
HP2497,2
HP2498,0
HP2500,0
HP2502,2
HP2503,1
HP2504,0
HP2505,0
HP2506,2
HP2507,0
HP2508,2
HP2509,0
HP2511,0
HP2512,3
HP2513,0
HP2514,2
HP2515,3
HP2516,1
HP2517,0
HP2518,2
HP2519,1
HP2520,0
HP2521,1
HP2522,3
HP2523,2
HP2524,3
HP2526,2
HP2527,0
HP2528,0
HP2529,2
HP2530,1
HP2531,2
HP2532,0
HP2533,0
HP2534,1
HP2535,1
HP2536,0
HP2537,0
HP2538,2
HP2539,0
HP2540,0
HP2541,3
HP2542,1
HP2543,3
HP2544,0
HP2545,2
HP2547,2
HP2548,0
HP2549,0
HP2550,1
HP2551,2
HP2553,2
HP2554,2
HP2555,1
HP2556,2
HP2557,0
HP2558,2
HP2559,0
HP2560,0
HP2561,2
HP2562,0
HP2563,2
HP2564,0
HP2566,1
HP2567,0
HP2568,3
HP2569,0
HP2570,1
HP2571,3
HP2572,0
HP2573,2
HP2574,0
HP2575,3
HP2576,0
HP2577,0
HP2578,0
HP2579,0
HP2580,0
HP2581,0
HP2582,3
HP2583,2
HP2584,1
HP2585,3
HP2586,0
HP2587,1
HP2589,0
HP2590,0
HP2591,0
HP2592,1
HP2594,0
HP2595,0
HP2597,1
HP2598,2
HP2600,3
HP2601,2
HP2602,1
HP2604,2
HP2605,1
HP2606,0
HP2607,2
HP2608,2
HP2609,1
HP2610,2
HP2612,0
HP2613,0
HP2614,0
HP2615,1
HP2616,2
HP2617,2
HP2618,2
HP2620,1
HP2621,0
HP2622,0
HP2623,0
HP2624,1
HP2625,0
HP2626,2
HP2627,2
HP2628,0
HP2629,1
HP2630,0
HP2631,2
HP2632,1
HP2633,1
HP2634,0
HP2635,2
HP2638,3
HP2639,1
HP2640,0
HP2642,1
HP2644,3
HP2645,0
HP2646,3
HP2647,3
HP2648,0
HP2649,3
HP2650,0
HP2651,3
HP2652,0
HP2653,0
HP2654,0
HP2656,1
HP2657,2
HP2658,0
HP2659,2
HP2660,0
HP2661,3
HP2663,2
HP2664,1
HP2665,3
HP2666,2
HP2667,0
HP2668,0
HP2669,0
HP2670,2
HP2671,0
HP2673,0
HP2674,3
HP2675,2
HP2676,0
HP2677,0
HP2678,1
HP2679,3
HP2680,0
HP2682,2
HP2684,0
HP2685,3
HP2686,3
HP2687,0
HP2688,2
HP2689,2
HP2691,1
HP2692,2
HP2693,3
HP2694,0
HP2695,0
HP2696,2
HP2697,0
HP2698,2
HP2699,2
HP2700,0
HP2701,0
HP2702,2
HP2703,0
HP2705,3
HP2706,3
HP2707,3
HP2708,0
HP2709,2
HP2710,0
HP2711,1
HP2712,3
HP2714,2
HP2715,2
HP2716,0
HP2718,0
HP2719,3
HP2720,0
HP2721,3
HP2722,1
HP2723,0
HP2724,0
HP2725,0
HP2726,2
