hp_response_id,category_num
HP1601,0
HP1602,2
HP1603,2
HP1604,2
HP1605,1
HP1606,2
HP1607,2
HP1608,1
HP1609,2
HP1610,1
HP1611,2
HP1612,3
HP1613,0
HP1614,0
HP1615,2
HP1616,0
HP1617,3
HP1618,0
HP1619,1
HP1620,0
HP1621,0
HP1622,1
HP1623,3
HP1624,0
HP1625,3
HP1626,0
HP1627,0
HP1628,2
HP1629,0
HP1630,2
HP1631,1
HP1632,3
HP1633,0
HP1634,1
HP1635,0
HP1636,1
HP1637,0
HP1638,0
HP1639,3
HP1640,2
HP1641,2
HP1642,1
HP1643,0
HP1644,1
HP1645,2
HP1646,0
HP1647,0
HP1648,0
HP1649,1
HP1650,0
HP1651,0
HP1652,2
HP1653,2
HP1654,0
HP1655,0
HP1656,2
HP1657,0
HP1658,0
HP1659,0
HP1660,0
HP1661,1
HP1662,0
HP1663,1
HP1664,0
HP1665,1
HP1666,2
HP1667,2
HP1668,1
HP1669,3
HP1670,0
HP1671,0
HP1672,1
HP1673,0
HP1674,0
HP1675,2
HP1676,3
HP1677,0
HP1678,3
HP1679,0
HP1680,3
HP1681,0
HP1682,0
HP1683,3
HP1684,0
HP1685,0
HP1686,2
HP1687,2
HP1688,0
HP1689,3
HP1690,0
HP1691,0
HP1692,3
HP1693,3
HP1694,0
HP1695,0
HP1696,2
HP1697,2
HP1698,0
HP1699,2
HP1700,0
HP1701,0
HP1702,2
HP1703,1
HP1704,0
HP1705,0
HP1706,0
HP1707,0
HP1708,2
HP1709,3
HP1710,3
HP1711,0
HP1712,3
HP1713,0
HP1714,3
HP1715,3
HP1716,1
HP1717,0
HP1718,2
HP1719,2
HP1720,0
HP1721,1
HP1722,3
HP1723,1
HP1724,3
HP1725,0
HP1726,2
HP1727,0
HP1728,1
HP1729,0
HP1730,2
HP1731,2
HP1732,0
HP1733,0
HP1734,1
HP1735,1
HP1736,0
HP1737,2
HP1738,2
HP1739,2
HP1740,0
HP1741,2
HP1742,1
HP1743,0
HP1744,0
HP1745,0
HP1746,1
HP1747,0
HP1748,0
HP1749,0
HP1750,0
HP1751,1
HP1752,0
HP1753,2
HP1754,0
HP1755,1
HP1756,2
HP1757,0
HP1758,0
HP1759,0
HP1760,1
HP1761,0
HP1762,0
HP1763,2
HP1764,0
HP1765,0
HP1766,0
HP1767,3
HP1768,0
HP1769,0
HP1770,0
HP1771,3
HP1772,0
HP1773,2
HP1774,1
HP1775,1
HP1776,0
HP1777,2
HP1778,2
HP1779,0
HP1781,0
HP1782,3
HP1783,2
HP1784,2
HP1785,3
HP1786,0
HP1787,1
HP1788,3
HP1789,0
HP1790,0
HP1791,0
HP1792,1
HP1793,3
HP1794,1
HP1795,0
HP1796,2
HP1797,0
HP1798,1
HP1799,1
HP1800,3
HP1801,2
HP1802,3
HP1803,0
HP1804,0
HP1805,1
HP1806,0
HP1807,2
HP1808,0
HP1809,1
HP1810,1
HP1811,0
HP1812,3
HP1813,2
HP1814,0
HP1815,2
HP1816,0
HP1817,2
HP1818,2
HP1819,2
HP1820,3
HP1821,0
HP1822,1
HP1823,0
HP1824,0
HP1825,3
HP1826,2
HP1827,2
HP1828,0
HP1829,1
HP1830,2
HP1831,2
HP1832,1
HP1833,2
HP1834,2
HP1835,2
HP1836,2
HP1837,2
HP1838,2
HP1839,1
HP1840,0
HP1841,2
HP1842,1
HP1843,1
HP1844,3
HP1845,0
HP1846,3
HP1847,3
HP1848,0
HP1849,3
HP1850,0
HP1851,3
HP1852,2
HP1853,0
HP1854,0
HP1855,3
HP1856,1
HP1857,1
HP1858,0
HP1859,3
HP1860,3
HP1861,3
HP1862,3
HP1863,2
HP1864,1
HP1865,3
HP1866,2
HP1867,0
HP1868,0
HP1869,0
HP1870,1
HP1871,0
HP1872,2
HP1873,0
HP1874,3
HP1875,3
HP1876,0
HP1877,2
HP1878,1
HP1879,3
HP1880,0
HP1881,0
HP1882,1
HP1883,3
HP1884,0
HP1885,3
HP1886,0
HP1887,0
HP1888,3
HP1889,0
HP1890,1
HP1891,0
HP1892,0
HP1893,0
HP1894,0
HP1896,0
HP1897,3
HP1898,0
HP1899,0
HP1900,0
HP1901,0
HP1902,2
HP1903,0
HP1904,3
HP1905,3
HP1906,3
HP1907,3
HP1908,0
HP1909,2
HP1910,3
HP1911,3
HP1912,3
HP1913,1
HP1914,2
HP1915,2
HP1916,0
HP1917,0
HP1918,2
HP1919,3
HP1920,2
HP1921,3
HP1922,2
HP1923,2
HP1924,3
HP1925,0
HP1926,2
HP1927,3
HP1928,0
HP1929,2
HP1930,0
HP1931,0
HP1933,3
HP1934,0
HP1936,0
HP1937,1
HP1938,2
HP1939,0
HP1940,2
HP1941,3
HP1942,3
HP1943,2
HP1944,3
HP1945,0
HP1946,0
HP1947,0
HP1948,1
HP1949,0
HP1950,3
HP1951,3
HP1952,3
HP1953,3
HP1954,0
HP1955,3
HP1956,0
HP1957,1
HP1958,0
HP1959,1
HP1960,0
HP1961,0
HP1962,0
HP1963,1
HP1964,1
HP1965,3
HP1966,1
HP1967,0
HP1968,3
HP1969,0
HP1970,2
HP1971,0
HP1972,1
HP1973,0
HP1974,3
HP1975,2
HP1977,1
HP1978,2
HP1979,0
HP1980,0
HP1981,0
HP1982,3
HP1983,3
HP1984,0
HP1985,2
HP1986,2
HP1987,3
HP1988,3
HP1989,2
HP1990,0
HP1991,0
HP1993,0
HP1994,0
HP1995,1
HP1996,3
HP1997,0
HP1998,0
HP1999,3
HP2000,0
HP2001,3
HP2002,2
HP2003,3
HP2004,0
HP2007,0
HP2008,0
