hp_response_id,category_num
HP1112,1
HP1113,1
HP1114,3
HP1115,3
HP1118,3
HP1119,1
HP1121,3
HP1122,3
HP1123,1
HP1124,0
HP1126,1
HP1127,3
HP1128,3
HP1130,3
HP1131,0
HP1132,0
HP1133,1
HP1135,1
HP1137,1
HP1138,0
HP1139,1
HP1140,1
HP1141,1
HP1142,0
HP1143,3
HP1144,1
HP1145,0
HP1147,1
HP1148,1
HP1149,1
HP1150,1
HP1151,0
HP1152,3
HP1153,1
HP1154,1
HP1155,0
HP1156,1
HP1159,1
HP1160,3
HP1161,1
HP1163,3
HP1164,1
HP1165,1
HP1167,0
HP1168,1
HP1172,1
HP1173,1
HP1174,0
HP1175,0
HP1176,3
HP1177,1
HP1178,3
HP1180,3
HP1181,1
HP1182,0
HP1183,3
HP1185,1
HP1186,1
HP1188,0
HP1190,3
HP1191,1
HP1192,0
HP1193,1
HP1194,1
HP1195,0
HP1196,1
HP1198,0
HP1199,0
HP1200,1
HP1201,0
HP1202,3
HP1203,3
HP1204,3
HP1205,3
HP1206,0
HP1208,3
HP1209,0
HP1210,1
HP1211,3
HP1212,3
HP1213,3
HP1214,3
HP1216,3
HP1217,0
HP1218,1
HP1219,3
HP1220,3
HP1222,0
HP1223,3
HP1224,3
HP1225,0
HP1226,0
HP1227,1
HP1228,3
HP1230,1
HP1231,1
HP1232,1
HP1233,3
HP1234,1
HP1235,3
HP1236,0
HP1238,3
HP1239,3
HP1240,3
HP1241,1
HP1242,3
HP1243,3
HP1245,0
HP1247,1
HP1248,3
HP1249,1
HP1250,3
HP1252,1
HP1253,1
HP1254,0
HP1255,0
HP1256,3
HP1257,3
HP1258,1
HP1259,0
HP1260,1
HP1261,3
HP1262,3
HP1263,3
HP1264,0
HP1265,3
HP1266,0
HP1267,0
HP1268,3
HP1269,1
HP1270,1
HP1271,3
HP1272,3
HP1273,3
HP1274,1
HP1275,3
HP1277,0
HP1278,3
HP1279,3
HP1280,3
HP1281,3
HP1282,3
HP1283,3
HP1284,3
HP1285,0
HP1286,0
HP1287,3
HP1288,3
HP1289,1
HP1290,0
HP1291,1
HP1292,3
HP1293,0
HP1294,3
HP1295,3
HP1296,3
HP1298,3
HP1299,3
HP1300,3
HP1302,0
HP1304,0
HP1306,3
HP1307,0
HP1309,3
HP1310,3
HP1311,0
HP1312,3
HP1315,0
HP1318,3
HP1319,3
HP1320,3
HP1322,3
HP1326,0
HP1328,3
HP1330,0
HP1331,1
HP1332,1
HP1333,3
HP1334,0
HP1335,3
HP1336,3
HP1338,3
HP1339,3
HP1340,1
HP1341,3
HP1342,3
HP1343,3
HP1344,1
HP1345,3
HP1346,3
HP1347,1
HP1348,3
HP1349,1
HP1350,3
HP1354,3
HP1357,3
HP1358,3
HP1359,1
HP1360,0
HP1361,3
HP1362,3
HP1363,1
HP1364,3
HP1365,0
HP1366,3
HP1367,3
HP1368,0
HP1369,3
HP1372,3
HP1373,3
HP1374,3
HP1375,3
HP1376,0
HP1377,0
HP1378,3
HP1379,3
HP1380,0
HP1381,1
HP1382,0
HP1383,1
HP1384,0
HP1385,3
HP1386,1
HP1387,3
HP1389,3
HP1391,1
HP1392,0
