StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q237,Q224,Q239,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,reasons,beliefs,P1_ID,P1_CHOICE,LOCK_TOKEN,P2,attention_check,Q_DataPolicyViolations
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"This question concerns the following problem: Often, participants click through surveys like this one without reading the instructions carefully. As a consequence, many of the participants can't be used in research. To show us that you are reading the questions carefully, please give the following answers to the question below: ""Very interested"" and ""I’ve never heard of it"".

Based on the text you read above: How interested are you in American Football? - Very interested","This question concerns the following problem: Often, participants click through surveys like this one without reading the instructions carefully. As a consequence, many of the participants can't be used in research. To show us that you are reading the questions carefully, please give the following answers to the question below: ""Very interested"" and ""I’ve never heard of it"".

Based on the text you read above: How interested are you in American Football? - A bit interested","This question concerns the following problem: Often, participants click through surveys like this one without reading the instructions carefully. As a consequence, many of the participants can't be used in research. To show us that you are reading the questions carefully, please give the following answers to the question below: ""Very interested"" and ""I’ve never heard of it"".

Based on the text you read above: How interested are you in American Football? - Not interested at all","This question concerns the following problem: Often, participants click through surveys like this one without reading the instructions carefully. As a consequence, many of the participants can't be used in research. To show us that you are reading the questions carefully, please give the following answers to the question below: ""Very interested"" and ""I’ve never heard of it"".

Based on the text you read above: How interested are you in American Football? - I've never heard of it",You are being matched with..,The decision on how to split the money..,Player 2's decision..,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Do you accept or reject Player 1 proposed allocation?,"Please briefly explain your decision.



It is crucial that you answer this question truthfully and carefully.",Would you accept or reject Player 1 proposed allocation?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,reasons,beliefs,P1_ID,P1_CHOICE,LOCK_TOKEN,P2,attention_check,Q_DataPolicyViolations
"{""ImportId"":""startDate"",""timeZone"":""Z""}","{""ImportId"":""endDate"",""timeZone"":""Z""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Z""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID25"",""choiceId"":""1""}","{""ImportId"":""QID25"",""choiceId"":""2""}","{""ImportId"":""QID25"",""choiceId"":""3""}","{""ImportId"":""QID25"",""choiceId"":""4""}","{""ImportId"":""QID3""}","{""ImportId"":""QID4""}","{""ImportId"":""QID231""}","{""ImportId"":""QID236_FIRST_CLICK""}","{""ImportId"":""QID236_LAST_CLICK""}","{""ImportId"":""QID236_PAGE_SUBMIT""}","{""ImportId"":""QID236_CLICK_COUNT""}","{""ImportId"":""QID13_FIRST_CLICK""}","{""ImportId"":""QID13_LAST_CLICK""}","{""ImportId"":""QID13_PAGE_SUBMIT""}","{""ImportId"":""QID13_CLICK_COUNT""}","{""ImportId"":""QID237""}","{""ImportId"":""QID224_TEXT""}","{""ImportId"":""QID239""}","{""ImportId"":""QID225_FIRST_CLICK""}","{""ImportId"":""QID225_LAST_CLICK""}","{""ImportId"":""QID225_PAGE_SUBMIT""}","{""ImportId"":""QID225_CLICK_COUNT""}","{""ImportId"":""mistake""}","{""ImportId"":""allocation""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""SESSION_ID""}","{""ImportId"":""STUDY_ID""}","{""ImportId"":""treatment""}","{""ImportId"":""transfer""}","{""ImportId"":""reasons""}","{""ImportId"":""beliefs""}","{""ImportId"":""P1_ID""}","{""ImportId"":""P1_CHOICE""}","{""ImportId"":""LOCK_TOKEN""}","{""ImportId"":""P2""}","{""ImportId"":""attention_check""}","{""ImportId"":""Q_DataPolicyViolations""}"
2026-04-20 15:21:50,2026-04-20 15:23:31,IP Address,,100,101,True,2026-04-20 15:23:32,R_5SJOuQGCuDTA4mZ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,4.065,0,0,0,2.007,0,Accept,"I think the proposed amount is fair, and I want us both to receive something",Reject,0,0,0.206,0,0,,69dd7568f1e8b52d0f86380b,69e6448624925bda8e55cf03,69e63ef74aa8ceec3eceacc5,,,"I think the proposed amount is fair, and I want us both to receive something",,69839e00693d0f360c3e6821,6,bba354f4-cfed-4620-b686-4b31947422e5,6,1,
2026-04-20 15:22:59,2026-04-20 15:23:51,IP Address,,100,51,True,2026-04-20 15:23:51,R_3VJE2FvWe32ejw9,,,,,,,anonymous,EN,Very interested,,,,,,,,,,,,,,,,,,,,,,0,,69d83904e321e4dccbb190c5,69e644c9e70fd4b9f9768073,69e63ef74aa8ceec3eceacc5,,,,,,,,,0,
2026-04-20 15:21:52,2026-04-20 15:24:35,IP Address,,100,162,True,2026-04-20 15:24:35,R_6R8ZIgJEdhbHCGk,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,3.374,0,0,0,2.011,0,Accept,"I feel that I don't have as much power to decide as player 1. Them taking a little more than me is unfair, but I don't know that I can hope for better. ",Reject,0,0,0.208,0,0,,69c1521d3cd53315b24584ec,69e6448befd0f1b4c809aaae,69e63ef74aa8ceec3eceacc5,,,"I feel that I don't have as much power to decide as player 1. Them taking a little more than me is unfair, but I don't know that I can hope for better. ",,69ab32d4e37a344bc8bd6526,7,7e97d5a3-3cd3-4fe5-89d7-eaad6a7a3adb,5,1,
2026-04-20 15:23:01,2026-04-20 15:25:26,IP Address,,100,144,True,2026-04-20 15:25:26,R_25vJNr6gqD6GM5m,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,3.544,0,0,0,2.11,0,Accept,The allocation is fair and split evenly which is what I would have done. I gladly accepted the proposal.,Accept,0,0,0.213,0,0,,652ab57b43610c9446896a24,69e644cd3b2b6bc89a027854,69e63ef74aa8ceec3eceacc5,,,The allocation is fair and split evenly which is what I would have done. I gladly accepted the proposal.,,6963cf282d02e0a582af1901,6,a6283f2a-d7f1-401e-ad81-903c1288023d,6,1,
2026-04-20 15:23:16,2026-04-20 15:25:38,IP Address,,100,141,True,2026-04-20 15:25:38,R_5wAdgFUe08g2mNG,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,6.041,0,0,0,2.003,0,Accept,"I think it's a fair amount. The other player could have given less, but chose to be fair in giving an amount he/she thought was acceptable",Reject,0,0,0.215,0,0,,698e5f864cc160f2bd78733a,69e644dfb7e08810bfb2224d,69e63ef74aa8ceec3eceacc5,,,"I think it's a fair amount. The other player could have given less, but chose to be fair in giving an amount he/she thought was acceptable",,699198e00ef2a3ec51fef431,6,726ec24e-046a-4a84-aaa5-b8fbd9d52e35,6,1,
2026-04-20 15:23:45,2026-04-20 15:25:48,IP Address,,100,122,True,2026-04-20 15:25:48,R_8m8Wr5rBrV2OgHT,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,3.939,0,0,0,2.004,0,Accept,"Player one has proposed an equal split, accepting the offer is the only option that makes sense.",Accept,0,0,0.207,0,0,,62b344e3e39755aabc5bed02,69e644fe76bb11631062a92c,69e63ef74aa8ceec3eceacc5,,,"Player one has proposed an equal split, accepting the offer is the only option that makes sense.",,67caf84c5760754278dd02c9,6,3b6991d3-065e-4a9c-838d-21abab5b9eaf,6,1,
2026-04-20 15:24:51,2026-04-20 15:26:05,IP Address,,100,74,True,2026-04-20 15:26:05,R_1wykBXy4AWe0Z45,,,,,,,anonymous,EN,Very interested,,,,,,,,,,,,,,,,,,,,,,0,,69c595862a585f09cc99aa88,69e6451af5b6de7ca1768021,69e63ef74aa8ceec3eceacc5,,,,,,,,,0,
2026-04-20 15:24:30,2026-04-20 15:27:00,IP Address,,100,150,True,2026-04-20 15:27:01,R_7uDvjakm328GaPe,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,3.824,0,0,0,2.01,0,Accept,"I want both of us to get paid the same, not get none. I was willing to accept the $6 for both of us so we both walked away with something. I am not a greedy person and again, I want both of us to walk away with some money, even if it's only $6. ",Reject,0,0,0.209,0,0,,69e048efbc9cf3d471355f93,69e645262a671abaa52e69a7,69e63ef74aa8ceec3eceacc5,,,"I want both of us to get paid the same, not get none. I was willing to accept the $6 for both of us so we both walked away with something. I am not a greedy person and again, I want both of us to walk away with some money, even if it's only $6. ",,5a86357bae9a0b0001a9f14e,6,3244e4e5-bdf1-4e7d-9b8b-865c1ff96a07,6,1,
2026-04-20 15:22:18,2026-04-20 15:27:04,IP Address,,100,286,True,2026-04-20 15:27:05,R_6mU4gkXwfNvbgWd,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,3.283,0,0,0,2.11,0,Accept,"As Player 2, I am always earning if the amount offered is greater than zero. Player 1 made a somewhat generous decision of offering me $4.50. I would have probably accepted less, knowing neither of us would get anything if I said no. I thought about what I would offer the other person and came up with 6, so I felt Player 1's was a little low, but I was not too bothered about that. ",Accept,0,0,0.216,0,0,,69e166f63c08a908a88a5cf1,69e6449f449f35b768067997,69e63ef74aa8ceec3eceacc5,,,"As Player 2, I am always earning if the amount offered is greater than zero. Player 1 made a somewhat generous decision of offering me $4.50. I would have probably accepted less, knowing neither of us would get anything if I said no. I thought about what I would offer the other person and came up with 6, so I felt Player 1's was a little low, but I was not too bothered about that. ",,63babb3f30c7eea8b8114f14,7.5,d29f965f-3d8b-4067-b438-07b981cdfd66,4.5,1,
2026-04-20 15:23:18,2026-04-20 15:27:31,IP Address,,100,253,True,2026-04-20 15:27:32,R_5ihuqlMtRaxDMyS,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,3.819,0,0,0,2.008,0,Accept,I accepted the player one's proposal because he decided to split the money in half and we would both get the same amount. ,Accept,0,0,0.207,0,0,,695321cbc62a205921523e4f,69e644df094cf902a0f4b54e,69e63ef74aa8ceec3eceacc5,,,I accepted the player one's proposal because he decided to split the money in half and we would both get the same amount. ,,674cca92742faa4642a6e9c7,6,a39a08de-fdbb-46b0-ba85-9fd524115c16,6,1,
2026-04-20 15:25:03,2026-04-20 15:27:59,IP Address,,100,175,True,2026-04-20 15:27:59,R_1CHgS4lsm8Ceh0V,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,5.002,0,0,0,2.122,0,Accept,It is fair. I expect most people to offer an equal split where each player gets $6.,Accept,0,0,0.214,0,0,,69cae4e99074fbdb787f1aad,69e6454755fa23ea753affb8,69e63ef74aa8ceec3eceacc5,,,It is fair. I expect most people to offer an equal split where each player gets $6.,,60abdc82ec2d1e548b986424,6,56f7ca01-e1ae-4be2-96ff-1ec63b1e0131,6,1,
2026-04-20 15:24:17,2026-04-20 15:28:25,IP Address,,100,248,True,2026-04-20 15:28:26,R_5c5jo175O3P94ki,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,13.42,0,0,0,2.014,0,Accept,"Because we are both participants doing the same thing, its great if we get equal payment from it, theres nothing that makes me more deserving of anything and I am happy to give another person all of it if it makes their life better",Accept,0,0,0.209,0,0,,69bb7dfbc931fea7df9d7121,69e64517d900e0070a55cf72,69e63ef74aa8ceec3eceacc5,,,"Because we are both participants doing the same thing, its great if we get equal payment from it, theres nothing that makes me more deserving of anything and I am happy to give another person all of it if it makes their life better",,66912ff8109f81e0735b8e4b,6,210c0a8f-798b-4ed8-86de-aced0042c9e3,6,1,
2026-04-20 15:23:44,2026-04-20 15:28:36,IP Address,,100,291,True,2026-04-20 15:28:37,R_71ocHO9q5E9K3YH,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,3.311,0,0,0,2.015,0,Accept,"We both came into the game with nothing, so, splitting it evenly makes the most sense, so that we both come out with something. Fair on both levels and that is what I would do in that situation! ",Reject,0,0,0.216,0,0,,698b56669942057664689445,69e644f5cdee18ab4f427162,69e63ef74aa8ceec3eceacc5,,,"We both came into the game with nothing, so, splitting it evenly makes the most sense, so that we both come out with something. Fair on both levels and that is what I would do in that situation! ",,67d38d0b4d7fc9c2517ff079,6,77951b30-5dde-4ebb-878f-2c3f3622f737,6,1,
2026-04-20 15:26:08,2026-04-20 15:28:38,IP Address,,100,149,True,2026-04-20 15:28:38,R_8jP88xSKodUGUz3,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,4.614,0,0,0,2.105,0,Accept,The decision to split the money equally is the fairest solution,Reject,0,0,0.207,0,0,,5fc989d6fa107d198dc8095f,69e645830a3f19d64458b2fb,69e63ef74aa8ceec3eceacc5,,,The decision to split the money equally is the fairest solution,,676095f242c3b763a925f78c,6,b707fd5a-de96-4e02-bfeb-d173f7f6957b,6,1,
