hp_response_id,similarity_reference_B
HP3601,50
HP3602,61
HP3603,45
HP3604,8
HP3605,28
HP3606,0
HP3607,50
HP3608,42
HP3609,35
HP3610,10
HP3611,0
HP3612,43
HP3613,62
HP3614,45
HP3615,24
HP3616,57
HP3617,0
HP3618,48
HP3619,15
HP3620,25
HP3621,52
HP3622,40
HP3623,43
HP3624,46
HP3625,76
HP3626,58
HP3627,18
HP3628,20
HP3629,10
HP3630,65
HP3631,57
HP3632,37
HP3633,66
HP3634,35
HP3635,51
HP3636,24
HP3637,57
HP3638,22
HP3639,10
HP3640,15
HP3641,50
HP3642,46
HP3643,48
HP3644,0
HP3645,42
HP3646,21
HP3647,0
HP3648,67
HP3649,72
HP3650,15
HP3651,8
HP3652,50
HP3653,88
HP3654,46
HP3655,53
HP3656,40
HP3657,47
HP3658,15
HP3659,54
HP3660,42
HP3661,61
HP3662,17
HP3663,28
HP3664,0
HP3665,0
HP3666,54
HP3667,57
HP3668,44
HP3669,12
HP3670,59
HP3671,49
HP3672,42
HP3673,67
HP3674,59
HP3675,28
HP3676,35
HP3677,31
HP3678,34
HP3679,0
HP3680,16
HP3681,47
HP3682,46
HP3683,43
HP3684,52
HP3685,64
HP3686,20
HP3687,10
HP3688,8
HP3689,13
HP3690,57
HP3691,57
HP3692,48
HP3693,8
HP3694,8
HP3695,47
HP3696,76
HP3697,58
HP3698,16
HP3699,31
HP3700,48
HP3701,48
HP3702,42
HP3703,39
HP3704,52
HP3705,46
HP3706,65
HP3707,55
HP3708,20
HP3709,47
HP3710,42
HP3711,58
HP3712,42
HP3713,48
HP3714,8
HP3715,62
HP3716,39
HP3717,15
HP3718,13
HP3719,3
HP3720,51
HP3721,63
HP3722,28
HP3723,38
HP3724,0
HP3725,52
HP3726,41
HP3727,13
HP3728,8
HP3729,43
HP3730,23
HP3731,50
HP3732,41
HP3733,72
HP3734,61
HP3735,8
HP3736,0
HP3737,17
HP3738,5
HP3739,42
HP3740,18
HP3741,48
HP3742,43
HP3743,41
HP3744,18
HP3745,44
HP3746,12
HP3747,47
HP3748,54
HP3749,59
HP3750,40
HP3751,32
HP3752,14
HP3753,41
HP3754,62
HP3755,42
HP3756,54
HP3757,23
HP3758,69
HP3759,8
HP3760,20
HP3761,2
HP3762,67
HP3763,9
HP3764,72
HP3765,61
HP3766,0
HP3767,58
HP3768,22
HP3769,40
HP3770,38
HP3771,56
HP3772,42
HP3773,10
HP3774,45
HP3775,48
HP3776,8
HP3777,12
HP3778,8
HP3779,32
HP3780,48
HP3781,8
HP3782,48
HP3783,38
HP3784,43
HP3785,10
HP3786,51
HP3787,35
HP3788,42
HP3789,8
HP3790,42
HP3791,43
HP3792,44
HP3793,12
HP3794,30
HP3795,59
HP3796,0
HP3797,42
HP3798,4
HP3799,40
HP3800,24
HP3801,28
HP3802,50
HP3803,63
HP3804,28
HP3805,12
HP3806,7
HP3807,20
HP3808,49
HP3809,57
HP3810,0
HP3811,0
HP3812,6
HP3813,55
HP3814,6
HP3815,10
HP3816,10
HP3817,10
HP3818,15
HP3819,20
HP3820,42
HP3821,38
HP3822,8
HP3823,5
HP3824,62
HP3825,24
HP3826,38
HP3827,64
HP3828,0
HP3829,40
HP3830,39
HP3831,7
HP3832,53
HP3833,0
HP3834,14
HP3835,6
HP3836,44
HP3837,42
HP3838,59
HP3839,0
HP3840,45
HP3841,63
HP3842,30
HP3843,43
HP3844,22
HP3845,73
HP3846,38
HP3847,46
HP3848,1
HP3849,47
HP3850,53
HP3851,7
HP3852,48
HP3853,78
HP3854,26
HP3855,51
HP3856,5
HP3857,7
HP3858,41
HP3859,50
HP3860,39
HP3861,46
HP3862,27
HP3863,60
HP3864,46
HP3865,56
HP3866,31
HP3867,43
HP3868,62
HP3869,39
HP3870,47
HP3871,6
HP3872,13
HP3873,39
HP3874,18
HP3875,22
HP3876,44
HP3877,40
HP3878,57
HP3879,38
HP3880,10
HP3881,34
HP3882,42
HP3883,15
HP3884,47
HP3885,29
HP3886,43
HP3887,65
HP3888,16
HP3889,34
HP3890,38
HP3891,16
HP3892,48
HP3893,39
HP3894,0
HP3895,7
HP3896,40
HP3897,8
HP3898,20
HP3899,60
HP3900,43
HP3901,68
HP3902,58
HP3903,58
HP3904,15
HP3905,29
HP3906,55
HP3907,43
HP3908,53
