hp_response_id,similarity_reference_B
HP4001,20
HP4002,54
HP4003,46
HP4004,25
HP4005,18
HP4006,56
HP4007,5
HP4008,15
HP4009,38
HP4010,50
HP4011,39
HP4012,21
HP4013,52
HP4014,35
HP4015,45
HP4016,72
HP4017,3
HP4018,36
HP4019,45
HP4020,54
HP4021,3
HP4022,43
HP4023,76
HP4024,20
HP4025,52
HP4026,15
HP4027,42
HP4028,43
HP4029,61
HP4030,54
HP4031,5
HP4032,52
HP4033,52
HP4034,2
HP4035,30
HP4036,61
HP4037,2
HP4038,4
HP4039,4
HP4040,50
HP4041,18
HP4042,10
HP4043,41
HP4044,3
HP4045,39
HP4046,35
HP4047,25
HP4048,47
HP4049,12
HP4050,36
HP4051,4
HP4052,43
HP4053,39
HP4054,5
HP4055,44
HP4056,56
HP4057,18
HP4058,47
HP4059,32
HP4060,12
HP4061,5
HP4062,48
HP4063,70
HP4064,69
HP4065,36
HP4066,45
HP4067,51
HP4068,15
HP4069,49
HP4070,18
HP4071,31
HP4072,8
HP4073,40
HP4074,4
HP4075,28
HP4076,70
HP4077,41
HP4078,18
HP4079,31
HP4080,9
HP4081,49
HP4082,38
HP4083,4
HP4084,36
HP4085,35
HP4086,38
HP4087,54
HP4088,34
HP4089,34
HP4090,0
HP4091,14
HP4092,8
HP4093,25
HP4094,39
HP4095,37
HP4096,51
HP4097,41
HP4098,34
HP4099,42
HP4100,15
HP4101,35
HP4102,53
HP4103,33
HP4104,35
HP4105,36
HP4106,4
HP4107,43
HP4108,42
HP4109,0
HP4110,62
HP4111,37
HP4112,15
HP4113,53
HP4114,50
HP4115,9
HP4116,39
HP4117,43
HP4118,52
HP4119,53
HP4120,45
HP4121,43
HP4122,60
HP4123,51
HP4124,70
HP4125,54
HP4126,75
HP4127,30
HP4128,16
HP4129,37
HP4130,54
HP4131,43
HP4132,1
HP4133,39
HP4134,78
HP4135,73
HP4136,36
HP4137,16
HP4138,50
HP4139,53
HP4140,31
HP4141,0
HP4142,67
HP4143,18
HP4144,15
HP4145,36
HP4146,24
HP4147,5
HP4148,10
HP4149,62
HP4150,37
HP4151,48
HP4152,48
HP4153,49
HP4154,47
HP4155,55
HP4156,49
HP4157,28
HP4158,55
HP4159,35
HP4160,0
HP4161,26
HP4162,35
HP4163,50
HP4164,31
HP4165,50
HP4166,0
HP4167,35
HP4168,44
HP4169,31
HP4170,38
HP4171,18
HP4172,20
HP4173,41
HP4174,22
HP4175,15
HP4176,24
HP4177,50
HP4178,39
HP4179,12
HP4180,3
HP4181,35
HP4182,33
HP4183,3
HP4184,55
HP4185,3
HP4186,15
HP4187,31
HP4188,85
HP4189,41
HP4190,40
HP4191,33
HP4192,62
HP4193,76
HP4194,15
HP4195,4
HP4196,4
HP4197,38
HP4198,41
HP4199,20
HP4200,18
HP4201,56
HP4202,75
HP4203,35
HP4204,20
HP4205,39
HP4206,44
HP4207,35
HP4208,43
HP4209,34
HP4210,37
HP4211,4
HP4212,34
HP4213,43
HP4214,0
HP4215,50
HP4216,20
HP4217,81
HP4218,47
HP4219,47
HP4220,15
HP4221,3
HP4222,10
HP4223,12
HP4224,38
HP4225,49
HP4226,54
HP4227,56
HP4228,3
HP4229,52
HP4230,49
HP4231,50
HP4232,7
HP4233,48
HP4234,38
HP4235,47
HP4236,47
HP4237,47
HP4238,44
HP4239,10
HP4240,36
HP4241,56
HP4242,78
HP4243,18
HP4244,61
HP4245,25
HP4246,48
HP4247,44
HP4248,15
HP4249,5
HP4250,39
HP4251,0
HP4252,50
HP4253,36
HP4254,0
HP4255,3
HP4256,25
HP4257,38
HP4258,3
HP4259,27
HP4260,18
HP4261,3
HP4262,34
HP4263,56
HP4264,32
HP4265,3
HP4266,72
HP4267,39
HP4268,33
HP4269,35
HP4270,45
HP4271,3
HP4272,79
HP4273,35
HP4274,79
HP4275,78
HP4276,14
HP4277,40
HP4278,38
HP4279,69
HP4280,5
HP4281,20
HP4282,50
HP4283,88
HP4284,3
HP4285,67
HP4286,2
HP4287,39
HP4288,38
HP4289,47
HP4290,2
HP4291,18
HP4292,44
HP4293,33
HP4294,3
HP4295,5
HP4296,38
HP4297,45
HP4298,35
HP4299,47
HP4300,46
HP4301,35
HP4302,46
HP4303,5
HP4304,31
HP4305,44
HP4306,3
HP4307,61
HP4308,3
HP4309,47
HP4310,24
HP4311,82
HP4312,35
HP4313,11
HP4314,45
HP4315,47
HP4316,34
HP4317,0
HP4318,52
HP4319,18
HP4320,44
HP4321,36
HP4322,45
HP4323,30
HP4324,64
HP4325,34
HP4326,43
HP4327,18
HP4328,30
HP4329,47
HP4330,36
HP4331,17
HP4332,10
HP4333,36
HP4334,44
HP4335,36
HP4336,42
HP4337,54
HP4338,48
HP4339,61
HP4340,45
HP4341,17
HP4342,20
HP4343,54
HP4344,7
HP4345,7
HP4346,43
HP4347,25
HP4348,39
HP4349,5
HP4350,30
HP4351,43
HP4352,41
HP4353,23
HP4354,34
HP4355,65
HP4356,24
HP4357,27
HP4358,35
HP4359,25
HP4360,25
HP4361,39
HP4362,38
HP4363,3
HP4364,7
HP4365,58
HP4366,7
HP4367,4
HP4368,73
HP4369,35
HP4370,46
HP4371,34
HP4372,39
HP4373,66
HP4374,0
HP4375,48
HP4376,26
HP4377,68
HP4378,26
HP4379,62
HP4380,34
HP4381,40
HP4382,3
HP4383,17
HP4384,34
HP4385,78
HP4386,60
HP4387,31
HP4388,57
HP4389,69
HP4390,24
HP4391,30
HP4392,35
HP4393,4
HP4394,3
HP4395,30
HP4396,34
HP4397,29
HP4398,46
HP4399,68
