hp_response_id,similarity_reference_B
HP2001,80
HP2002,68
HP2003,37
HP2004,5
HP2005,56
HP2006,2
HP2007,64
HP2008,70
HP2009,63
HP2010,10
HP2011,0
HP2012,48
HP2013,65
HP2014,68
HP2015,38
HP2016,72
HP2017,1
HP2018,22
HP2019,31
HP2020,14
HP2021,15
HP2022,75
HP2023,52
HP2024,10
HP2025,79
HP2026,77
HP2027,9
HP2028,42
HP2029,13
HP2030,78
HP2031,61
HP2032,70
HP2033,75
HP2034,7
HP2035,80
HP2036,12
HP2037,71
HP2038,32
HP2039,10
HP2040,6
HP2041,68
HP2042,58
HP2043,38
HP2044,25
HP2045,31
HP2046,17
HP2047,10
HP2048,75
HP2049,77
HP2050,65
HP2051,10
HP2052,56
HP2053,63
HP2054,72
HP2055,13
HP2056,70
HP2057,60
HP2058,3
HP2059,65
HP2060,79
HP2061,26
HP2062,13
HP2063,23
HP2064,1
HP2065,2
HP2066,72
HP2067,59
HP2068,12
HP2069,3
HP2070,74
HP2071,8
HP2072,67
HP2073,82
HP2074,76
HP2075,66
HP2076,65
HP2077,13
HP2078,58
HP2079,5
HP2080,7
HP2081,72
HP2082,62
HP2083,69
HP2084,71
HP2085,82
HP2086,8
HP2087,36
HP2088,18
HP2089,8
HP2090,70
HP2091,74
HP2092,70
HP2093,10
HP2094,10
HP2095,75
HP2096,11
HP2097,71
HP2098,42
HP2099,81
HP2100,76
HP2101,76
HP2102,66
HP2103,62
HP2104,75
HP2105,85
HP2106,79
HP2107,39
HP2108,11
HP2109,24
HP2110,66
HP2111,81
HP2112,75
HP2113,59
HP2114,10
HP2115,77
HP2116,55
HP2117,11
HP2118,30
HP2119,44
HP2120,74
HP2121,82
HP2122,74
HP2123,66
HP2124,1
HP2125,69
HP2126,53
HP2127,13
HP2128,2
HP2129,74
HP2130,58
HP2131,26
HP2132,63
HP2133,80
HP2134,58
HP2135,10
HP2136,72
HP2137,82
HP2138,24
HP2139,59
HP2140,11
HP2141,17
HP2142,70
HP2143,59
HP2144,42
HP2145,2
HP2146,10
HP2147,67
HP2148,67
HP2149,75
HP2150,65
HP2151,79
HP2152,1
HP2153,60
HP2154,76
HP2155,73
HP2156,80
HP2157,81
HP2158,72
HP2159,11
HP2160,6
HP2161,58
HP2162,84
HP2163,38
HP2164,26
HP2165,86
HP2166,3
HP2167,72
HP2168,37
HP2169,48
HP2170,8
HP2171,82
HP2172,68
HP2173,3
HP2174,65
HP2175,18
HP2176,21
HP2177,6
HP2178,69
HP2179,30
HP2180,67
HP2181,20
HP2182,66
HP2183,1
HP2184,48
HP2185,59
HP2186,65
HP2187,31
HP2188,49
HP2189,5
HP2190,35
HP2191,72
HP2192,76
HP2193,31
HP2194,46
HP2195,75
HP2196,1
HP2197,72
HP2198,7
HP2199,69
HP2200,68
HP2201,65
HP2202,85
HP2203,82
HP2204,13
HP2205,54
HP2206,10
HP2207,26
HP2208,73
HP2209,77
HP2210,0
HP2211,0
HP2212,10
HP2213,74
HP2214,1
HP2215,0
HP2216,12
HP2217,7
HP2218,85
HP2219,78
HP2220,63
HP2221,31
HP2222,33
HP2223,67
HP2224,44
HP2225,62
HP2226,18
HP2227,25
HP2228,3
HP2229,57
HP2230,7
HP2231,4
HP2232,69
HP2233,1
HP2234,7
HP2235,6
HP2236,62
HP2237,74
HP2238,86
HP2239,4
HP2240,68
HP2241,74
HP2242,21
HP2243,57
HP2244,18
HP2245,71
HP2246,67
HP2247,72
HP2248,0
HP2249,2
HP2250,76
HP2251,9
HP2252,61
HP2253,87
HP2254,11
HP2255,76
HP2256,3
HP2257,1
HP2258,65
HP2259,66
HP2260,67
HP2261,38
HP2262,8
HP2263,29
HP2264,74
HP2265,75
HP2266,42
HP2267,82
HP2268,67
HP2269,66
HP2270,11
HP2271,14
HP2272,67
HP2273,53
HP2274,4
HP2275,80
HP2276,71
HP2277,53
HP2278,76
HP2279,57
HP2280,20
HP2281,14
HP2282,12
HP2283,28
HP2284,77
HP2285,28
HP2286,75
HP2287,23
HP2288,7
HP2289,73
HP2290,45
HP2291,5
HP2292,71
HP2293,72
HP2294,60
HP2295,3
HP2296,64
HP2297,2
HP2298,65
HP2299,58
HP2300,61
HP2301,81
HP2302,78
HP2303,78
HP2304,5
HP2305,8
HP2306,76
HP2307,70
HP2308,72
HP2309,54
HP2310,75
HP2311,73
HP2312,13
HP2313,13
HP2314,64
HP2315,69
HP2316,57
HP2317,68
HP2318,78
HP2319,67
HP2320,72
HP2321,51
HP2322,2
HP2323,60
HP2324,62
HP2325,66
HP2326,65
HP2327,68
HP2328,9
HP2329,69
HP2330,49
HP2331,80
HP2332,9
HP2333,66
HP2334,0
HP2335,9
HP2336,63
HP2337,54
HP2338,66
HP2339,56
HP2340,61
HP2341,15
HP2342,71
HP2343,4
HP2344,66
HP2345,10
HP2346,8
HP2347,75
HP2348,66
HP2349,64
HP2350,76
HP2351,70
HP2352,1
HP2353,73
HP2354,86
HP2355,57
HP2356,67
HP2357,53
HP2358,68
HP2359,39
HP2360,66
HP2361,71
HP2362,14
HP2363,5
HP2364,4
HP2365,65
HP2366,7
HP2367,67
HP2368,79
HP2369,85
HP2370,59
HP2371,37
HP2372,69
HP2373,3
HP2374,8
HP2375,75
HP2376,57
HP2377,80
HP2378,47
HP2379,71
HP2380,19
HP2381,80
HP2382,71
HP2383,61
HP2384,51
HP2385,76
HP2386,65
HP2387,69
HP2388,64
HP2389,58
HP2390,25
HP2391,82
HP2392,2
HP2393,66
HP2394,66
HP2395,94
HP2396,10
HP2397,60
HP2398,37
HP2399,92
HP2400,1
