hp_response_id,similarity_reference_B
HP1201,2
HP1202,10
HP1203,28
HP1204,6
HP1205,13
HP1206,1
HP1207,9
HP1208,10
HP1209,1
HP1210,16
HP1211,7
HP1212,7
HP1213,4
HP1214,4
HP1215,9
HP1216,8
HP1217,2
HP1218,3
HP1219,11
HP1220,7
HP1221,6
HP1222,13
HP1223,8
HP1224,11
HP1225,3
HP1226,38
HP1227,5
HP1228,7
HP1229,8
HP1230,12
HP1231,14
HP1232,8
HP1233,9
HP1234,22
HP1235,9
HP1236,5
HP1237,8
HP1238,8
HP1239,8
HP1240,8
HP1241,4
HP1242,8
HP1243,8
HP1244,37
HP1245,34
HP1246,7
HP1247,12
HP1248,7
HP1249,3
HP1250,8
HP1251,7
HP1252,28
HP1253,3
HP1254,18
HP1255,2
HP1256,7
HP1257,7
HP1258,11
HP1259,14
HP1260,10
HP1261,8
HP1262,7
HP1263,5
HP1264,18
HP1265,8
HP1266,8
HP1267,32
HP1268,5
HP1269,8
HP1270,7
HP1271,8
HP1272,7
HP1273,13
HP1274,16
HP1275,25
HP1276,2
HP1277,9
HP1278,8
HP1279,7
HP1280,8
HP1281,5
HP1282,9
HP1283,35
HP1284,8
HP1285,4
HP1286,41
HP1287,8
HP1288,3
HP1289,3
HP1290,6
HP1291,7
HP1292,7
HP1293,8
HP1294,9
HP1295,15
HP1296,9
HP1297,8
HP1298,6
HP1299,7
HP1300,5
HP1301,5
HP1302,10
HP1303,8
HP1304,3
HP1305,6
HP1306,6
HP1307,14
HP1308,8
HP1309,8
HP1310,7
HP1311,1
HP1312,9
HP1313,9
HP1314,9
HP1315,17
HP1316,9
HP1317,9
HP1318,10
HP1319,13
HP1320,10
HP1321,37
HP1322,8
HP1323,7
HP1324,8
HP1325,17
HP1326,3
HP1327,3
HP1328,23
HP1329,8
HP1330,1
HP1331,11
HP1332,14
HP1333,10
HP1334,8
HP1335,8
HP1336,9
HP1337,30
HP1338,8
HP1339,7
HP1340,5
HP1341,6
HP1342,9
HP1343,8
HP1344,19
HP1345,11
HP1346,14
HP1347,4
HP1348,8
HP1349,7
HP1350,6
HP1351,6
HP1352,8
HP1353,3
HP1354,9
HP1355,6
HP1356,13
HP1357,8
HP1358,7
HP1359,18
HP1360,13
HP1361,8
HP1362,8
HP1363,7
HP1364,9
HP1365,2
HP1366,8
HP1367,8
HP1368,2
HP1369,5
HP1370,7
HP1371,11
HP1372,6
HP1373,4
HP1374,9
HP1375,5
HP1376,32
HP1377,11
HP1378,7
HP1379,9
HP1380,5
HP1381,20
HP1382,1
HP1383,14
HP1384,19
HP1385,7
HP1386,5
HP1387,8
HP1388,8
HP1389,5
HP1390,4
HP1391,17
HP1392,17
HP1393,7
HP1394,18
HP1395,8
HP1396,8
HP1397,7
HP1398,4
HP1399,8
HP1400,9
HP1401,8
HP1402,9
HP1403,14
HP1404,6
HP1405,10
HP1406,5
HP1407,6
HP1408,8
HP1409,8
HP1410,12
HP1411,12
HP1412,12
HP1413,9
HP1414,12
HP1415,1
HP1416,2
HP1417,6
HP1418,11
HP1419,2
HP1420,12
HP1421,8
HP1422,7
HP1423,8
HP1424,7
HP1425,8
HP1426,18
HP1427,11
HP1428,9
HP1429,9
HP1430,8
HP1431,14
HP1432,10
HP1433,15
HP1434,7
HP1435,12
HP1436,20
HP1437,9
HP1438,1
HP1439,5
HP1440,6
HP1441,8
HP1442,10
HP1443,9
HP1444,9
HP1445,15
HP1446,9
HP1447,11
HP1448,8
HP1449,13
HP1450,1
HP1451,6
HP1452,8
HP1453,9
HP1454,6
HP1455,14
HP1456,6
HP1457,9
HP1458,7
HP1459,10
HP1460,9
HP1461,11
HP1462,9
HP1463,6
HP1464,13
HP1465,15
HP1466,9
HP1467,9
HP1468,7
HP1469,2
HP1470,4
HP1471,10
HP1472,7
HP1473,9
HP1474,9
HP1475,4
HP1476,7
HP1477,2
HP1478,9
HP1479,7
HP1480,8
HP1481,25
HP1482,19
HP1483,7
HP1484,7
HP1485,2
HP1486,8
HP1487,3
HP1488,24
HP1489,43
HP1490,2
HP1491,8
HP1492,9
HP1493,9
HP1494,9
HP1495,8
HP1496,7
HP1497,10
HP1498,7
HP1499,6
HP1500,7
HP1501,8
HP1502,7
HP1503,15
HP1504,8
HP1505,8
HP1506,9
HP1507,9
HP1508,9
HP1509,16
HP1510,15
HP1511,3
HP1512,9
HP1513,10
HP1514,4
HP1515,9
HP1516,18
HP1517,7
HP1518,7
HP1519,15
HP1520,2
HP1521,8
HP1522,7
HP1523,14
HP1524,13
HP1525,2
HP1526,8
HP1527,9
HP1528,5
HP1529,9
HP1530,1
HP1531,11
HP1532,10
HP1533,8
HP1534,5
HP1535,24
HP1536,8
HP1537,8
HP1538,10
HP1539,11
HP1540,16
HP1541,7
HP1542,8
HP1543,5
HP1544,2
HP1545,14
HP1546,6
HP1547,8
HP1548,18
HP1549,12
HP1550,1
HP1551,6
HP1552,8
HP1553,7
HP1554,9
HP1555,18
HP1556,12
HP1557,18
HP1558,12
HP1559,27
HP1560,9
HP1561,7
HP1562,3
HP1563,33
HP1564,2
