hp_response_id,similarity_reference_B
HP3201,10
HP3202,40
HP3203,25
HP3204,15
HP3205,70
HP3206,15
HP3207,5
HP3208,2
HP3209,25
HP3210,40
HP3211,48
HP3212,5
HP3213,30
HP3214,25
HP3215,25
HP3216,25
HP3217,15
HP3218,8
HP3219,30
HP3220,45
HP3221,0
HP3222,18
HP3223,15
HP3224,25
HP3225,25
HP3226,18
HP3227,20
HP3228,35
HP3229,65
HP3230,20
HP3231,5
HP3232,15
HP3233,45
HP3234,20
HP3235,30
HP3236,15
HP3237,0
HP3238,20
HP3239,75
HP3240,25
HP3241,3
HP3242,15
HP3243,20
HP3244,0
HP3245,38
HP3246,15
HP3247,28
HP3248,20
HP3249,5
HP3250,30
HP3251,25
HP3252,30
HP3253,35
HP3254,10
HP3255,15
HP3256,30
HP3257,25
HP3258,38
HP3259,5
HP3260,3
HP3261,30
HP3262,35
HP3263,25
HP3264,42
HP3265,18
HP3266,25
HP3267,35
HP3268,22
HP3269,32
HP3270,8
HP3271,18
HP3272,10
HP3273,20
HP3274,20
HP3275,5
HP3276,30
HP3277,20
HP3278,8
HP3279,20
HP3280,10
HP3281,0
HP3282,20
HP3283,15
HP3284,32
HP3285,5
HP3286,40
HP3287,52
HP3288,18
HP3289,10
HP3290,5
HP3291,30
HP3292,15
HP3293,18
HP3294,18
HP3295,20
HP3296,25
HP3297,40
HP3298,20
HP3299,32
HP3300,35
HP3301,15
HP3302,35
HP3303,10
HP3304,18
HP3305,25
HP3306,1
HP3307,30
HP3308,20
HP3309,30
HP3310,50
HP3311,22
HP3312,10
HP3313,18
HP3314,30
HP3315,20
HP3316,20
HP3317,25
HP3318,25
HP3319,48
HP3320,20
HP3321,22
HP3322,55
HP3323,55
HP3324,55
HP3325,18
HP3326,35
HP3327,35
HP3328,15
HP3329,18
HP3330,22
HP3331,30
HP3332,5
HP3333,25
HP3334,40
HP3335,60
HP3336,25
HP3337,20
HP3338,40
HP3339,32
HP3340,22
HP3341,3
HP3342,55
HP3343,20
HP3344,10
HP3345,25
HP3346,8
HP3347,12
HP3348,28
HP3349,40
HP3350,3
HP3351,28
HP3352,30
HP3353,40
HP3354,30
HP3355,35
HP3356,30
HP3357,10
HP3358,55
HP3359,22
HP3360,0
HP3361,25
HP3362,15
HP3363,55
HP3364,40
HP3365,30
HP3366,0
HP3367,0
HP3368,15
HP3369,42
HP3370,5
HP3371,2
HP3372,20
HP3373,18
HP3374,30
HP3375,20
HP3376,15
HP3377,20
HP3378,28
HP3379,32
HP3380,8
HP3381,18
HP3382,8
HP3383,12
HP3384,30
HP3385,5
HP3386,10
HP3387,3
HP3388,50
HP3389,25
HP3390,25
HP3391,20
HP3392,40
HP3393,38
HP3394,10
HP3395,32
HP3396,12
HP3397,15
HP3398,20
HP3399,30
HP3400,40
HP3401,30
HP3402,25
HP3403,10
HP3404,18
HP3405,20
HP3406,30
HP3407,30
HP3408,28
HP3409,32
HP3410,15
HP3411,8
HP3412,25
HP3413,25
HP3414,5
HP3415,30
HP3416,4
HP3417,65
HP3418,30
HP3419,45
HP3420,40
HP3421,0
HP3422,15
HP3423,0
HP3424,25
HP3425,20
HP3426,45
HP3427,25
HP3428,5
HP3429,30
HP3430,0
HP3431,25
HP3432,15
HP3433,40
HP3434,20
HP3435,30
HP3436,30
HP3437,40
HP3438,35
HP3439,10
HP3440,35
HP3441,40
HP3442,30
HP3443,30
HP3444,25
HP3445,20
HP3446,45
HP3447,35
HP3448,28
HP3449,5
HP3450,18
HP3451,2
HP3452,45
HP3453,30
HP3454,3
HP3455,38
HP3456,28
HP3457,25
HP3458,0
HP3459,35
HP3460,15
HP3461,5
HP3462,20
HP3463,48
HP3464,5
HP3465,8
HP3466,30
HP3467,15
HP3468,15
HP3469,20
HP3470,20
HP3471,10
HP3472,45
HP3473,30
HP3474,28
HP3475,5
HP3476,20
HP3477,25
HP3478,25
HP3479,30
HP3480,18
HP3481,12
HP3482,15
HP3483,45
HP3484,15
HP3485,25
HP3486,5
HP3487,30
HP3488,42
HP3489,8
HP3490,3
HP3491,18
HP3492,15
