hp_response_id,memory
HP4104,Represents the current inflation of olive oil prices
HP4105,Price raises of certain items due to recession
HP4106,$4 is similar to the price of a cup of coffee when you go out somewhere.
HP4107,Having a unique product so that your product has more value
HP4110,This is the same as me stealing all of the money and screwing the broker over. Like if we were in a bank heist and I ran away with all of the loot. Like Ewan McGregor at the end of Trainspotting.
HP4112,"I find it similar to receiving a Prolific email, saying the researcher has added an additional payment. Result!"
HP4114,Managing to sell something for more than its worth
HP4115,Paying interest fees
HP4116,"Picture a landlord who suddenly raises the rent by $4 a day saying, ""it's just inflation"" but the tenant feels blindsided"
HP4122,the broker losing profit
HP4125,Scalpers driving up the price of the product they resell.
HP4128,like getting a nice pay rise 
HP4131,conserving a rare commodity by setting a price few if any would pay.
HP4133,Increased by 50% making the higher price of 12 dollars
HP4134,Changing the price by +$4 is asking the broker to work for free. It's like asking a plumber to replace a part but saying you'll buy the part yourself and not pay any labour charge. Obviously in real life I wouldn't know how much the broker will sell for. 
HP4137,Adding next day delivery to a parcel you ordered.
HP4138,I'm trying to get the best price possible for what I'm selling
HP4139,It’s a price increase. When you realise something is worth more than you previously thought. I recently sold something and there was a lot more interest than I expected. This indicated to be that next time I sell the same thing I should increase the price. 
HP4140,I find it similar to grocery prices
HP4145,The cost of prices going up because of tariffs. 
HP4146,"Winning a competition with somebody else's help, but deciding to keep all the money for yourself."
HP4148,$12 more than the amount offered
HP4149,"When group B participated in a more scientific study, making the data more valuable"
HP4150,An item going up in price due to inflation
HP4151,I think you would price yourself out of any deal.
HP4152,An item that gets marked up because there are few left
HP4159,Inflation of a product
HP4165,"Someone buying something at an auction, or a concert ticket where there is dynamic pricing and it has increased because of demand"
HP4169,$4: Asking for a small raise in your allowance or salary.
HP4171,It is similar to when I received a payrise for my current role.
HP4172,Depends which way if its increased then its like tax
HP4174,I find this similar to purchasing a larger volume of a product like shampoo and paying $4 more for the larger size but getting more value.
HP4175,Getting a bonus or a surprise sale.
HP4177,Reviewing supply and demand and increasing the price due to a higher demand level
HP4180,A friend paying for my coffee
HP4181,"I find it similar to the cost increases in the grocery store. Many things have not just increased a little bit, they are increased by a significant amount!"
HP4183,Taking a moderate risk
HP4184,It is similar to being offered a very low price and me increasing it to more what it is wroth like when i once sold a pair of very expensive trainers on a car boot.
HP4185,Like someone buying you a coffee and not expecting anything in return.
HP4187,Demanding recognition or increased compensation at work.
HP4188,"I'm eliminating the entirety of the broker's income by doing so, wouldn't I be better off cutting out the middleman rather than expecting the broker to work for me for free? I'd also suspect this would create future bad feeling and we'd be less likely to be promoted as a datasource to their customers.

It reminds me of the kind of short sighted business decision that pushes a company across their customer's trust event horizon, a journey which is usually one way only"
HP4192,"I was doing some research and worked all night long - t was due in the morning. It wasn't until sunrise that I had the breakthrough I needed to finish off the research. I had to work extra hard to get the research done on time. I did so, and it was all well worth the effort - the research was more revealing than expected. I upped the price for the research as it seemed only fair to myself and reflected the extra work."
HP4193,"With my starting price of $8 plus another 4 that would mean the other person just wouldn't get a bonus, there's no reason for them to accept this.

It just seems like taking advantage of someone."
HP4195,Like winning gambling - I get more money
HP4196,&12 Similar to buying 2 bottles of nail polish
HP4199,Tacking advantage of the other party.
HP4202,I find it similar to scamming someone out of their money for a service provided. The broker would receive 0 dollars for service provided.
HP4203,Price increases after Brexit
HP4204,being greedy; feeling like I can take advantage
HP4209,Someone is getting ripped off and charged a premium.
