hp_response_id,memory
HP3201,"Reliability, being in a safe relationship that doesnt falter"
HP3202,If you got a salary offer that was initially way higher than you expected so you accept it without negotiating.
HP3203,When my old landlord considered raising their prices but ultimately kept my rent the same for the following year. 
HP3204,Being happy with what you have and not interested in profit.
HP3205,This would be similar to the sales team I work with. We get a fair price for the work we have put in and the broker gets their cut too.
HP3206,While eating out a client might not want to offer a tip and this would  not increase or decrease the price.
HP3207,Wearing my same old comfortable sneakers. Just right.
HP3208,It’s been a great computer and I’m sure it’ll last for a good while yet.
HP3209,This would be similar to a price freeze instituted by some football clubs for season ticket prices
HP3210,"This is quite simple and seems rather face value. It makes me think of buying things on Facebook marketplace or in a shop, you see the price, agree, job done."
HP3211,it feels similar to agreeing to a suggested price in a small transaction like when a friend offers to buy something from you for a certain price and you simply accept it without negotiating because the price seems fair enough
HP3212,"It's basically sitting at start, with nothing in your pockets,"
HP3213,Any item i would find in a retail shop at regular price. For instance i bought a mop today for £8. No more or no less. 
HP3214,it reminds me of price matching in supermarkets where your sure you dont spend more in one store than another for the same item
HP3215,Pricing in a shop. I am unlikely to change those prices.
HP3216,Buying something in a supermarket with a fixed price system.
HP3217,"A time when nothing really changed, it stayed the same."
HP3218,Similar to freebie items in the shop when you buy something
HP3219,A non for profit organisation offering services for the price it costs to deliver
HP3220,selling an item of clothing at the price I originally set
HP3221,getting ready for the day
HP3222,"This is similar to for example two people swapping items/products or information for no cost what so ever, a straight swap not involving financial gain."
HP3223,Trying to get a bit of extra money than the other person is something my older brother would do.
HP3224,Buying a newspaper' It is a set price
HP3225,"it would be fair, like recieving your agreed hourly wage at work"
HP3226,no change i feel ok with this
HP3227,everyday life until the prices of something rises again but currently prices are staying the same which means it is rising by 0
HP3228,"This is similar to paying the price advertised at a store. It's the price that's set, and that's what you pay. There's no option for the store to change the price in that moment or for you to negotiate the price. "
HP3229,A person that is selling their data to microsoft.
HP3230,When stock i have bought hits the sweet spot for sales
HP3231,Imagine ignoring someone's hard work and not rewarding them for it
HP3232,A stable situation with no inflation.
HP3233,Saying I deserve $8 and the other participant deserves $4
HP3234,Sharing the cost of a meal equally.
HP3235,buy immediately and don't shop around for best price.
HP3236,"Nothing changes, the situation would stay the same."
HP3237,A long boring day at work
HP3238,Normality of most shopping we want or need
HP3239,"Maybe trying to find the right market value for my product - I don't want to charge too little - but I need to strike a balance where it is worth the intermediary's time to broker the deal. Given that the broker likely acts for lots of people, perhaps I should change it? "
HP3240,It reminds me of when a café keeps the price of a drink unchanged even though their supplier costs have gone up. Nothing changes and things carry on as usual.
HP3241,"I am not hungry at all and don't really like or need to sweets so I give the whole packet to my friend, she needs them more than I do and is complaining that she's really hungry and I want to help her."
HP3242,"I would  not be happy to not get a discount.
"
HP3243,"If the price remained exactly the same, then this reminds me of items like vegetables, whereby they don't noticeably increase in price very often and are not impacted by inflation as much as other products. "
HP3244,It was does not similar to me. And it was not relevant.
HP3245,This is similar to accepting the suggested retail price at a store—you go along with the default because it seems fair or convenient.
