hp_response_id,similarity_reference_A
HP4401,6
HP4402,36
HP4403,7
HP4404,4
HP4405,6
HP4406,0
HP4407,6
HP4408,0
HP4409,5
HP4410,37
HP4411,0
HP4412,3
HP4413,4
HP4414,2
HP4415,4
HP4416,8
HP4417,0
HP4418,7
HP4419,2
HP4420,50
HP4421,15
HP4422,3
HP4423,3
HP4424,52
HP4425,18
HP4426,7
HP4427,45
HP4428,2
HP4429,0
HP4430,8
HP4431,7
HP4432,0
HP4433,25
HP4434,4
HP4435,4
HP4436,50
HP4437,13
HP4438,2
HP4439,14
HP4440,4
HP4441,4
HP4442,5
HP4443,3
HP4444,3
HP4445,7
HP4446,5
HP4447,2
HP4448,2
HP4449,8
HP4450,3
HP4451,3
HP4452,4
HP4453,9
HP4454,4
HP4455,6
HP4456,4
HP4457,4
HP4458,3
HP4459,11
HP4460,5
HP4461,6
HP4462,3
HP4463,2
HP4464,1
HP4465,1
HP4466,7
HP4467,5
HP4468,2
HP4469,22
HP4470,4
HP4471,30
HP4472,3
HP4473,7
HP4474,1
HP4475,4
HP4476,5
HP4477,1
HP4478,3
HP4479,1
HP4480,7
HP4481,4
HP4482,57
HP4483,5
HP4484,8
HP4485,23
HP4486,4
HP4487,3
HP4488,3
HP4489,18
HP4490,20
HP4491,5
HP4492,3
HP4493,7
HP4494,3
HP4495,4
HP4496,68
HP4497,5
HP4498,23
HP4499,5
HP4500,6
HP4501,5
HP4502,2
HP4503,1
HP4504,18
HP4505,4
HP4506,6
HP4507,4
HP4508,2
HP4509,18
HP4510,5
HP4511,7
HP4512,4
HP4513,5
HP4514,3
HP4515,35
HP4516,3
HP4517,2
HP4518,2
HP4519,12
HP4520,3
HP4521,55
HP4522,7
HP4523,4
HP4524,0
HP4525,17
HP4526,5
HP4527,52
HP4528,1
HP4529,4
HP4530,7
HP4531,12
HP4532,3
HP4533,6
HP4534,7
HP4535,3
HP4536,7
HP4537,12
HP4538,5
HP4539,14
HP4540,52
HP4541,7
HP4542,5
HP4543,2
HP4544,10
HP4545,43
HP4546,1
HP4547,3
HP4548,12
HP4549,7
HP4550,0
HP4551,7
HP4552,0
HP4553,3
HP4554,8
HP4555,5
HP4556,5
HP4557,15
HP4558,5
HP4559,1
HP4560,4
HP4561,10
HP4562,7
HP4563,4
HP4564,35
HP4565,7
HP4566,2
HP4567,4
HP4568,36
HP4569,5
HP4570,8
HP4571,6
HP4572,19
HP4573,3
HP4574,7
HP4575,50
HP4576,39
HP4577,2
HP4578,5
HP4579,10
HP4580,4
HP4581,50
HP4582,5
HP4583,0
HP4584,3
HP4585,2
HP4586,7
HP4587,5
HP4588,5
HP4589,4
HP4590,5
HP4591,6
HP4592,5
HP4593,2
HP4594,18
HP4595,5
HP4596,0
HP4597,47
HP4598,5
HP4599,4
HP4600,4
HP4601,5
HP4602,4
HP4603,6
HP4604,3
HP4605,3
HP4606,3
HP4607,12
HP4608,5
HP4609,4
HP4610,0
HP4611,0
HP4612,33
HP4613,4
HP4614,4
HP4615,57
HP4616,3
HP4617,4
HP4618,2
HP4619,6
HP4620,3
HP4621,4
HP4622,61
HP4623,3
HP4624,4
HP4625,1
HP4626,10
HP4627,20
HP4628,0
HP4629,7
HP4630,7
HP4631,3
HP4632,5
HP4633,0
HP4634,48
HP4635,4
HP4636,41
HP4637,0
HP4638,5
HP4639,3
HP4640,22
HP4641,18
HP4642,5
HP4643,3
HP4644,55
HP4645,8
HP4646,3
HP4647,5
HP4648,0
HP4649,4
