hp_response_id,similarity_reference_A
HP3201,4
HP3202,22
HP3203,16
HP3204,20
HP3205,47
HP3206,19
HP3207,2
HP3208,1
HP3209,17
HP3210,25
HP3211,30
HP3212,7
HP3213,20
HP3214,20
HP3215,20
HP3216,20
HP3217,6
HP3218,28
HP3219,28
HP3220,25
HP3221,1
HP3222,33
HP3223,21
HP3224,17
HP3225,28
HP3226,8
HP3227,14
HP3228,23
HP3229,24
HP3230,15
HP3231,7
HP3232,8
HP3233,67
HP3234,59
HP3235,18
HP3236,6
HP3237,1
HP3238,15
HP3239,32
HP3240,18
HP3241,63
HP3242,13
HP3243,15
HP3244,2
HP3245,24
HP3246,8
HP3247,20
HP3248,17
HP3249,4
HP3250,20
HP3251,17
HP3252,24
HP3253,26
HP3254,8
HP3255,8
HP3256,22
HP3257,12
HP3258,19
HP3259,24
HP3260,5
HP3261,22
HP3262,22
HP3263,41
HP3264,22
HP3265,7
HP3266,22
HP3267,24
HP3268,12
HP3269,23
HP3270,15
HP3271,7
HP3272,2
HP3273,10
HP3274,14
HP3275,43
HP3276,14
HP3277,11
HP3278,4
HP3279,15
HP3280,18
HP3281,2
HP3282,58
HP3283,36
HP3284,23
HP3285,27
HP3286,19
HP3287,30
HP3288,7
HP3289,7
HP3290,3
HP3291,17
HP3292,5
HP3293,7
HP3294,8
HP3295,8
HP3296,24
HP3297,25
HP3298,19
HP3299,23
HP3300,22
HP3301,7
HP3302,20
HP3303,12
HP3304,10
HP3305,16
HP3306,5
HP3307,39
HP3308,17
HP3309,28
HP3310,39
HP3311,16
HP3312,18
HP3313,7
HP3314,43
HP3315,12
HP3316,50
HP3317,9
HP3318,28
HP3319,24
HP3320,14
HP3321,24
HP3322,58
HP3323,39
HP3324,51
HP3325,15
HP3326,24
HP3327,20
HP3328,6
HP3329,6
HP3330,18
HP3331,22
HP3332,6
HP3333,13
HP3334,25
HP3335,29
HP3336,30
HP3337,15
HP3338,24
HP3339,23
HP3340,20
HP3341,4
HP3342,65
HP3343,15
HP3344,8
HP3345,18
HP3346,31
HP3347,6
HP3348,15
HP3349,23
HP3350,2
HP3351,40
HP3352,22
HP3353,25
HP3354,21
HP3355,24
HP3356,25
HP3357,5
HP3358,27
HP3359,16
HP3360,7
HP3361,20
HP3362,19
HP3363,40
HP3364,42
HP3365,26
HP3366,1
HP3367,2
HP3368,9
HP3369,23
HP3370,34
HP3371,3
HP3372,27
HP3373,12
HP3374,23
HP3375,16
HP3376,11
HP3377,15
HP3378,19
HP3379,24
HP3380,4
HP3381,14
HP3382,6
HP3383,6
HP3384,23
HP3385,4
HP3386,8
HP3387,2
HP3388,39
HP3389,13
HP3390,17
HP3391,18
HP3392,25
HP3393,42
HP3394,6
HP3395,24
HP3396,7
HP3397,6
HP3398,9
HP3399,29
HP3400,27
HP3401,28
HP3402,29
HP3403,12
HP3404,2
HP3405,59
HP3406,22
HP3407,24
HP3408,23
HP3409,25
HP3410,31
HP3411,7
HP3412,18
HP3413,26
HP3414,5
HP3415,38
HP3416,4
HP3417,23
HP3418,20
HP3419,27
HP3420,22
HP3421,1
HP3422,58
HP3423,1
HP3424,16
HP3425,30
HP3426,28
HP3427,20
HP3428,16
HP3429,23
HP3430,2
HP3431,20
HP3432,41
HP3433,26
HP3434,16
HP3435,21
HP3436,18
HP3437,29
HP3438,28
HP3439,26
HP3440,21
HP3441,27
HP3442,32
HP3443,15
HP3444,24
HP3445,7
HP3446,26
HP3447,42
HP3448,28
HP3449,5
HP3450,7
HP3451,3
HP3452,28
HP3453,25
HP3454,3
HP3455,25
HP3456,20
HP3457,15
HP3458,1
HP3459,23
HP3460,8
HP3461,16
HP3462,23
HP3463,27
HP3464,4
HP3465,4
HP3466,22
HP3467,7
HP3468,8
HP3469,13
HP3470,12
HP3471,13
HP3472,39
HP3473,21
HP3474,23
HP3475,4
HP3476,22
HP3477,22
HP3478,40
HP3479,26
HP3480,22
HP3481,6
HP3482,27
HP3483,29
HP3484,7
HP3485,40
HP3486,4
HP3487,23
HP3488,27
HP3489,3
HP3490,25
HP3491,23
HP3492,15
HP3493,17
HP3494,8
HP3495,8
HP3496,16
HP3497,26
HP3498,24
HP3499,24
HP3500,25
HP3501,21
HP3502,18
HP3503,6
HP3504,42
HP3505,28
HP3506,25
HP3507,16
HP3508,7
HP3509,25
HP3510,44
HP3511,60
HP3512,11
HP3513,26
HP3514,35
HP3515,24
HP3516,20
HP3517,1
HP3518,24
HP3519,24
HP3520,19
HP3521,33
HP3522,55
HP3523,10
HP3524,40
HP3525,21
HP3526,20
HP3527,8
HP3528,22
HP3529,23
HP3530,14
HP3531,7
HP3532,22
HP3533,21
HP3534,24
HP3535,25
HP3536,21
HP3537,23
HP3538,16
HP3539,64
HP3540,24
HP3541,20
HP3542,2
HP3543,25
HP3544,8
HP3545,26
HP3546,19
HP3547,23
HP3548,48
HP3549,6
HP3550,20
HP3551,33
HP3552,24
HP3553,20
HP3554,58
HP3555,25
HP3556,18
HP3557,37
HP3558,11
HP3559,28
HP3560,22
HP3561,20
HP3562,17
HP3563,14
HP3564,36
HP3565,22
HP3566,4
HP3567,7
HP3568,43
HP3569,9
HP3570,25
HP3571,16
HP3572,27
HP3573,25
HP3574,3
HP3575,15
HP3576,14
HP3577,24
HP3578,21
HP3579,18
HP3580,15
HP3581,9
HP3582,15
HP3583,17
HP3584,20
HP3585,50
HP3586,26
HP3587,12
HP3588,13
HP3589,14
HP3590,2
HP3591,21
HP3592,20
HP3593,36
HP3594,7
HP3595,31
HP3596,26
HP3597,23
HP3598,51
HP3599,31
HP3600,8
