hp_response_id,similarity_reference_A
HP0401,48
HP0402,33
HP0403,58
HP0404,51
HP0405,29
HP0406,6
HP0407,45
HP0408,48
HP0409,57
HP0410,39
HP0411,49
HP0412,31
HP0413,37
HP0414,42
HP0415,39
HP0416,68
HP0417,50
HP0418,34
HP0419,56
HP0420,38
HP0421,48
HP0422,48
HP0423,48
HP0424,34
HP0425,31
HP0426,48
HP0427,25
HP0428,57
HP0429,19
HP0430,56
HP0431,27
HP0432,21
HP0433,58
HP0434,75
HP0435,56
HP0436,47
HP0437,28
HP0438,44
HP0439,31
HP0440,73
HP0441,41
HP0442,35
HP0443,57
HP0444,52
HP0445,52
HP0446,30
HP0447,49
HP0448,44
HP0449,41
HP0450,52
HP0451,50
HP0452,21
HP0453,37
HP0454,49
HP0455,34
HP0456,49
HP0457,30
HP0458,59
HP0459,33
HP0460,48
HP0461,50
HP0462,51
HP0463,38
HP0464,33
HP0465,48
HP0466,31
HP0467,61
HP0468,46
HP0469,38
HP0470,57
HP0471,49
HP0472,47
HP0473,31
HP0474,48
HP0475,70
HP0476,47
HP0477,49
HP0478,50
HP0479,31
HP0480,52
HP0481,58
HP0482,30
HP0483,22
HP0484,41
HP0485,35
HP0486,27
HP0487,64
HP0488,35
HP0489,42
HP0490,47
HP0491,31
HP0492,27
HP0493,53
HP0494,47
HP0495,44
HP0496,56
HP0497,51
HP0498,69
HP0499,64
HP0500,32
HP0501,48
HP0502,51
HP0503,31
HP0504,52
HP0505,51
HP0506,36
HP0507,51
HP0508,58
HP0509,61
HP0510,46
HP0511,13
HP0512,38
HP0513,35
HP0514,57
HP0515,50
HP0516,34
HP0517,51
HP0518,48
HP0519,53
HP0520,55
HP0521,23
HP0522,40
HP0523,22
HP0524,36
HP0525,58
HP0526,55
HP0527,24
HP0528,62
HP0529,55
HP0530,56
HP0531,35
HP0532,10
HP0533,35
HP0534,31
HP0535,33
HP0536,51
HP0537,20
HP0538,47
HP0539,51
HP0540,54
HP0541,32
HP0542,44
HP0543,34
HP0544,52
HP0545,19
HP0546,68
HP0547,18
HP0548,57
HP0549,42
HP0550,43
HP0551,52
HP0552,48
HP0553,43
HP0554,49
HP0555,37
HP0556,50
HP0557,34
HP0558,45
HP0559,64
HP0560,35
HP0561,44
HP0562,40
HP0563,0
HP0564,64
HP0565,34
HP0566,35
HP0567,49
HP0568,15
HP0569,69
HP0570,59
HP0571,20
HP0572,14
HP0573,54
HP0574,35
HP0575,38
HP0576,33
HP0577,50
HP0578,65
HP0579,54
HP0580,33
HP0581,39
HP0582,1
HP0583,33
HP0584,34
HP0585,55
HP0586,24
HP0587,54
HP0588,49
HP0589,39
HP0590,48
HP0591,54
HP0592,31
HP0593,55
HP0594,22
HP0595,48
HP0596,55
HP0597,25
HP0598,45
HP0599,16
HP0600,19
HP0601,37
HP0602,53
HP0603,29
HP0604,21
HP0605,39
HP0606,22
HP0607,31
HP0608,41
HP0609,45
HP0610,48
HP0611,79
HP0612,57
HP0613,52
HP0614,54
HP0615,56
HP0616,44
HP0617,57
HP0618,46
HP0619,52
HP0620,48
HP0621,50
HP0622,51
HP0623,31
HP0624,55
HP0625,57
HP0626,22
HP0627,31
HP0628,70
HP0629,53
HP0630,49
HP0631,57
HP0632,38
HP0633,49
HP0634,34
HP0635,48
HP0636,45
HP0637,48
HP0638,51
HP0639,44
HP0640,47
HP0641,42
HP0642,48
HP0643,36
HP0644,47
HP0645,48
HP0646,42
HP0647,42
HP0648,35
HP0649,27
HP0650,31
HP0651,46
HP0652,55
HP0653,43
HP0654,42
HP0655,28
HP0656,45
HP0657,38
HP0658,46
HP0659,57
HP0660,31
HP0661,61
HP0662,73
HP0663,52
HP0664,57
HP0665,34
HP0666,57
HP0667,53
HP0668,35
HP0669,42
HP0670,55
HP0671,30
HP0672,43
HP0673,59
HP0674,43
HP0675,34
HP0676,31
HP0677,1
HP0678,31
HP0679,31
HP0680,56
HP0681,42
HP0682,50
HP0683,53
HP0684,31
HP0685,60
HP0686,49
HP0687,9
HP0688,73
HP0689,40
HP0690,26
HP0691,47
HP0692,58
HP0693,46
HP0694,37
HP0695,50
HP0696,56
HP0697,58
HP0698,27
HP0699,47
HP0700,28
HP0701,27
HP0702,49
HP0703,34
HP0704,61
HP0705,52
HP0706,20
HP0707,50
HP0708,12
HP0709,48
HP0710,25
HP0711,50
HP0712,76
HP0713,68
HP0714,48
HP0715,51
HP0716,32
HP0717,47
HP0718,48
HP0719,35
HP0720,58
HP0721,47
HP0722,30
HP0723,30
HP0724,33
HP0725,22
HP0726,4
HP0727,58
HP0728,36
HP0729,48
HP0730,24
HP0731,34
HP0732,68
HP0733,57
HP0734,48
HP0735,51
HP0736,72
HP0737,51
HP0738,51
HP0739,31
HP0740,34
HP0741,53
HP0742,57
HP0743,39
HP0744,71
HP0745,10
HP0746,51
HP0747,62
HP0748,51
HP0749,34
HP0750,48
HP0751,18
HP0752,57
HP0753,36
HP0754,18
HP0755,34
HP0756,59
HP0757,41
HP0758,54
HP0759,53
HP0760,58
HP0761,34
HP0762,32
HP0763,31
HP0764,42
HP0765,57
HP0766,48
HP0767,28
HP0768,39
HP0769,33
HP0770,8
HP0771,42
HP0772,31
HP0773,53
HP0774,26
HP0775,46
HP0776,43
HP0777,38
HP0778,31
HP0779,67
HP0780,46
HP0781,5
HP0782,34
HP0783,45
HP0784,20
HP0785,54
HP0786,43
HP0787,0
HP0788,59
HP0789,31
HP0790,54
HP0791,37
HP0792,34
HP0793,57
HP0794,58
HP0795,34
HP0796,49
HP0797,41
HP0798,33
HP0799,31
HP0800,32
