StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q4,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q237,Q224,Q244,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,reasons,beliefs,P1_ID,P1_CHOICE,LOCK_TOKEN,P2,story,attention_check,Q_DataPolicyViolations
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"This question concerns the following problem: Often, participants click through surveys like this one without reading the instructions carefully. As a consequence, many of the participants can't be used in research. To show us that you are reading the questions carefully, please give the following answers to the question below: ""Very interested"" and ""I’ve never heard of it"".

Based on the text you read above: How interested are you in American Football? - Very interested","This question concerns the following problem: Often, participants click through surveys like this one without reading the instructions carefully. As a consequence, many of the participants can't be used in research. To show us that you are reading the questions carefully, please give the following answers to the question below: ""Very interested"" and ""I’ve never heard of it"".

Based on the text you read above: How interested are you in American Football? - A bit interested","This question concerns the following problem: Often, participants click through surveys like this one without reading the instructions carefully. As a consequence, many of the participants can't be used in research. To show us that you are reading the questions carefully, please give the following answers to the question below: ""Very interested"" and ""I’ve never heard of it"".

Based on the text you read above: How interested are you in American Football? - Not interested at all","This question concerns the following problem: Often, participants click through surveys like this one without reading the instructions carefully. As a consequence, many of the participants can't be used in research. To show us that you are reading the questions carefully, please give the following answers to the question below: ""Very interested"" and ""I’ve never heard of it"".

Based on the text you read above: How interested are you in American Football? - I've never heard of it",You are being matched with..,The decision on how to split the money..,Player 2's decision..,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Please write one or two sentences summarizing the story. Your summary should accurately reflect the story’s content, as it will be checked for consistency.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Do you accept or reject Player 1 proposed allocation?,"Please briefly explain your decision.



It is crucial that you answer this question truthfully and carefully.",Would you accept or reject Player 1 proposed allocation?,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,reasons,beliefs,P1_ID,P1_CHOICE,LOCK_TOKEN,P2,story,attention_check,Q_DataPolicyViolations
"{""ImportId"":""startDate"",""timeZone"":""Z""}","{""ImportId"":""endDate"",""timeZone"":""Z""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Z""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID25"",""choiceId"":""1""}","{""ImportId"":""QID25"",""choiceId"":""2""}","{""ImportId"":""QID25"",""choiceId"":""3""}","{""ImportId"":""QID25"",""choiceId"":""4""}","{""ImportId"":""QID3""}","{""ImportId"":""QID4""}","{""ImportId"":""QID231""}","{""ImportId"":""QID236_FIRST_CLICK""}","{""ImportId"":""QID236_LAST_CLICK""}","{""ImportId"":""QID236_PAGE_SUBMIT""}","{""ImportId"":""QID236_CLICK_COUNT""}","{""ImportId"":""QID1219581998_TEXT""}","{""ImportId"":""QID13_FIRST_CLICK""}","{""ImportId"":""QID13_LAST_CLICK""}","{""ImportId"":""QID13_PAGE_SUBMIT""}","{""ImportId"":""QID13_CLICK_COUNT""}","{""ImportId"":""QID237""}","{""ImportId"":""QID224_TEXT""}","{""ImportId"":""QID244""}","{""ImportId"":""mistake""}","{""ImportId"":""allocation""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""SESSION_ID""}","{""ImportId"":""STUDY_ID""}","{""ImportId"":""treatment""}","{""ImportId"":""transfer""}","{""ImportId"":""reasons""}","{""ImportId"":""beliefs""}","{""ImportId"":""P1_ID""}","{""ImportId"":""P1_CHOICE""}","{""ImportId"":""LOCK_TOKEN""}","{""ImportId"":""P2""}","{""ImportId"":""story""}","{""ImportId"":""attention_check""}","{""ImportId"":""Q_DataPolicyViolations""}"
2026-04-22 11:26:08,2026-04-22 11:26:18,0,,100,10,1,2026-04-22 11:26:18,R_2zd84HahLCQlM4l,,,,,,,anonymous,EN,,,,1,,,,,,,,,,,,,,,,0,,55cca8f81676ab000ff06ef1,69e8b03ee7c8357f6042d8e6,69e8a187eaf3646e4f3d33f6,,,,,,,,,,0,
2026-04-22 11:23:37,2026-04-22 11:29:31,0,,100,353,1,2026-04-22 11:29:31,R_2mfzH4hX2X36i2J,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,5.575,0,"Splitting the money with Mark or even a little of it would only put James in the same situation he was in before, struggling to make ends meet and the same for Mark.",0,0,2.11,0,1,"50 50 split is an excellent and fair choice to make, everyone wins",1,1,,5f1301b0bbe07d00090dd94a,69e8afb39092125a43fdc62f,69e8a187eaf3646e4f3d33f6,,,"50 50 split is an excellent and fair choice to make, everyone wins",,6286ad40f6f08677959e431e,6,fde7c72f-4df4-4e04-ac6e-d68c7000354c,6,4,1,
2026-04-22 11:25:27,2026-04-22 11:31:28,0,,100,360,1,2026-04-22 11:31:29,R_6ikdcDz30XA8G7g,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.473,0,Steve and Max both worked on a successful project. Steve was offered a bonus and given the option to distribute some of it to Max.,0,0,2.107,0,1,"Player 1 offered to split the bonus equally between the two of us. This is the fairest outcome, given the scenario. I elected to accept the outcome because it was fair.",2,0,,5dbddfb8a7b7bc306f4f5daa,69e8b022c080018c1a3e6758,69e8a187eaf3646e4f3d33f6,,,"Player 1 offered to split the bonus equally between the two of us. This is the fairest outcome, given the scenario. I elected to accept the outcome because it was fair.",,610a8f0824f86618889b090d,6,c9220715-c4b9-4ef7-9659-81d2cb2fb31b,6,2,1,
2026-04-22 11:25:34,2026-04-22 11:31:34,0,,100,360,1,2026-04-22 11:31:34,R_5DTSglmctxSEIMz,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,5.61,0,I do feel bad for mark it's not james problem he needs to help himself first before giving the money away. I like that james feel for mark but their is only so much you can help.,0,0,2.11,0,1,I felt like it was good call to make so i wanted to accept his offer.,2,0,,5ebc5816e32fec09c3cdf784,69e8afb5c994737a6e6c6c0f,69e8a187eaf3646e4f3d33f6,,,I felt like it was good call to make so i wanted to accept his offer.,,670ff18ce32405cfd10088ec,9,fbbccfa6-f6dc-4640-b5b2-27781d653b1f,3,4,1,
2026-04-22 11:25:49,2026-04-22 11:32:15,0,,100,385,1,2026-04-22 11:32:15,R_80VfJKXo4uIqffO,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,5.9,0,"Steve and his team had worked extra hours and put a lot of effort into hitting their target. As a reward, Steve was offered a bonus and told he could give some to Max if he wanted. Max had also contributed to the success of the team. Steve had to decide whether he should share the bonus.",0,0,2.009,0,1,"I would never know what the other participant is going to answer, but the better chance of success is by accepting. Rejecting the offer means more of a risk for both participants to get nothing.",1,0,,65c0d53919405b5c06093e1f,69e8b0335d7667e4a1050224,69e8a187eaf3646e4f3d33f6,,,"I would never know what the other participant is going to answer, but the better chance of success is by accepting. Rejecting the offer means more of a risk for both participants to get nothing.",,6108ae6c74dd26aba7b1a058,6,d4720664-05e5-491d-abc2-7362ee0812a9,6,2,1,
2026-04-22 11:32:05,2026-04-22 11:32:16,0,,100,10,1,2026-04-22 11:32:16,R_8Y9Ec57dPdLCg82,,,,,,,anonymous,EN,,,1,,,,,,,,,,,,,,,,,0,,69e869613ebcc024c7fce777,69e8b1aed332bbf1faf75d38,69e8a187eaf3646e4f3d33f6,,,,,,,,,,0,
2026-04-22 11:29:20,2026-04-22 11:32:29,0,,100,188,1,2026-04-22 11:32:29,R_2as9ClKqwOQCmXv,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,6.675,0,"James and Mark both applied for the same welfare support, but only James was successful in applying. He now faces a moral dilemma about whether to help Mark, or to keep the money he was allocated and use it for his own financial support
",0,0,2.111,0,1,It is a fair split - we both receive £6,1,0,,69e8941c3e36b93dcf4da7cf,69e8b10c2ef6d1d7bdd00d73,69e8a187eaf3646e4f3d33f6,,,It is a fair split - we both receive £6,,67255b7d44e290655c0ed3cf,6,00362623-4591-4d0d-84e5-f0e03d0df516,6,4,1,
2026-04-22 11:32:29,2026-04-22 11:32:51,0,,100,22,1,2026-04-22 11:32:52,R_2OP5PL52LrRc0lA,,,,,,,anonymous,EN,,,1,,,,,,,,,,,,,,,,,0,,69e8ad18f0e8dfabaea6ee0b,69e8b19ee1e820b4a8ad63de,69e8a187eaf3646e4f3d33f6,,,,,,,,,,0,
