hp_response_id,similarity_reference_B
HP4401,72
HP4402,57
HP4403,74
HP4404,50
HP4405,56
HP4406,0
HP4407,70
HP4408,0
HP4409,16
HP4410,4
HP4411,0
HP4412,47
HP4413,38
HP4414,38
HP4415,15
HP4416,47
HP4417,0
HP4418,73
HP4419,7
HP4420,28
HP4421,66
HP4422,51
HP4423,20
HP4424,72
HP4425,36
HP4426,78
HP4427,6
HP4428,39
HP4429,0
HP4430,78
HP4431,72
HP4432,3
HP4433,20
HP4434,9
HP4435,91
HP4436,3
HP4437,31
HP4438,42
HP4439,20
HP4440,11
HP4441,59
HP4442,67
HP4443,62
HP4444,53
HP4445,62
HP4446,61
HP4447,13
HP4448,33
HP4449,82
HP4450,39
HP4451,3
HP4452,52
HP4453,97
HP4454,59
HP4455,74
HP4456,58
HP4457,61
HP4458,2
HP4459,90
HP4460,70
HP4461,47
HP4462,3
HP4463,43
HP4464,0
HP4465,0
HP4466,72
HP4467,55
HP4468,2
HP4469,5
HP4470,62
HP4471,26
HP4472,47
HP4473,76
HP4474,2
HP4475,35
HP4476,70
HP4477,5
HP4478,77
HP4479,3
HP4480,73
HP4481,90
HP4482,8
HP4483,69
HP4484,63
HP4485,76
HP4486,4
HP4487,7
HP4488,14
HP4489,16
HP4490,14
HP4491,71
HP4492,62
HP4493,4
HP4494,14
HP4495,46
HP4496,7
HP4497,70
HP4498,37
HP4499,74
HP4500,57
HP4501,62
HP4502,9
HP4503,1
HP4504,23
HP4505,72
HP4506,95
HP4507,5
HP4508,11
HP4509,7
HP4510,66
HP4511,76
HP4512,63
HP4513,70
HP4514,14
HP4515,71
HP4516,45
HP4517,41
HP4518,36
HP4519,9
HP4520,43
HP4521,73
HP4522,75
HP4523,59
HP4524,0
HP4525,7
HP4526,67
HP4527,6
HP4528,1
HP4529,63
HP4530,78
HP4531,5
HP4532,48
HP4533,94
HP4534,74
HP4535,14
HP4536,77
HP4537,42
HP4538,5
HP4539,16
HP4540,8
HP4541,56
HP4542,68
HP4543,45
HP4544,26
HP4545,5
HP4546,4
HP4547,58
HP4548,57
HP4549,72
HP4550,0
HP4551,76
HP4552,0
HP4553,55
HP4554,32
HP4555,70
HP4556,69
HP4557,37
HP4558,68
HP4559,1
HP4560,55
HP4561,6
HP4562,80
HP4563,10
HP4564,51
HP4565,78
HP4566,3
HP4567,61
HP4568,26
HP4569,68
HP4570,24
HP4571,74
HP4572,47
HP4573,4
HP4574,62
HP4575,42
HP4576,9
HP4577,7
HP4578,68
HP4579,57
HP4580,61
HP4581,5
HP4582,69
HP4583,0
HP4584,28
HP4585,25
HP4586,81
HP4587,49
HP4588,68
HP4589,3
HP4590,66
HP4591,67
HP4592,66
HP4593,36
HP4594,25
HP4595,69
HP4596,0
HP4597,7
HP4598,15
HP4599,52
HP4600,65
HP4601,54
HP4602,72
HP4603,76
HP4604,14
HP4605,4
HP4606,9
HP4607,67
HP4608,63
HP4609,49
HP4610,0
HP4611,0
HP4612,15
HP4613,57
HP4614,0
HP4615,3
HP4616,1
HP4617,4
HP4618,89
HP4619,73
HP4620,47
HP4621,27
HP4622,3
HP4623,42
HP4624,71
HP4625,1
HP4626,5
HP4627,10
HP4628,0
HP4629,74
HP4630,68
HP4631,14
HP4632,72
HP4633,0
HP4634,7
HP4635,8
HP4636,4
HP4637,0
HP4638,95
HP4639,38
HP4640,13
HP4641,74
HP4642,68
HP4643,39
HP4644,3
HP4645,78
HP4646,45
HP4647,58
HP4648,0
HP4649,50
HP4650,76
HP4651,3
HP4652,70
HP4653,96
HP4654,79
HP4655,70
HP4656,2
HP4657,3
HP4658,68
HP4659,7
HP4660,59
HP4661,72
HP4662,4
HP4663,6
HP4664,56
HP4665,57
HP4666,45
HP4667,77
HP4668,70
HP4669,57
HP4670,82
HP4671,6
HP4672,19
HP4673,41
HP4674,68
HP4675,72
HP4676,90
HP4677,64
HP4678,21
HP4679,15
HP4680,5
HP4681,47
HP4682,52
HP4683,8
HP4684,80
HP4685,60
HP4686,56
HP4687,90
HP4688,4
HP4689,78
HP4690,47
HP4691,30
HP4692,43
HP4693,67
HP4694,70
HP4695,0
HP4696,46
HP4697,3
HP4698,69
HP4699,70
HP4700,7
HP4701,98
HP4702,70
HP4703,71
HP4704,46
HP4705,8
HP4706,77
HP4707,41
HP4708,69
HP4709,54
HP4710,68
HP4711,71
HP4712,2
HP4713,2
HP4714,59
HP4715,78
HP4716,75
HP4717,7
HP4718,57
HP4719,53
HP4720,67
HP4721,35
HP4722,10
HP4723,40
HP4724,13
HP4725,43
HP4726,7
HP4727,66
HP4728,1
HP4729,6
HP4730,18
HP4731,70
HP4732,14
HP4733,68
HP4734,0
HP4735,13
HP4736,69
HP4737,42
HP4738,55
HP4739,70
HP4740,65
HP4741,42
HP4742,95
HP4743,19
HP4744,65
HP4745,66
HP4746,4
HP4747,65
HP4748,48
HP4749,65
HP4750,75
HP4751,65
HP4752,25
HP4753,68
HP4754,44
HP4755,68
HP4756,5
HP4757,64
HP4758,22
HP4759,10
HP4760,51
HP4761,64
HP4762,24
HP4763,55
HP4764,2
HP4765,63
HP4766,8
HP4767,2
HP4768,6
HP4769,89
HP4770,59
HP4771,63
HP4772,5
HP4773,9
HP4774,6
HP4775,55
HP4776,50
HP4777,58
HP4778,72
HP4779,55
HP4780,87
HP4781,76
HP4782,95
HP4783,77
HP4784,63
HP4785,67
HP4786,56
HP4787,53
HP4788,56
HP4789,6
HP4790,2
HP4791,44
HP4792,1
HP4793,31
HP4794,72
HP4795,100
HP4796,12
HP4797,89
HP4798,99
HP4799,100
HP4800,4
