hp_response_id,similarity_reference_B
HP0801,13
HP0802,23
HP0803,12
HP0804,2
HP0805,25
HP0806,2
HP0807,15
HP0808,16
HP0809,2
HP0810,13
HP0811,12
HP0812,31
HP0813,24
HP0814,15
HP0815,14
HP0816,19
HP0817,22
HP0818,18
HP0819,20
HP0820,19
HP0821,13
HP0822,20
HP0823,17
HP0824,8
HP0825,8
HP0826,1
HP0827,12
HP0828,20
HP0829,5
HP0830,10
HP0831,10
HP0832,25
HP0833,2
HP0834,39
HP0835,18
HP0836,21
HP0837,3
HP0838,8
HP0839,33
HP0840,11
HP0841,14
HP0842,12
HP0843,10
HP0844,17
HP0845,0
HP0846,14
HP0847,12
HP0848,18
HP0849,8
HP0850,7
HP0851,14
HP0852,5
HP0853,8
HP0854,20
HP0855,16
HP0856,2
HP0857,4
HP0858,14
HP0859,22
HP0860,8
HP0861,15
HP0862,15
HP0863,3
HP0864,24
HP0865,35
HP0866,18
HP0867,14
HP0868,15
HP0869,16
HP0870,11
HP0871,13
HP0872,12
HP0873,19
HP0874,20
HP0875,35
HP0876,6
HP0877,17
HP0878,23
HP0879,18
HP0880,46
HP0881,3
HP0882,9
HP0883,15
HP0884,5
HP0885,29
HP0886,24
HP0887,18
HP0888,0
HP0889,9
HP0890,22
HP0891,17
HP0892,8
HP0893,15
HP0894,7
HP0895,35
HP0896,6
HP0897,16
HP0898,27
HP0899,8
HP0900,6
HP0901,20
HP0902,12
HP0903,30
HP0904,10
HP0905,11
HP0906,5
HP0907,10
HP0908,17
HP0909,7
HP0910,24
HP0911,6
HP0912,4
HP0913,18
HP0914,12
HP0915,16
HP0916,23
HP0917,17
HP0918,10
HP0919,28
HP0920,8
HP0921,1
HP0922,1
HP0923,18
HP0924,22
HP0925,18
HP0926,6
HP0927,1
HP0928,20
HP0929,20
HP0930,4
HP0931,11
HP0932,17
HP0933,3
HP0934,6
HP0935,10
HP0936,14
HP0937,1
HP0938,3
HP0939,10
HP0940,11
HP0941,10
HP0942,10
HP0943,5
HP0944,30
HP0945,14
HP0946,14
HP0947,19
HP0948,28
HP0949,21
HP0950,21
HP0951,13
HP0952,19
HP0953,18
HP0954,4
HP0955,15
HP0956,16
HP0957,4
HP0958,10
HP0959,18
HP0960,15
HP0961,17
HP0962,4
HP0963,1
HP0964,16
HP0965,9
HP0966,5
HP0967,7
HP0968,1
HP0969,10
HP0970,12
HP0971,1
HP0972,12
HP0973,4
HP0974,6
HP0975,15
HP0976,35
HP0977,28
HP0978,13
HP0979,11
HP0980,21
HP0981,28
HP0982,2
HP0983,9
HP0984,23
HP0985,19
HP0986,7
HP0987,15
HP0988,11
HP0989,38
HP0990,14
HP0991,25
HP0992,14
HP0993,11
HP0994,32
HP0995,14
HP0996,16
HP0997,14
HP0998,6
HP0999,7
HP1000,7
HP1001,13
HP1002,6
HP1003,11
HP1004,20
HP1005,13
HP1006,3
HP1007,13
HP1008,15
HP1009,7
HP1010,11
HP1011,29
HP1012,2
HP1013,10
HP1014,5
HP1015,25
HP1016,16
HP1017,0
HP1018,8
HP1019,14
HP1020,19
HP1021,9
HP1022,11
HP1023,9
HP1024,7
HP1025,0
HP1026,2
HP1027,12
HP1028,14
HP1029,34
HP1030,10
HP1031,6
HP1032,5
HP1033,25
HP1034,17
HP1035,2
HP1036,10
HP1037,9
HP1038,14
HP1039,9
HP1040,3
HP1041,15
HP1042,21
HP1043,12
HP1044,8
HP1045,8
HP1046,7
HP1047,14
HP1048,19
HP1049,29
HP1050,4
HP1051,23
HP1052,16
HP1053,9
HP1054,52
HP1055,25
HP1056,8
HP1057,12
HP1058,9
HP1059,9
HP1060,18
HP1061,18
HP1062,19
HP1063,19
HP1064,21
HP1065,15
HP1066,11
HP1067,20
HP1068,11
HP1069,7
HP1070,8
HP1071,27
HP1072,13
HP1073,17
HP1074,13
