hp_response_id,similarity_reference_B
HP2001,78
HP2002,62
HP2003,38
HP2004,6
HP2005,57
HP2006,1
HP2007,65
HP2008,67
HP2009,69
HP2010,8
HP2011,0
HP2012,48
HP2013,54
HP2014,61
HP2015,57
HP2016,74
HP2017,0
HP2018,17
HP2019,31
HP2020,19
HP2021,32
HP2022,73
HP2023,49
HP2024,12
HP2025,80
HP2026,79
HP2027,9
HP2028,38
HP2029,14
HP2030,76
HP2031,60
HP2032,73
HP2033,79
HP2034,5
HP2035,77
HP2036,13
HP2037,67
HP2038,42
HP2039,18
HP2040,6
HP2041,64
HP2042,53
HP2043,46
HP2044,27
HP2045,41
HP2046,15
HP2047,11
HP2048,73
HP2049,82
HP2050,61
HP2051,11
HP2052,52
HP2053,75
HP2054,70
HP2055,10
HP2056,69
HP2057,60
HP2058,5
HP2059,90
HP2060,75
HP2061,29
HP2062,15
HP2063,27
HP2064,1
HP2065,1
HP2066,69
HP2067,56
HP2068,12
HP2069,2
HP2070,78
HP2071,8
HP2072,66
HP2073,81
HP2074,70
HP2075,66
HP2076,62
HP2077,16
HP2078,82
HP2079,7
HP2080,5
HP2081,76
HP2082,63
HP2083,71
HP2084,71
HP2085,83
HP2086,6
HP2087,31
HP2088,43
HP2089,11
HP2090,62
HP2091,81
HP2092,67
HP2093,15
HP2094,15
HP2095,78
HP2096,11
HP2097,70
HP2098,59
HP2099,82
HP2100,77
HP2101,76
HP2102,65
HP2103,55
HP2104,70
HP2105,83
HP2106,78
HP2107,55
HP2108,13
HP2109,30
HP2110,63
HP2111,83
HP2112,77
HP2113,56
HP2114,15
HP2115,79
HP2116,60
HP2117,12
HP2118,27
HP2119,42
HP2120,70
HP2121,86
HP2122,72
HP2123,59
HP2124,0
HP2125,62
HP2126,55
HP2127,18
HP2128,2
HP2129,72
HP2130,58
HP2131,30
HP2132,54
HP2133,91
HP2134,57
HP2135,14
HP2136,72
HP2137,86
HP2138,38
HP2139,56
HP2140,17
HP2141,28
HP2142,69
HP2143,59
HP2144,43
HP2145,2
HP2146,8
HP2147,63
HP2148,69
HP2149,77
HP2150,64
HP2151,83
HP2152,0
HP2153,62
HP2154,74
HP2155,76
HP2156,86
HP2157,77
HP2158,67
HP2159,16
HP2160,6
HP2161,59
HP2162,84
HP2163,27
HP2164,36
HP2165,79
HP2166,2
HP2167,69
HP2168,34
HP2169,49
HP2170,10
HP2171,81
HP2172,72
HP2173,2
HP2174,66
HP2175,24
HP2176,20
HP2177,7
HP2178,69
HP2179,73
HP2180,65
HP2181,35
HP2182,63
HP2183,1
HP2184,51
HP2185,56
HP2186,66
HP2187,26
HP2188,43
HP2189,4
HP2190,52
HP2191,68
HP2192,74
HP2193,33
HP2194,53
HP2195,71
HP2196,0
HP2197,69
HP2198,8
HP2199,68
HP2200,63
HP2201,65
HP2202,80
HP2203,81
HP2204,20
HP2205,54
HP2206,12
HP2207,34
HP2208,73
HP2209,74
HP2210,0
HP2211,0
HP2212,10
HP2213,75
HP2214,1
HP2215,0
HP2216,15
